species group name	protonym	 Author
curiapensis	Cyphomyrmex rimosus subsp. curiapensis 	Weber, 1938b: 190 
difformis	Meranoplus difformis 	Smith, F. 1858b: 195 
dixus	Cyphomyrmex dixus 	Snelling, R.R. & Longino, 1992: 489
flavidus	Cyphomyrmex flavidus 	Pergande, 1896: 895 
foxi	Cyphomyrmex foxi 	André, 1892a: 55 
fuscula	Cyphomyrmex rimosus var. fuscula 	Emery, 1924d: 342
fuscus	Cyphomyrmex rimosus var. fuscus 	Emery, 1894c: 225 
hamulatus	Cyphomyrmex rimosus subsp. hamulatus 	Weber, 1938b: 190 
kirbyi	Cyphomyrmex kirbyi 	Mayr, 1887: 557 
laevigatus	Cyphomyrmex (Cyphomannia) laevigatus 	Weber, 1938b: 184
longiscapus	Cyphomyrmex longiscapus 	Weber, 1940a: 410 
major	Cyphomyrmex rimosus var. major 	Forel, 1901c: 125 
minutus	Cyphomyrmex minutus 	Mayr, 1862: 691 
pencosensis	Cyphomyrmex rimosus var. pencosensis 	Forel, 1914d: 281 
rimosus	Cryptocerus rimosus 	Spinola, 1851b: 49 
salvini	Cyphomyrmex rimosus r. salvini 	Forel, 1899c: 40
steinheili	Cyphomyrmex steinheili 	Forel, 1885a: 368 
transversus	Cyphomyrmex rimosus subsp. transversus 	Emery, 1894c: 226 
trinitatis	Cyphomyrmex rimosus subsp. trinitatis 	Weber, 1938b: 189 
vorticis	Cyphomyrmex vorticis 	Weber, 1940a: 410 
wheeleri	Cyphomyrmex wheeleri 	Forel, 1900e: 282 
templaris	Dacatria templaris 	Rigato, 1994b: 157
cibdelus	Dacetinops cibdela 	Brown & Wilson, 1957: 4
cirrosus	Dacetinops cirrosus 	Taylor, 1985: 56
concinnus	Dacetinops concinna 	Taylor, 1965: 1
darlingtoni	Dacetinops darlingtoni 	Taylor, 1985: 61
ignotus	Dacetinops ignotus 	Taylor, 1985: 62
solivagus	Dacetinops solivagus 	Taylor, 1985: 63
wilsoni	Dacetinops wilsoni 	Taylor, 1985: 64
armigerum	Formica armigera 	Latreille, 1802c: 244
cordata	Myrmecia cordata 	Fabricius, 1804: 425 
andamane	Diacamma rugosum var. andamana 	Chapman & Capco, 1951: 55
arcuatum	Diacamma rugosum subsp. arcuata 	Karavaiev, 1925b: 118 
assamense	Diacamma tritschleri r. assamensis 	Forel, in Emery, 1897b: 151 
aureovestitum	Diacamma aureovestitum 	Zettel, et al. 2016: 160
australe	Formica australis 	Fabricius, 1775: 393 
baguiense	Diacamma baguiensis 	Wheeler, W.M. & Chapman, 1925: 66
balinense	Diacamma rugosum subsp. balinensis 	Karavaiev, 1925b: 116 
coincidens	Diacamma rugosum subsp. geometrica var. coincidens 	Baroni Urbani, 1971b: 360
colosseense	Diacamma australe var. colosseensis 	Forel, 1915b: 26 
compressum	Diacamma compressum 	Mayr, 1879: 660 
concentricum	Diacamma palawanicum var. concentricum 	Wheeler, W.M. & Chapman, 1925: 64
concentrica	Diacamma rugosum subsp. geometricum var. concentrica 	Karavaiev, 1935a: 65 
convexa	Diacamma rugosum st. sculpturata var. convexa 	Santschi, 1920g: 179 
cupreum	Ponera cuprea 	Smith, F. 1860b: 104 
curtula	Diacamma rugosum r. geometricum var. curtula 	Forel, 1912d: 100 
cyaneiventre	Diacamma cyaneiventre 	André, 1887: 293 
debilior	Diacamma rugosum subsp. hortensis var. debilior 	Karavaiev, 1927e: 5 
divergens	Diacamma rugosum var. divergens 	Chapman & Capco, 1951: 55
doveri	Diacamma vagans var. doveri 	Mukerjee, 1934: 3 
frontalis	Diacamma vagans var. frontalis 	Stitz, 1911a: 355 
geminatum	Diacamma rugosum subsp. geminatum 	Emery, 1897b: 161
generali	Diacamma generali 	Laciny, Pal & Zettel, 2015: 125
geometricum	Ponera geometrica 	Smith, F. 1857a: 67 
gibbosum	Diacamma rugosum subsp. gibbosum 	Karavaiev, 1935a: 68
holosericum	Ponera holoserica 	Roger, 1860: 302 
holzschuhi	Diacamma holzschuhi 	Laciny, Pal & Zettel, 2015: 115
homonyma	Diacamma rugosum subsp. sculpturata var. homonyma 	Baroni Urbani, 1971b: 360
horizontalis	Diacamma rugosum subsp. geometricum var. horizontalis 	Karavaiev, 1935a: 63 
hortense	Diacamma rugosum subsp. hortensis 	Karavaiev, 1925b: 119
indicum	Diacamma rugosum var. indica 	Santschi, 1920g: 179
intricatum	Ponera intricata 	Smith, F. 1857a: 67 
jacobsoni	Diacamma jacobsoni 	Forel, 1912d: 100 
javanum	Diacamma javanum 	Emery, 1887b: 439
jerdoni	Diacamma rugosum var. jerdoni 	Forel, 1903d: 401 
kershawi	Diacamma intricatum subsp. kershawi 	Wheeler, W.M. 1919e: 53 
latispinum	Diacamma rugosum subsp. latispina 	Karavaiev, 1925b: 119 
leve	Diacamma australe var. levis 	Crawley, 1915a: 134 
leyteense	Diacamma leyteense 	Zettel, et al. 2016: 149
lombokense	Diacamma rugosum var. lombokensis 	Emery, 1897b: 154 
longiceps	Diacamma geometricum var. longiceps 	Santschi, 1932b: 14 
longitudinale	Diacamma longitudinale 	Emery, 1889b: 496 
macreta	Diacamma rugosum var. macreta 	Chapman & Capco, 1951: 56
magdalenae	Diacamma magdalenae 	Laciny, Pal & Zettel, 2015: 86
moicum	Diacamma ceylonensis var. moicum 	Santschi, 1932b: 14 
nitidiventre	Diacamma rugosum var. nitidiventris 	Chapman & Capco, 1951: 56
oblicum	Diacamma rugosum var. oblica 	Chapman & Capco, 1951: 56
orbiculatum	Diacamma ceylonensis var. orbiculatum 	Santschi, 1932b: 14 
ovale	Diacamma rugosum var. ovalis 	Chapman & Capco, 1951: 56
palawanicum	Diacamma palawanicum 	Emery, 1900d: 666 
pallidum	Ponera pallida 	Smith, F. 1858b: 85 
panayense	Diacamma panayensis 	Wheeler, W.M. & Chapman, 1925: 65
papuanum	Diacamma vagans var. papuanum 	Stitz, 1911a: 354
papuana	Diacamma rugosum subsp. sculpturatum var. papuana 	Karavaiev, 1935a: 67 
paralleliruga	Diacamma rugosum subsp. geometricum var. paralleliruga 	Karavaiev, 1935a: 64 
pubescens	Diacamma rugosum var. pubescens 	Chapman & Capco, 1951: 56
pulchellum	Diacamma rugosum st. sculpturatum var. pulchellum 	Santschi, 1932b: 12
purpureum	Ponera purpurea 	Smith, F. 1863: 18 
quezonicum	Diacamma viridipurpureum subsp. quezonicum 	Laciny, Pal & Zettel, 2015: 122
reductostriatum	Diacamma reductostriatum 	Zettel, et al. 2016: 157
rothneyi	Diacamma rugosum var. rothneyi 	Bingham, 1903: 81 
rugosum	Ponera rugosa 	Le Guillou, 1842: 318 
saussurei	Diacamma bispinosum var. saussurei 	Forel, 1922: 89 
scalpratum	Ponera scalprata 	Smith, F. 1858b: 84
schoedli	Diacamma schoedli 	Shattuck & Barnett, 2006: 17
sculptum	Ponera sculpta 	Jerdon, 1851: 117 
sculpturata	Ponera sculpturata 	Smith, F. 1859a: 142 
sericeiventre	Diacamma sericeiventre 	Stitz, 1925: 111
sikkimense	Diacamma rugosum var. sikkimensis 	Forel, 1903d: 401 
striata	Ponera striata 	Smith, F. 1860b: 104 
subsulcata	Diacamma bispinosum var. subsulcata 	Emery, 1897b: 152 
symposium	Diacamma symposium 	Zettel, et al. 2016: 152
timorense	Diacamma javanum r. timorense 	Emery, 1887b: 439 
tonkina	Diacamma rugosum st. vagans var. tonkina 	Santschi, 1920g: 179 
tortuolosa	Ponera tortuolosa 	Smith, F. 1863: 18 
tritschleri	Diacamma tritschleri 	Forel, in Emery, 1897b: 151 
vagans	Ponera vagans 	Smith, F. 1860b: 103 
versicolor	Ponera versicolor 	Smith, F. 1857a: 65 
violaceum	Diacamma scalpratum var. violaceum 	Forel, 1900d: 317 
viridipurpureum	Diacamma geometricum var. viridipurpureum 	Emery, 1893g: 261 
waigeuensis	Diacamma rugosum subsp. waigeuensis 	Donisthorpe, 1942e: 703 
sofiae	Diaphoromyrma sofiae 	Fernández, Delabie & do Nascimento, 2009: 59
laevidens	Calyptomyrmex (Dicroaspis) cryptocerus var. laevidens 	Santschi, 1919h: 88 
wheeleri	Geognomicus wheeleri 	Menozzi, 1924b: 220
bangalorica	Dilobocondyla bangalorica 	Varghese, 2006a: 25
borneensis	Dilobocondyla borneensis 	Wheeler, W.M. 1916b: 12
cataulacoidea	Podomyrma (Mesomyrma) cataulacoidea 	Stitz, 1911a: 364
chapmani	Dilobocondyla chapmani 	Wheeler, W.M. 1924b: 250 
concolor	Dilobocondyla cataulacoidea var. concolor 	Viehmeyer, 1914b: 40 
didita	Atta didita 	Walker, 1859: 375 
fouqueti	Dilobocondyla fouqueti 	Santschi, 1910h: 283 
fulva	Dilobocondyla cataulacoidea var. fulva 	Viehmeyer, 1916a: 127 
gaoyureni	Dilobocondyla gaoyureni 	Bharti & Kumar, 2013a: 32
gasteroreticulata	Dilobocondyla gasteroreticulatus 	Bharti & Kumar, 2013a: 34
karnyi	Dilobocondyla karnyi 	Wheeler, W.M. 1924b: 249 
lighti	Dilobocondyla fouqueti var. lighti 	Wheeler, W.M. 1927d: 6 
oswini	Dilobocondyla oswini 	Zettel & Bruckner, 2013: 146
rufobrunnea	Dilobocondyla chapmani subsp. rufobrunnea 	Wheeler, W.M. 1935b: 43 
rugosa	Dilobocondyla rugosa 	Zettel & Bruckner, 2013: 144
sebesiana	Dilobocondyla sebesiana 	Wheeler, W.M. 1924b: 248 
selebensis	Atopomyrmex selebensis 	Emery, 1898b: 234
silviae	Dilobocondyla silviae 	Zettel & Bruckner, 2013: 138
simalurana	Dilobocondyla selebensis st. simalurana 	Forel, 1915a: 25 
yamanei	Dilobocondyla yamanei 	Bharti & Kumar, 2013a: 38
borneensis	Camponotus gigas var. borneensis 	Emery, 1887a: 214 
gigas	Formica gigas 	Latreille, 1802c: 105
australis	Dinoponera grandis subsp. australis 	Emery, 1901a: 48 
brevis	Dinoponera australis var. brevis 	Borgmeier, 1937b: 227
bucki	Dinoponera australis subsp. bucki 	Borgmeier, 1937b: 228
gigantea	Ponera gigantea 	Perty, 1833: 135
grandis	Ponera grandis 	Guérin-Méneville, 1838: 206 
longipes	Dinoponera grandis subsp. longipes 	Emery, 1901a: 48 
lucida	Dinoponera grandis subsp. lucida 	Emery, 1901a: 48 
mutica	Dinoponera grandis subsp. mutica 	Emery, 1901a: 48 
nigricolor	Dinoponera australis subsp. nigricolor 	Borgmeier, 1937b: 228
opaca	Dinoponera opaca 	Kempf, 1971: 379
quadriceps	Dinoponera quadriceps 	Kempf, 1971: 380
snellingi	Dinoponera snellingi 	Lenhart, et al. 2013: 152
longipenne	Diplomorium longipenne 	Mayr, 1901b: 18 
antarctica	Discothyrea antarctica 	Emery, 1895c: 266 
banna	Discothyrea banna 	Xu, et al. 2014a: 35
bryanti	Prodiscothyrea bryanti 	Wheeler, W.M. 1917d: 29 
clavicornis	Discothyrea clavicornis 	Emery, 1897c: 593
crassicornis	Discothyrea crassicornis 	Clark, 1926: 46
denticulata	Discothyrea denticulata 	Weber, 1939a: 100
diana	Discothyrea diana 	Xu, et al. 2014a: 38
globa	Discothyrea globus 	Forel, 1905c: 4 
hewitti	Discothyrea hewitti 	Arnold, 1916: 160 
horni	Discothyrea horni 	Menozzi, 1927c: 270
humilis	Discothyrea humilis 	Weber, 1939a: 100 
icta	Discothyrea icta 	Weber, 1939a: 101 
isthmica	Discothyrea isthmica 	Weber, 1940b: 78 
kamiteta	Discothyrea kamiteta 	Kubota & Terayama, 1999: 2
leae	Discothyrea leae 	Clark, 1934b: 29
neotropica	Discothyrea neotropica 	Bruch, 1919: 400
oculata	Discothyrea oculata 	Emery, 1901a: 52 
patrizii	Discothyrea patrizzii 	Weber, 1949b: 2
periyarensis	Discothyrea periyarensis 	Bharti, Akbar & Singh, 2015: 122
poweri	Pseudosysphincta poweri 	Arnold, 1916: 162
remingtoni	Discothyrea remingtoni 	Brown, 1948c: 38
sauteri	Discothyrea globus var. sauteri 	Forel, 1912a: 47 
sculptior	Discothyrea oculata var. sculptior 	Santschi, 1913c: 302 
sexarticulata	Discothyrea sexarticulata 	Borgmeier, 1954a: 191
soesilae	Discothyrea soesilae 	Makhan, 2007b: 1
sringerensis	Discothyrea sringerensis 	Zacharias & Rajan, 2004a: 2
stumperi	Discothyrea stumperi 	Baroni Urbani, 1977f: 97
testacea	Discothyrea testacea 	Roger, 1863a: 177 
traegaordhi	Discothyrea traegaordhi 	Santschi, 1914e: 3 
turtoni	Discothyrea turtoni 	Clark, 1934c: 53
velutina	Prodiscothyrea velutina 	Wheeler, W.M. 1916i: 34
yueshen	Discothyrea yueshen 	Terayama, 2009: 98
darwiniana	Tapinoma (Doleromyrma) darwinianum 	Forel, 1907a: 28 
fida	Tapinoma (Doleromyrma) darwinianum var. fida 	Forel, 1907h: 286 
leae	Iridomyrmex darwinianus r. leae 	Forel, 1913g: 189 
rottnestensis	Tapinoma (Micromyrma) rottnestense 	Wheeler, W.M. 1934d: 150 
abietis	Dolichoderus (Hypoclinea) abietis 	Kono & Sugihara, 1939: 12
abruptus	Formica abrupta 	Smith, F. 1858b: 45 
affinis	Dolichoderus affinis 	Emery, 1889b: 508
albamaculus	Dolichoderus albamaculus 	Shattuck & Marsden, 2013: 106
albatus	Dolichoderus (Hypoclinea) bidens subsp. albatus 	Viehmeyer, 1922: 213 
analis	Dolichoderus (Hypoclinea) analis 	Emery, 1894c: 236 
andinus	Monacis andina 	Kempf, 1962b: 36
angusticornis	Dolichoderus (Hypoclinea) angusticornis 	Clark, 1930b: 260
arboricola	Polyrhachis arboricola 	Norton, 1868a: 60
armstrongi	Dolichoderus (Hypoclinea) armstrongi 	McAreavey, 1949: 17
atra	Dolichoderus cuspidatus var atra 	Menozzi, 1930a: 3 
atriceps	Dolichoderus (Hypoclinea) sinensis var. atriceps 	Wheeler, W.M. 1928c: 29 
attelaboides	Formica attelaboides 	Fabricius, 1775: 394 
attenuatus	Dolichoderus bidens r. attenuatus 	Forel, 1903c: 258 
auromaculatus	Dolichoderus auromaculatus 	Forel, 1885a: 350 
australis	Dolichoderus australis 	André, 1896b: 257 
baenae	Dolichoderus baenae 	Mackay, 1993b: 38
bahiana	Dolichoderus (Hypoclinea) bidens var. bahiana 	Santschi, 1921g: 101 
beccarii	Dolichoderus beccarii 	Emery, 1887a: 253 
bicolor	Dolichoderus (Hypoclinea) moggridgei var. bicolor 	Santschi, 1920h: 169 
bidens	Formica bidens 	Linnaeus, 1758: 581 
bifurcatus	Dolichoderus (Diabolus) bifurcatus 	Karavaiev, 1926d: 425
bilikanus	Dolichoderus (Hypoclinea) bituberculatus var. bilikana 	Santschi, 1925f: 92 
biolleyi	Dolichoderus biolleyi 	Forel, 1908b: 61 
bituberculata	Hypoclinea bituberculata 	Mayr, 1862: 705 
blatchleyi	Dolichoderus (Hypoclinea) mariae var. blatchleyi 	Wheeler, W.M. 1917i: 462 
borealis	Dolichoderus borealis 	Provancher, 1888: 408 
borneensis	Dolichoderus taprobanae var. borneensis 	Forel, 1911a: 46 
borneonensis	Hypoclinea sellaris var. borneonensis 	Roger, 1863a: 214 
brevis	Dolichoderus (Hypoclinea) brevis 	Santschi, 1920h: 167 
brevithorax	Dolichoderus furcifer subsp. brevithorax 	Menozzi, 1928b: 2
brunnea	Dolichoderus (Hypoclinea) bituberculatus var. brunnea 	Karavaiev, 1935a: 108 
burmanicus	Dolichoderus burmanicus 	Bingham, 1903: 293
butteli	Dolichoderus (Hypoclinea) butteli 	Forel, 1913k: 89 
caligatus	Dolichoderus (Hypoclinea) feae var. caligatus 	Wheeler, W.M. 1927h: 99 
canopus	Dolichoderus canopus 	Shattuck & Marsden, 2013: 110
capitatus	Dolichoderus capitatus 	Santschi, 1921g: 99 
carbonarius	Dolichoderus carbonarius 	Emery, 1895k: 474 
ceramensis	Dolichoderus taprobanae var. ceramensis 	Stitz, 1912: 509
championi	Dolichoderus championi 	Forel, 1899c: 100 
cingulata	Hypoclinea cingulata 	Mayr, 1862: 705 
clarki	Dolichoderus (Acanthoclinea) clarki 	Wheeler, W.M. 1935c: 69
clusor	Dolichoderus clusor 	Forel, 1907h: 285 
cogitans	Dolichoderus bidens r. cogitans 	Forel, 1912h: 34 
columbica	Dolichoderus schulzi var. columbica 	Forel, 1914e: 12
coniger	Hypoclinea conigera 	Mayr, 1870b: 956 
crawleyi	Dolichoderus (Hypoclinea) crawleyi 	Donisthorpe, 1917: 201 
curvilobus	Hypoclinea curviloba 	Lattke, 1987b: 259
cuspidatus	Polyrhachis cuspidatus 	Smith, F. 1857a: 63 
dajiensis	Dolichoderus dajiensis 	Wang, W. & Zheng, 2005: 233
davisi	Dolichoderus mariae subsp. davisi 	Wheeler, W.M. 1905d: 308 
debilis	Dolichoderus debilis 	Emery, 1890a: 69 
decollatus	Dolichoderus decollatus 	Smith, F. 1858b: 75 
dentatus	Dolichoderus doriae var. dentata 	Forel, 1902h: 461 
diversus	Dolichoderus (Hypoclinea) diversus 	Emery, 1894c: 237 
doloniger	Monacis dolonigera 	Roger, 1862a: 237 
doriae	Dolichoderus doriae 	Emery, 1887a: 252 
emarginatus	Dolichoderus (Hypoclinea) bituberculatus var. emarginata 	Santschi, 1920h: 168 
ensiger	Dolichoderus spinicollis subsp. ensiger 	Forel, 1910a: 31 
epetreius	Hypoclinea epetreia 	Lattke, 1987b: 262
erectilobus	Dolichoderus (Hypoclinea) erectilobus 	Santschi, 1920h: 171
etus	Dolichoderus etus 	Shattuck & Marsden, 2013: 116
feae	Dolichoderus feae 	Emery, 1889b: 509
fernandezi	Dolichoderus fernandezi 	Mackay, 1993b: 54
ferrugineus	Dolichoderus bidens r. ferrugineus 	Forel, 1903c: 258 
flatidorsus	Dolichoderus flatidorsus 	Zhou & Zheng, 1997c: 206
formosus	Dolichoderus (Hypoclinea) formosus 	Clark, 1930b: 265
foveolatus	Polyrhachis foveolatus 	Lowne, 1865b: 334 
fungosa	Formica fungosa 	Fabricius, 1798: 281 
furcifer	Dolichoderus furcifer 	Emery, 1887a: 256 
fuscus	Dolichoderus feae r. fusca 	Emery, 1889b: 509 
gagates	Dolichoderus gagates 	Emery, 1890a: 69 
gagates	Dolichoderus taschenbergi var. gagates 	Wheeler, W.M. 1905d: 310 
garbei	Dolichoderus germaini subsp. garbei 	Forel, 1911c: 305 
germaini	Dolichoderus (Hypoclinea) germaini 	Emery, 1894c: 237 
ghilianii	Dolichoderus (Hypoclinea) ghilianii 	Emery, 1894c: 238
gibbifer	Dolichoderus gibbifer 	Emery, 1887a: 254
gibbosa	Formica gibbosa 	Smith, F. 1858b: 19 
gibbosior	Dolichoderus gibbifer var. gibbosior 	Forel, 1912d: 108 
gibbosoanalis	Dolichoderus (Hypoclinea) gibbosus var. gibbosoanalis 	Forel, 1922: 98 
gibbus	Formica (Tapinoma) gibba 	Smith, F. 1861b: 38 
glauerti	Dolichoderus (Hypoclinea) glauerti 	Wheeler, W.M. 1934d: 147 
goudiei	Dolichoderus (Hypoclinea) goudiei 	Clark, 1930b: 264
gracilipes	Hypoclinea gracilipes 	Mayr, 1879: 658 
gracilis	Hypoclinea gracilis 	Motschoulsky, 1863: 14 
grandii	Dolichoderus (Hypoclinea) grandii 	Menozzi, 1924c: 119 
heterogaster	Dolichoderus imbecillus var. heterogaster 	Santschi, 1923c: 269 
imbecillus	Dolichoderus (Dolichoderus) imbecillus 	Mann, 1916: 459
imitator	Dolichoderus (Dolichoderus) imitator 	Emery, 1894c: 230
incisus	Dolichoderus incisus 	Xu, 1995a: 37
indrapurensis	Dolichoderus indrapurensis 	Forel, 1912n: 61 
inermis	Dolichoderus inermis 	Mackay, 1993b: 63
inferior	Dolichoderus bidens var. inferior 	Mann, 1916: 465 
inferus	Dolichoderus inferus 	Shattuck & Marsden, 2013: 122
ingruens	Formica ingruens 	Walker, 1859: 372 
inornatus	Dolichoderus plagiatus var. inornatus 	Wheeler, W.M. 1905d: 313 
inpai	Monacis inpai 	Harada, 1987: 600
integra	Dolichoderus gibbosus var. integra 	Forel, 1911c: 306 
jacobsoni	Dolichoderus jacobsoni 	Forel, 1909d: 226 
japonicus	Dolichoderus quadripunctatus subsp. japonicus 	Yoshioka, 1939: 70 
karawaiewi	Dolichoderus patens r. pubiventris var. karawaiewi 	Forel, 1901d: 303 
kathae	Dolichoderus kathae 	Shattuck & Marsden, 2013: 124
kinabaluensis	Dolichoderus kinabaluensis 	Dill, 2002: 53
kratochvili	Dolichoderus (Hypoclinea) quadripunctatus var. kratochvili 	Novák, V. 1941: 47
lacciperdus	Dolichoderus (Hypoclinea) bituberculatus var. lacciperda 	Santschi, 1925f: 91 
lactarius	Formica lactaria 	Smith, F. 1860b: 95 
laminatus	Hypoclinea laminata 	Mayr, 1870a: 389
laotius	Dolichoderus (Hypoclinea) laotius 	Santschi, 1920h: 170 
latisquamis	Dolichoderus carbonarius subsp. latisquamis 	Emery, 1900d: 694 
laurae	Dolichoderus laurae 	Mackay, 1993b: 67
levior	Dolichoderus (Hypoclinea) bituberculatus var. levior 	Karavaiev, 1926d: 427 
leviusculus	Dolichoderus germaini subsp. leviusculus 	Emery, 1906c: 173 
lobicornis	Monacis lobicornis 	Kempf, 1959b: 267
longicollis	Dolichoderus longicollis 	Mackay, 1993b: 69
luederwaldti	Dolichoderus (Hypoclinea) luederwaldti 	Santschi, 1921g: 100 
lugens	Dolichoderus (Hypoclinea) lugens 	Emery, 1894c: 239
lugubris	Dolichoderus (Hypoclinea) moggridgei var. lugubris 	Santschi, 1920h: 169 
lujae	Dolichoderus (Hypoclinea) luederwaldti st. lujae 	Santschi, 1923c: 269 
luteiventris	Dolichoderus (Monacis) laminatus subsp. luteiventris 	Emery, 1894c: 232 
lutosus	Formica lutosa 	Smith, F. 1858b: 42 
magnipastor	Dolichoderus magnipastor 	Dill, 2002: 55
mariae	Dolichoderus mariae 	Forel, 1885a: 349 
maschwitzi	Dolichoderus maschwitzi 	Dill, 2002: 52
mazaruni	Iridomyrmex mazaruni 	Donisthorpe, 1939c: 152 
mesonotalis	Dolichoderus mesonotalis 	Forel, 1907a: 26 
missionensis	Dolichoderus (Monacis) lamellosa var. missionensis 	Santschi, 1916e: 390
modiglianii	Dolichoderus modiglianii 	Emery, 1900d: 693
moggridgei	Dolichoderus moggridgei 	Forel, 1886d: 243 
monoceros	Dolichoderus monoceros 	Emery, 1897d: 570
mucronifer	Monacis mucronifera 	Roger, 1862a: 236 
mus	Dolichoderus (Hypoclinea) affinis var. mus 	Santschi, 1920h: 169 
nasutus	Dolichoderus (Hypoclinea) bituberculatus var. nasuta 	Karavaiev, 1935a: 108
neglectus	Dolichoderus decollatus subsp. neglectus 	Menozzi, 1935b: 197
niger	Dolichoderus (Hypoclinea) ypsilon var. nigra 	Crawley, 1922c: 25 
nigricans	Dolichoderus affinis var. nigricans 	Emery, 1895k: 474 
nigricornis	Dolichoderus (Hypoclinea) nigricornis 	Clark, 1930b: 264
nigriventris	Dolichoderus lutosus var. nigriventris 	Forel, 1893g: 351 
nigriventris	Dolichoderus (Hypoclinea) sulcaticeps var. nigriventris 	Santschi, 1920h: 171 
nigrogaster	Dolichoderus (Hypoclinea) indrapurensis var. nigrogaster 	Viehmeyer, 1922: 214 
nitidior	Dolichoderus (Hypoclinea) gibbosus var. nitidior 	Emery, 1894c: 235 
obscura	Formica obscura 	Smith, F. 1858b: 42 
obscuripes	Dolichoderus (Hypoclinea) taprobanae var. obscuripes 	Santschi, 1920h: 169 
occidentalis	Dolichoderus (Hypoclinea) occidentalis 	Clark, 1930b: 268
omacanthus	Monacis omacantha 	Kempf, 1972c: 251
parabiotica	Dolichoderus debilis var. parabiotica 	Forel, 1912h: 33 
parvus	Dolichoderus (Hypoclinea) parvus 	Clark, 1930b: 263
pastorulus	Dolichoderus pastorulus 	Dill, 2002: 50
patens	Hypoclinea patens 	Mayr, 1870b: 957 
perditor	Formica perditor 	Fabricius, 1804: 402 
piceus	Dolichoderus piceus 	Mackay, 1993b: 81
pilinomas	Dolichoderus pilinomas 	Dill, 2002: 56
pilosus	Dolichoderus pilosus 	Zhou & Zheng, 1997c: 207
plagiatus	Hypoclinea plagiata 	Mayr, 1870b: 960 
pubiventris	Dolichoderus patens subsp. pubiventris 	Emery, 1900d: 694 
