species group name	protonym	 Author
costatus	Leptothorax (Goniothorax) costatus 	Emery, 1896g: 59 
dalmasi	Leptothorax echinatinodis r. dalmasi 	Forel, 1899c: 55 
denticulatus	Leptothorax denticulatus 	Mayr, 1901b: 5 
devius	Nesomyrmex devius 	Csösz & Fisher, 2016a: 21
distincta	Leptothorax sculptiventris var. distincta 	Crawley, 1922a: 85 
echinatinodis	Leptothorax echinatinodis 	Forel, 1886b: xlviii 
edentatus	Nesomyrmex edentatus 	Csösz & Fisher, 2016d: 144
evelynae	Leptothorax (Goniothorax) evelynae 	Forel, 1916: 423 
excelsior	Nesomyrmex excelsior 	Csösz & Fisher, 2016b: 15
gibber	Ireneopone gibber 	Donisthorpe, 1946d: 242
gracilis	Nesomyrmex gracilis 	Csösz & Fisher, 2016a: 27
grisoni	Leptothorax (Goniothorax) grisoni 	Forel, 1916: 425 
hafahafa	Nesomyrmex hafahafa 	Csösz & Fisher, 2015: 49
humerosus	Leptothorax (Goniothorax) humerosus 	Emery, 1896g: 62 
ilgii	Leptothorax angulatus r. ilgii 	Forel, 1894b: 82 
inhaca	Nesomyrmex inhaca 	Hita Garcia, Mbanyana, et al. 2017: 22
innocens	Tetramorium (Leptothorax?) innocens 	Forel, 1913b: 317 
inye	Nesomyrmex inye 	Mbanyana & Robertson, 2008: 46
itinerans	Leptothorax (Nesomyrmex) itinerans 	Kempf, 1959c: 407
karooensis	Nesomyrmex karooensis 	Mbanyana & Robertson, 2008: 47
latinodis	Leptothorax latinodis 	Mayr, 1895: 130 
longiceps	Nesomyrmex longiceps 	Csösz & Fisher, 2016d: 149
madecassus	Leptothorax madecassus 	Forel, 1892l: 265 
major	Leptothorax sculptiventris var. major 	Forel, 1899c: 54 
mcgregori	Nesomyrmex mcgregori 	Mbanyana & Robertson, 2008: 49
mirassolis	Leptothorax (Nesomyrmex) mirassolis 	Diniz, 1975: 79
modestus	Nesomyrmex modestus 	Csösz & Fisher, 2016b: 19
pittieri	Leptothorax pittieri 	Forel, 1899c: 56 
pleuriticus	Leptothorax (Nesomyrmex) pleuriticus 	Kempf, 1959c: 417
pulcher	Leptothorax (Goniothorax) pulcher 	Emery, 1917a: 96
pungentinodis	Leptothorax pungentinodis 	Emery, 1896b: 2 
reticulatus	Nesomyrmex reticulatus 	Csösz & Fisher, 2016b: 20
retusispinosus	Leptothorax retusispinosus 	Forel, 1892l: 267 
ruani	Nesomyrmex ruani 	Mbanyana & Robertson, 2008: 51
rufa	Leptothorax (Goniothorax) asper var. rufa 	Emery, 1896g: 61 
rugosus	Nesomyrmex rugosus 	Csösz & Fisher, 2016b: 22
rutilans	Leptothorax rutilans 	Kempf, 1958c: 100
saasveldensis	Nesomyrmex saasveldensis 	Mbanyana & Robertson, 2008: 52
schmidti	Leptothorax (Goniothorax) echinatinodis subsp. schmidti 	Menozzi, 1927c: 275 
schwebeli	Leptothorax schwebeli 	Forel, 1913l: 216 
sculptiventris	Leptothorax sculptiventris 	Mayr, 1887: 620 
sellaris	Nesomyrmex sellaris 	Csösz & Fisher, 2016d: 156
sikorai	Leptothorax (Goniothorax) sikorai 	Emery, 1896g: 63 
simoni	Tetramorium simoni 	Emery, 1895h: 35
spininodis	Leptothorax spininodis 	Mayr, 1887: 617 
spinosus	Nesomyrmex spinosus 	Csösz & Fisher, 2015: 53
stramineus	Limnomyrmex stramineus 	Arnold, 1948: 223
striatus	Nesomyrmex striatus 	Csösz & Fisher, 2016b: 25
sulfurea	Leptothorax asper var. sufurea 	Forel, 1912g: 18 
tamatavensis	Nesomyrmex tamatavensis 	Csösz & Fisher, 2016b: 27
testaceus	Leptothorax vicinus var. testaceus 	Emery, 1894c: 164 
timidus	Leptothorax (Nesomyrmex) timidus 	Kempf, 1959c: 420
tonsuratus	Leptothorax (Nesomyrmex) tonsuratus 	Kempf, 1959c: 412
tristani	Leptothorax (Goniothorax) tristani 	Emery, 1896g: 61 
tshiguvhoae	Nesomyrmex tshiguvhoae 	Mbanyana & Robertson, 2008: 53
vannoorti	Nesomyrmex vannoorti 	Mbanyana & Robertson, 2008: 54
wilda	Leptothorax (Goniothorax) wilda 	Smith, M.R. 1943d: 155 
zaheri	Nesomyrmex zaheri 	Sharaf, Akbar & Hita Garcia, in Sharaf, Akbar, et al. 2017: 31
afflictus	Acanthostichus afflictus 	Gallardo, 1919a: 239
apicifer	Eciton (Labidus) apicifer 	Santschi, 1916e: 366
crassicornis	Eciton crassicornis 	Smith, F. 1855c: 163
crudele	Eciton (Holopone) crassicorne subsp. crudele 	Santschi, 1929a: 414
esenbeckii	Labidus esenbeckii 	Westwood, 1842: 75
fimbriatum	Eciton (Labidus) fimbriatum 	Santschi, 1920d: 363
furiosum	Eciton (Holopone) crassicornis st. crudele var. furiosum 	Santschi, 1929f: 85 
hansi	Eciton (Labidus) hartigi r. hansi 	Forel, 1912c: 43 
hartigii	Labidus hartigii 	Westwood, 1842: 75
hirsutipodex	Eciton (Labidus) esenbecki st. hirsutipodex 	Santschi, 1920d: 364
indomabile	Eciton (Holopone) crassicorne var. indomabile 	Santschi, 1930e: 82 
interrupta	Eciton fimbriatum var. interrupta 	Santschi, 1923c: 249 
intrepidum	Eciton (Holopone) crassicorne var. intrepidum 	Santschi, 1929a: 414
mordax	Eciton (Holopone) crassicorne st. mordax 	Santschi, 1929a: 415
schlechtendali	Eciton schlechtendali 	Mayr, 1887: 552 
terrificum	Eciton (Holopone) fimbriatum var. terrificum 	Santschi, 1930e: 82 
wilsoni	Eciton (Labidus) esenbecki st. wilsoni 	Santschi, 1920d: 366 
copiosa	Noonilla copiosa 	Petersen, 1968: 585
macrops	Nothomyrmecia macrops 	Clark, 1934a: 19
acuminata	Notoncus foreli var. acuminata 	Viehmeyer, 1925a: 37 
annectens	Notoncus gilberti subsp. annectens 	Wheeler, W.M. 1934d: 154 
capitatus	Notoncus capitatus 	Forel, 1915b: 90
dentata	Notoncus foreli var. dentata 	Forel, 1910b: 68 
ectatommoides	Camponotus ectatommoides 	Forel, 1892c: 333 
enormis	Notoncus enormis 	Szabó, 1910a: 368
foreli	Notoncus foreli 	André, 1896b: 256 
gilberti	Notoncus gilberti 	Forel, 1895f: 418 
gracilior	Notoncus gilberti var. gracilior 	Forel, 1907h: 299 
hickmani	Notoncus hickmani 	Clark, 1930a: 126
manni	Notoncus gilberti subsp. annectens var. manni 	Wheeler, W.M. 1934d: 155 
minor	Notoncus capitatus var. minor 	Viehmeyer, 1925b: 139 
mjobergi	Notoncus mjobergi 	Forel, 1915b: 91 
politus	Notoncus politus 	Viehmeyer, 1925a: 38 
rodwayi	Notoncus rodwayi 	Donisthorpe, 1941j: 206 
rotundiceps	Notoncus rotundiceps 	Clark, 1930a: 127
spinisquamis	Melophorus spinisquamis 	André, 1896b: 254 
subdentata	Notoncus foreli var. subdentata 	Forel, 1910b: 68 
carazzii	Camponotus carazzii 	Emery, 1895g: 354 
foreli	Notostigma foreli 	Emery, 1920b: 253 
podenzanai	Camponotus podenzanai 	Emery, 1895g: 355 
albisetosus	Aphaenogaster albisetosa 	Mayr, 1886d: 446 
cockerelli	Aphaenogaster (Ischnomyrmex) cockerelli 	André, 1893b: 150 
ensifer	Aphaenogaster (Ischnomyrmex) ensifera 	Forel, 1899c: 59 
manni	Novomessor manni 	Wheeler, W.M. & Creighton, 1934: 353
minor	Novomessor cockerelli var. minor 	Enzmann, J. 1947b: 148
sonorae	Aphaenogaster sonorae 	Pergande, 1893: 34 
acuminata	Prenolepis acuminata 	Forel, 1911c: 309 
amblyops	Prenolepis amblyops 	Forel, 1892l: 240 
amia	Prenolepis (Nylanderia) bourbonica var. amia 	Forel, 1913f: 197 
anthracina	Prenolepis anthracina 	Roger, 1863a: 161 
antillana	Prenolepis guatemalensis r. antillana 	Forel, 1893g: 340 
arenivaga	Prenolepis arenivaga 	Wheeler, W.M. 1905f: 391
arlesi	Paratrechina (Nylanderia) arlesi 	Bernard, 1953b: 257
assimilis	Formica assimilis 	Jerdon, 1851: 125 
australis	Paratrechina (Nylanderia) vividula var. australis 	Santschi, 1929d: 313 
austroccidua	Paratrechina austroccidua 	Trager, 1984b: 113
bengalensis	Prenolepis bourbonica r. bengalensis 	Forel, 1894c: 408
biolleyi	Prenolepis (Nylanderia) fulva subsp. biolleyi 	Forel, 1908b: 67 
birmana	Prenolepis birmana 	Forel, 1902d: 291 
bismarckensis	Prenolepis obscura r. bismarckensis 	Forel, 1901b: 26 
boltoni	Nylanderia boltoni 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 14
borcardi	Prenolepis (Nylanderia) jaegerskioeldi var. borcardi 	Santschi, 1908: 533
bourbonica	Prenolepis nodifera r. bourbonica 	Forel, 1886f: 210 
brasiliensis	Prenolepis brasiliensis 	Mayr, 1862: 697 
braueri	Prenolepis braueri 	Mayr, in Brauer, 1868: 49 
brevisetula	Nylanderia brevisetula 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 15
bruesii	Prenolepis bruesii 	Wheeler, W.M. 1903b: 106
burgesi	Paratrechina burgesi 	Trager, 1984a: 483
caeciliae	Prenolepis caeciliae 	Forel, 1899c: 126 
celebensis	Paratrechina (Nylanderia) obscura subsp. celebensis 	Karavaiev, 1933b: 109 
clandestina	Prenolepis clandestina 	Mayr, 1870b: 948 
cocoensis	Prenolepis guatemalensis var. cocoensis 	Forel, 1902b: 178 
colchica	Paratrechina colchica 	Pisarski, 1960: 352
comorensis	Prenolepis comorensis 	Forel, 1907g: 87 
concinna	Paratrechina concinna 	Trager, 1984b: 88
consuta	Nylanderia consuta 	Wheeler, W.M. 1935c: 72
crassipilis	Paratrechina (Nylanderia) vaga var. crassipilis 	Santschi, 1928a: 54
cubana	Paratrechina (Nylanderia) fulva st. cubana 	Santschi, 1930e: 81 
dibullana	Prenolepis (Nylanderia) johannae r. dibullana 	Forel, 1912i: 67 
dichroa	Nylanderia dichroa 	Wheeler, W.M. 1934a: 181 
dispar	Prenolepis (Nylanderia) dispar 	Forel, 1909a: 251 
docilis	Prenolepis vividula subsp. docilis 	Forel, 1908c: 402 
dodo	Pseudolasius dodo 	Donisthorpe, 1946c: 782 
donisthorpei	Prenolepis (Nylanderia) braueri subsp. donisthorpei 	Forel, 1908b: 64 
elevata	Prenolepis (Nylanderia) caeciliae subsp. elevata 	Forel, 1908b: 65 
ellisii	Prenolepis ellisii 	Forel, 1891b: 87
emmae	Prenolepis emmae 	Forel, 1894c: 406 
faisonensis	Prenolepis (Nylanderia) arenivaga var. faisonensis 	Forel, 1922: 98 
farquharensis	Prenolepis bourbonica var. farquharensis 	Forel, 1907d: 92 
flaviabdominis	Prenolepis flaviabdominis 	Wang, M. 1997: 88 
flavipes	Tapinoma flavipes 	Smith, F. 1874: 404 
formosae	Prenolepis (Nylanderia) formosae 	Forel, 1912a: 73 
fulva	Prenolepis fulva 	Mayr, 1862: 698 
fumata	Prenolepis fulva var. fumata 	Forel, 1909a: 264 
fumatipennis	Prenolepis (Nylanderia) fulva var. fumatipennis 	Forel, 1915c: 362 
fuscula	Paratrechina (Nylanderia) grisoni var. fuscula 	Menozzi, 1942: 178 
glabrior	Prenolepis braueri var. glabrior 	Forel, 1902h: 490 
goeldii	Prenolepis (Nylanderia) goeldii 	Forel, 1912i: 68 
gracilis	Prenolepis gracilis 	Forel, 1892k: 517 
guanyin	Paratrechina guanyin 	Terayama, 2009: 211
guatemalensis	Prenolepis vividula var. guatemalensis 	Forel, 1885a: 348 
gulinensis	Paratrechina gulinensis 	Zhang, W. & Zheng, 2002: 220
hawaiensis	Prenolepis bourbonica r. hawaiensis 	Forel, 1899a: 120 
helleri	Prenolepis (Euprenolepis) helleri 	Viehmeyer, 1914b: 41
himalayana	Nylanderia himalayana 	Wachkoo & Bharti, 2015b: 111
hodgsoni	Prenolepis birmana var. hodgsoni 	Forel, 1902d: 291 
hubrechti	Andragnathus hubrechti 	Emery, 1922d: 111 
humbloti	Prenolepis braueri r. humbloti 	Forel, 1891b: 90
hystrix	Paratrechina hystrix 	Trager, 1984b: 134
impolita	Nylanderia impolita 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 16
incallida	Prenolepis (Nylanderia) incallida 	Santschi, 1915c: 263
incisa	Prenolepis (Nylanderia) fulva subsp. incisa 	Forel, 1908b: 68 
indica	Prenolepis indica 	Forel, 1894c: 409
integera	Paratrechina integera 	Zhou, 2001b: 178
itinerans	Prenolepis guatemalensis var. itinerans 	Forel, 1901h: 81 
jaegerskioeldi	Prenolepis jaegerskioeldi 	Mayr, 1904b: 8 
johannae	Prenolepis (Nylanderia) johannae 	Forel, 1912i: 66 
kincaidi	Prenolepis kincaidi 	Wheeler, W.M. 1906e: 350
kraepelini	Prenolepis kraepelini 	Forel, 1905c: 24 
kuenzleri	Prenolepis vividula var. kuenzleri 	Forel, 1909a: 269 
laevigata	Paratrechina laevigata 	Mackay, 1998b: 99
lepida	Prenolepis (Nylanderia) lepida 	Santschi, 1915c: 262
levis	Prenolepis (Nylanderia) taylori r. levis 	Forel, 1913k: 104 
lietzi	Prenolepis (Nylanderia) lietzi 	Forel, 1908b: 66 
longiscapa	Prenolepis (Nylanderia) fulva subsp. longiscapa 	Forel, 1908b: 69 
luteafra	Nylanderia luteafra 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 20
madagascarensis	Prenolepis vividula var. madagascarensis 	Forel, 1886f: 212 
magnella	Nylanderia magnella 	Kallal & LaPolla, 2012: 25
manni	Paratrechina (Euprenolepis) manni 	Donisthorpe, 1941b: 41 
melanderi	Prenolepis melanderi 	Wheeler, W.M. 1903b: 104
mendica	Paratrechina (Nylanderia) mendica 	Menozzi, 1942: 179
mexicana	Prenolepis mexicana 	Forel, 1899c: 126 
microps	Prenolepis (Nylanderia) microps 	Smith, M.R. 1937: 868 
minor	Paratrechina (Nylanderia) obscura subsp. minor 	Karavaiev, 1933b: 110
minuta	Prenolepis steinheili var. minuta 	Forel, 1893g: 343 
minutula	Paratrechina (Nylanderia) minutula 	Wheeler, W.M. 1934d: 163
mixta	Prenolepis mixta 	Forel, 1897c: 203
mjobergi	Prenolepis (Nylanderia) vividula var. mjobergi 	Forel, 1908b: 64 
myops	Prenolepis (Nylanderia) myops 	Mann, 1920: 432 
natalensis	Prenolepis (Nylanderia) traegaordhi var. natalensis 	Forel, 1915c: 348 
nesiotis	Prenolepis (Nylanderia) fulva subsp. nesiotis 	Wheeler, W.M. 1919c: 277 
ngasiyana	Prenolepis bourbonica subsp. ngasiyana 	Forel, 1907g: 87 
nimba	Paratrechina weissi subsp. nimba 	Bernard, 1953b: 258
nodifera	Prenolepis nodifera 	Mayr, 1870a: 388
nubatama	Paratrechina nubatama 	Terayama, 1999c: 51
nuggeti	Paratrechina (Euprenolepis) nuggeti 	Donisthorpe, 1941c: 143 
obscura	Prenolepis obscura 	Mayr, 1862: 698 
ogasawarensis	Paratrechina ogasawarensis 	Terayama, 1999c: 55
opisopthalmia	Paratrechina opisopthalmia 	Zhou & Zheng, 1998a: 44
otome	Paratrechina otome 	Terayama, 1999c: 56
papuana	Prenolepis obscura var. papuana 	Forel, 1901b: 26 
paraflavipes	Nylanderia paraflavipes 	Guénard & Dunn, 2012: 63
parvula	Prenolepis parvula 	Mayr, 1870b: 948 
pearsei	Nylanderia pearsei 	Wheeler, W.M. 1938: 254 
perminuta	Formica perminuta 	Buckley, 1866: 162 
phantasma	Paratrechina phantasma 	Trager, 1984b: 124
picea	Formica picea 	Buckley, 1866: 163 
picta	Paratrechina (Nylanderia) picta 	Wheeler, W.M. 1927h: 104
pieli	Paratrechina (Nylanderia) pieli 	Santschi, 1928b: 37 
pubens	Prenolepis fulva r. pubens 	Forel, 1893g: 338 
querna	Nylanderia querna 	Kallal & LaPolla, 2012: 31
rosae	Prenolepis rosae 	Forel, 1902h: 489 
rubescens	Prenolepis amblyops r. rubescens 	Forel, 1892k: 516 
rufescens	Prenolepis (Nylanderia) madagascarensis var. rufescens 	Wheeler, W.M. 1922a: 1038
ryukyuensis	Paratrechina ryukyuensis 	Terayama, 1999c: 57
scintilla	Nylanderia scintilla 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 22
sechellensis	Prenolepis madagascariensis var. sechellensis 	Emery, 1894a: 71
septemdenta	Prenolepis septemdenta 	Wang, W. & Wu, 2007: 722
sharpii	Prenolepis sharpii 	Forel, 1899a: 121
sikorae	Prenolepis sikorae 	Forel, 1892l: 238 
silvestrii	Prenolepis silvestrii 	Emery, 1906c: 186
silvula	Nylanderia silvula 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 23
simpliciuscula	Prenopelis simpliciuscula 	Emery, 1896f: 247
sindbadi	Paratrechina sindbadi 	Pisarski, 1960: 349
skottsbergi	Prenolepis (Nylanderia) bourbonica subsp. skottsbergi 	Wheeler, W.M. 1922f: 318 
smythiesii	Prenolepis smythiesii 	Forel, 1894c: 410
sphingthoraxa	Prenolepis sphingthoraxa 	Zhou & Zheng, 1998a: 42
staudingeri	Prenolepis (Nylanderia) staudingeri 	Forel, 1912i: 67 
steeli	Prenolepis (Nylanderia) steeli 	Forel, 1910b: 69 
steinheili	Prenolepis steinheili 	Forel, 1893g: 342 
stigmatica	Prenolepis (Nylanderia) stigmaticus 	Mann, 1919: 367
tasmaniensis	Prenolepis (Nylanderia) tasmaniensis 	Forel, 1913g: 190 
taylori	Prenolepis taylori 	Forel, 1894c: 410
teranishii	Paratrechina (Nylanderia) teranishii 	Santschi, 1937h: 386 
terricola	Formica (Tapinoma) terricola 	Buckley, 1866: 168 
tjibodana	Paratrechina (Nylanderia) tjibodana 	Karavaiev, 1929c: 245
tococae	Paratrechina (Nylanderia) tococae 	Wheeler, W.M. & Bequaert, 1929: 38 
traegaordhi	Prenolepis traegaordhi 	Forel, 1904h: 14 
trageri	Nylanderia trageri 	Kallal & LaPolla, 2012: 35
troglodytes	Paratrechina (Nylanderia) troglodytes 	Weber, 1934a: 58
umbella	Nylanderia umbella 	LaPolla & Fisher, in LaPolla, Hawkes & Fisher, 2011: 24
vagabunda	Paratrechina vagabunda 	Motschoulsky, 1863: 13
*vetula	Nylanderia vetula 	LaPolla & Dlussky, 2010: 263
vitiensis	Prenolepis (Nylanderia) vitiensis 	Mann, 1921: 474
vividula	Formica vividula 	Nylander, 1846a: 900
waelbroecki	Prenolepis waelbroecki 	Emery, 1899e: 496
weissi	Prenolepis (Nylanderia) weissi 	Santschi, 1911g: 210 
wojciki	Paratrechina wojciki 	Trager, 1984b: 108
yaeyamensis	Paratrechina yaeyamensis 	Terayama, 1999c: 58
yambaru	Paratrechina yambaru 	Terayama, 1999c: 60
yerburyi	Prenolepis yerburyi 	Forel, 1894c: 409
zelotypa	Prenolepis (Nylanderia) jaegerskioeldi var. zelotypa 	Santschi, 1915c: 264 
abbotti	Iridomyrmex itoi subsp. abbotti 	Wheeler, W.M. 1906c: 318
clarithorax	Iridomyrmex glaber var. clarithorax 	Forel, 1902h: 473 
consimilis	Iridomyrmex glaber var. consimilis 	Viehmeyer, 1914c: 529 
democles	Eucharis democles 	Walker, 1839: 15 
epinotalis	Iridomyrmex epinotalis 	Viehmeyer, 1914c: 530 
flavipes	Hypoclinea flavipes 	Kirby, W.F. 1896: 206 
glaber	Hypoclinea glabra 	Mayr, 1862: 705 
itoi	Iridomyrmex itoi 	Forel, 1900e: 269 
janthina	Iridomyrmex glaber subsp. sommeri var. janthina 	Emery, 1914f: 420 
punctatissimus	Iridomyrmex punctatissimus 	Emery, 1887a: 251
rostrinotus	Iridomyrmex rostrinotus 	Forel, 1910b: 53 
sommeri	Iridomyrmex glaber var. sommeri 	Forel, 1902h: 473 
sororis	Iridomyrmex sororis 	Mann, 1921: 469
vinsoni	Iridomyrmex vinsoni 	Donisthorpe, 1946c: 781 
argentinus	Brownidris argentinus 	Kusnezov, 1957a: 276
ascrobicula	Octostruma ascrobicula 	Longino, 2013b: 17
balzani	Rhopalothrix balzani 	Emery, 1894c: 217
barberi	Rhopalothrix (Octostruma) barberi 	Mann, 1922: 42 
batesi	Rhopalothrix batesi 	Emery, 1894c: 218
betschi	Octostruma betschi 	Perrault, 1988b: 303
excertirugis	Octostruma excertirugis 	Longino, 2013b: 30
godmani	Rhopalothrix godmani 	Forel, 1899c: 41
gymnogon	Octostruma gymnogon 	Longino, 2013b: 33
iheringi	Rhopalothrix iheringi 	Emery, 1888c: 361 
impressa	Octostruma impressa 	Palacio, 1997: 411
inca	Octostruma inca 	Brown & Kempf, 1960: 185
megabalzani	Octostruma megabalzani 	Longino, 2013b: 42
onorei	Basiceros onorei 	Baroni Urbani & De Andrade, 2007: 133
petiolata	Rhopalothrix petiolata 	Mayr, 1887: 580 
pexidorsum	Octostruma pexidorsum 	Longino, 2013b: 47
rugifera	Rhopalothrix rugifer 	Mayr, 1887: 579 
rugiferoides	Octostruma rugiferoides 	Brown & Kempf, 1960: 200
schusteri	Octostruma schusteri 	Longino, 2013b: 50
simoni	Rhopalothrix simoni 	Emery, 1890a: 67 
spei	Rhopalothrix (Octostruma) simoni r. spei 	Forel, 1912e: 196 
stenognatha	Octostruma stenognatha 	Brown & Kempf, 1960: 196
stenoscapa	Octostruma stenoscapa 	Palacio, 1997: 414
sulcata	Octostruma simoni subsp. sulcata 	Brown, 1949f: 92
triangulabrum	Octostruma triangulabrum 	Longino, 2013b: 52
truncata	Rhopalothrix (Octostruma) truncata 	Forel, 1912e: 196 
wheeleri	Rhopalothrix (Octostruma) wheeleri 	Mann, 1922: 43 
wighti	Rhopalothrix simoni var. wighti 	Wheeler, W.M. 1908b: 161 
abdominalis	Ocymyrmex weitzeckeri st. abdominalis 	Santschi, 1914e: 16 
afradu	Ocymyrmex afradu 	Bolton & Marsh, 1989: 1288 
alacer	Ocymyrmex alacer 	Bolton & Marsh, 1989: 1290
ankhu	Ocymyrmex ankhu 	Bolton, 1981b: 265 
arnoldi	Ocymyrmex arnoldi 	Forel, 1913a: 138 
cavatodorsatus	Ocymyrmex cavatodorsatus 	Prins, 1965c: 1021
celer	Ocymyrmex weitzeckeri subsp. celer 	Weber, 1943c: 368 
cilliei	Ocymyrmex cilliei 	Prins & Roux, in Bolton & Marsh, 1989: 1292 
cursor	Ocymyrmex cursor 	Bolton, 1981b: 267 
dekerus	Ocymyrmex dekerus 	Bolton & Marsh, 1989: 1292 
engytachys	Ocymyrmex engytachys 	Bolton & Marsh, 1989: 1294 
flavescens	Ocymyrmex barbiger var. flavescens 	Stitz, 1923: 147 
flaviventris	Ocymyrmex hirsutus var. flaviventris 	Santschi, 1914a: 431 
foreli	Ocymyrmex weitzeckeri var. foreli 	Arnold, 1916: 197 
fortior	Ocymyrmex weitzeckeri st. fortior 	Santschi, 1911g: 209 
gariepensis	Ocymyrmex gariepensis 	Prins & Roux, in Bolton & Marsh, 1989: 1282 
hirsutus	Ocymyrmex weitzeckeri subsp. hirsutus 	Forel, 1910f: 13 
146	Status as species: 	Santschi, 1914a: 431; Emery
kahas	Ocymyrmex kahas 	Bolton & Marsh, 1989: 1298
laticeps	Ocymyrmex laticeps 	Forel, 1901d: 306 
micans	Ocymyrmex weitzeckeri var. micans 	Forel, 1910f: 12 
nitidulus	Ocymyrmex robecchii r. nitidulus 	Emery, 1892a: 116 
okys	Ocymyrmex okys 	Bolton & Marsh, 1989: 1299 
phraxus	Ocymyrmex phraxus 	Bolton, 1981b: 274
picardi	Ocymyrmex picardi 	Forel, 1901d: 306 
resekhes	Ocymyrmex resekhes 	Bolton & Marsh, 1989: 1301
robecchii	Ocymyrmex robecchii 	Emery, 1892a: 114
robustior	Ocymyrmex barbiger var. robustior 	Stitz, 1923: 146 
shushan	Ocymyrmex shushan 	Bolton, 1981b: 277
sobek	Ocymyrmex sobek 	Bolton, 1981b: 277
sphinx	Ocymyrmex sphinx 	Bolton, 1981b: 278
tachys	Ocymyrmex tachys 	Bolton & Marsh, 1989: 1304 
turneri	Ocymyrmex turneri 	Donisthorpe, 1931b: 499 
usakosensis	Ocymyrmex weitzeckeri var. usakosensis 	Stitz, 1923: 146 
velox	Ocymyrmex velox 	Santschi, 1932a: 387 
wroughtoni	Ocymyrmex weitzeckeri subsp. wroughtoni 	Forel, 1910f: 13 
zekhem	Ocymyrmex zekhem 	Bolton, 1981b: 281 
aciculatus	Odontomachus aciculatus 	Smith, F. 1863: 19 
acutidens	Odontomachus ruficeps r. acutidens 	Forel, 1900b: 56 
aeneus	Odontomachus aeneus 	Emery, 1911b: 534 
affinis	Odontomachus affinis 	Guérin-Méneville, 1844a: 423 
ajax	Odontomachus ajax 	Clark, 1928b: 169
alius	Odontomachus alius 	Sorger & Zettel, 2011: 152
allolabis	Odontomachus allolabis 	Kempf, 1974c: 551
angulatus	Odontomachus angulatus 	Mayr, 1866a: 500
animosus	Odontomachus animosus 	Smith, F. 1860b: 102 
armatus	Odontomachus armatus 	Westwood, 1840b: 83
aruanus	Odontomachus ruficeps subsp. aruanus 	Karavaiev, 1925c: 295
assiniensis	Odontomachus assiniensis 	Emery, 1892d: 558 
aterrimus	Odontomachus assiniensis var. aterrimus 	Wheeler, W.M. 1922a: 102 
banksi	Odontomachus banksi 	Forel, 1910d: 121 
bauri	Odontomachus bauri 	Emery, 1892d: 561 
biolleyi	Odontomachus biolleyi 	Forel, 1908b: 35 
biumbonatus	Odontomachus biumbonatus 	Brown, 1976a: 131
bradleyi	Odontomachus bradleyi 	Brown, 1976a: 133 
breviceps	Odontomachus haematoda var. breviceps 	Crawley, 1915b: 239 
brunneipes	Odontomachus haematoda var. brunneipes 	Menozzi, 1935b: 191
brunneus	Atta brunnea 	Patton, 1894: 618 
caelatus	Odontomachus caelatus 	Brown, 1976a: 140
caffrorum	Odontomachus assiniensis st. caffrorum 	Santschi, 1914e: 14 
cephalotes	Odontomachus cephalotes 	Smith, F. 1863: 19 
chelifer	Formica chelifera 	Latreille, 1802c: 188
circulus	Odontomachus circulus 	Wang, M. 1993a: 220
clarionensis	Odontomachus haematoda subsp. clarionensis 	Wheeler, W.M. 1934f: 141 
clarus	Odontomachus clarus 	Roger, 1861a: 26 
concentrica	Odontomachus papuanus var. concentrica 	Emery, 1897d: 557 
conifera	Odontomachus rixosus var. conifera 	Forel, 1913k: 19 
coninodis	Odontomachus haematodus subsp. coninodis 	Wheeler, W.M. 1915b: 391 
cooktownensis	Odontomachus ruficeps r. cephalotes var. cooktownensis 	Forel, 1915b: 35 
coquereli	Odontomachus coquereli 	Roger, 1861a: 30 
coriarius	Odontomachus coriarius 	Mayr, 1876: 85 
cornutus	Odontomachus cornutus 	Stitz, 1933: 67
cruenta	Odontomachus ruficeps susbp. cephalotes var. cruenta 	Emery, 1911c: 251 
dulcis	Odontomachus haematoda subsp. dulcis 	Mann, 1922: 18 
emacerata	Odontomachus chelifer var. emacerata 	Santschi, 1922d: 243 
emeryi	Odontomachus imperator subsp. emeryi 	Mann, 1919: 303
erythrocephalus	Odontomachus haematodes r. erythrocephalus 	Emery, 1890b: 44 
fauconneti	Odontomachus assiniensis subsp. fauconneti 	Forel, 1910a: 27 
ferminae	Odontomachus ferminae 	General, 2018: 158
formosae	Odontomachus monticola var. formosae 	Forel, 1912a: 46 
fulgidus	Odontomachus fulgidus 	Wang, M. 1993a: 222
furvior	Odontomachus assiniensis var. furvior 	Wheeler, W.M. 1922a: 101 
fusca	Odontomachus ruficeps subsp. cephalotes var. fusca 	Emery, 1911c: 251 
fuscipennis	Odontomachus haematodes var. fuscipennis 	Forel, 1913k: 19 
fuscus	Odontomachus assiniensis var. fuscus 	Stitz, 1916: 372 
fuscus	Odontomachus haematodes var. fuscus 	Stitz, 1925: 115
gressitti	Odontomachus gressitti 	Wilson, 1959a: 492
