species group name	protonym	 Author
20452: kraepelini	Podomyrma kraepelini 	Forel, 1901h: 59 
20453: laeviceps	Podomyrma laeviceps 	Mayr, 1867a: 108 
20454: laevifrons	Podomyrma laevifrons 	Smith, F. 1859a: 146 
20455: laevifrons	Podomyrma gratiosa r. papuana var. laevifrons 	Stitz, 1938: 103 
20456: laevissima	Podomyrma laevissima 	Smith, F. 1863: 20 
20457: lampros	Podomyrma lampros 	Viehmeyer, 1924b: 317 
20461: macrophthalma	Podomyrma macrophthalma 	Viehmeyer, 1925a: 25 
20462: maculiventris	Podomyrma micans var. maculiventris 	Emery, 1887b: 459 
20463: maligna	Myrmica maligna 	Smith, F. 1865: 72 
20464: marginata	Dacryon marginatus 	McAreavey, 1949: 8
20466: micans	Podomyrma micans 	Mayr, 1876: 111 
20467: minor	Podomyrma minor 	Donisthorpe, 1949b: 498 
20468: mjobergi	Dacryon mjobergi 	Forel, 1915b: 51 
20469: muckeli	Podomyrma muckeli 	Forel, 1910b: 25 
20470: nigra	Podomyrma striata var. nigra 	Stitz, 1938: 102 
20471: nigrescens	Podomyrma striata var. nigrescens 	Stitz, 1912: 504 
20473: nitida	Dacryon nitida 	Clark, 1938: 364
20474: novemdentata	Podomyrma novemdentata 	Forel, 1901h: 55 
20475: nuda	Podomyrma nuda 	Crawley, 1922b: 441
20476: nugenti	Podomyrma gracilis var. nugenti 	Forel, 1901h: 54 
20477: obscura	Podomyrma obscura 	Stitz, 1911a: 362
20478: obscurior	Podomyrma bimaculata var. obscurior 	Forel, 1915b: 50 
20479: octodentata	Podomyrma octodentata 	Forel, 1901h: 54 
20480: odae	Podomyrma odae 	Forel, 1910b: 23 
20482: omniparens	Dacryon omniparens 	Forel, 1895f: 421 
20483: opacula	Podomyrma ruficeps subsp. abdominalis var. opacula 	Viehmeyer, 1914c: 525 
20484: overbecki	Podomyrma overbecki 	Viehmeyer, 1924b: 318 
20485: papuana	Podomyrma gratiosa r. papuana 	Stitz, 1938: 102 
20486: parva	Podomyrma parva 	Crawley, 1925b: 592 
20487: pulchella	Podomyrma pulchellus 	Donisthorpe, 1938a: 145
20488: pulchra	Podomyrma abdominalis r. pulchra 	Forel, 1901h: 54 
20489: reyi	Podomyrma basalis subsp. reyi 	Karavaiev, 1935a: 99 
20490: ruficeps	Podomyrma ruficeps 	Smith, F. 1863: 20 
20491: rugosa	Lordomyrma rugosa 	Clark, 1934b: 38
20492: salomo	Podomyrma basalis subsp. salomo 	Mann, 1919: 333 
20494: sericeiventris	Podomyrma micans subsp. sericeiventris 	Emery, 1898b: 235 
20495: silvicola	Podomyrma silvicola 	Smith, F. 1860b: 110 
20496: simillima	Podomyrma simillima 	Smith, F. 1860b: 111 
20497: striata	Podomyrma striata 	Smith, F. 1859a: 146 
20499: teres	Podomyrma densestrigosa subsp. teres 	Viehmeyer, 1924b: 317 
20500: testacea	Podomyrma testacea 	Donisthorpe, 1949g: 413 
20501: thoracica	Podomyrma ruficeps var. thoracica 	Stitz, 1911a: 360
20502: tricolor	Podomyrma tricolor 	Clark, 1934b: 36
20503: tristis	Podomyrma tristis 	Karavaiev, 1935a: 102 
20504: turneri	Dacryon turneri 	Forel, 1901h: 60 
20505: varicolor	Podomyrma overbecki var. varicolor 	Viehmeyer, 1925a: 25 
20507: vidua	Podomyrma vidua 	Santschi, 1932b: 15
20508: woodfordi	Podomyrma basalis subsp. woodfordi 	Mann, 1919: 334
20511: myrmecodiae	Poecilomyrma senirewae subsp. myrmecodiae 	Mann, 1921: 448 
20512: senirewae	Poecilomyrma senirewae 	Mann, 1921: 446
20515: abdominalis	Pogonomyrmex (	Ephebomyrmex) naegeli st. abdominalis Santschi, 1929d: 278 
20516: andinus	Pogonomyrmex longibarbis subsp. andinus 	Kusnezov, 1951a: 276
20517: anergismus	Pogonomyrmex (	Pogonomyrmex) anergismus Cole, 1954b: 115 
20522: apache	Pogonomyrmex apache 	Wheeler, W.M. 1902c: 392 
20524: ater	Pogonomyrmex (	Pogonomyrmex) ater Donisthorpe, 1933c: 532 
20525: aterrimus	Pogonomyrmex (	Ephebomyrmex) schmitti subsp. aterrimus Wheeler, W.M. 1936b: 197 
20527: atratus	Pogonomyrmex vermiculatus var. atrata 	Santschi, 1922b: 347 
20528: badius	Formica badia 	Latreille, 1802c: 238
20530: barbatus	Myrmica barbata 	Smith, F. 1858b: 130 
20539: barnesi	Pogonomyrmex californicus subsp. barnesi 	Smith, M.R. 1929: 546 
20540: bicolor	Pogonomyrmex (	Pogonomyrmex) bicolor Cole, 1968: 59
20541: bigbendensis	Pogonomyrmex (	Pogonomyrmex) bigbendensis Francke & Merickel, 1982: 371
20542: bispinosus	Atta bispinosa 	Spinola, 1851a: 244 
20543: brevibarbis	Pogonomyrmex brevibarbis 	Emery, 1906c: 158 
20545: brevipennis	Myrmica brevipennis 	Smith, F. 1858b: 130 
20547: brevispinosus	Pogonomyrmex (	Pogonomyrmex) brevispinosus Cole, 1968: 89
20549: brevispinus	Pogonomyrmex cunicularis var. brevispinus 	Santschi, 1931e: 275 
20550: bruchi	Pogonomyrmex coarctatus r. bruchi 	Forel, 1913l: 217 
20551: californicus	Myrmica californica 	Buckley, 1867: 336 
20562: carbonarius	Pogonomyrmex carbonarius 	Mayr, 1868a: 172 
20563: carettei	Pogonomyrmex carettei 	Santschi, 1922b: 351 
20564: carnivora	Pogonomyrmex cunicularis var. carnivora 	Santschi, 1925e: 155
20565: catanlilensis	Pogonomyrmex catanlilensis 	Gallardo, 1931a: 187
20566: chubutensis	Pogonomyrmex vermiculatus var. chubutensis 	Forel, 1913l: 218 
20567: coarctatus	Pogonomyrmex coarctatus 	Mayr, 1868a: 170 
20569: colei	Pogonomyrmex (	Pogonomyrmex) colei Snelling, R.R. 1982a: 99
20572: crudelis	Atta crudelis 	Smith, F. 1858b: 170 
20573: cunicularius	Pogonomyrmex cunicularius 	Mayr, 1887: 613 
20575: curvispinosus	Pogonomyrmex barbatus subsp. curvispinosus 	Cole, 1936b: 120 
20576: darlingtoni	Pogonomyrmex (	Ephebomyrmex) schmitti subsp. darlingtoni Wheeler, W.M. 1936b: 197 
20577: dentatus	Pogonomyrmex dentatus 	Olsen, 1934: 505 
20578: desertorum	Pogonomyrmex desertorum 	Wheeler, W.M. 1902c: 387 
20579: dubia	Pogonomyrmex cunicularius r. pencosensis var. dubia 	Forel, 1914d: 267 
20580: estebanius	Pogonomyrmex badius subsp. estebanius 	Pergande, 1893: 33 
20582: ferrugineus	Pogonomyrmex desertorum var. ferrugineus 	Olsen, 1934: 506 
20585: fuscatus	Pogonomyrmex barbatus var. fuscatus 	Emery, 1895c: 309 
20587: guatemaltecus	Pogonomyrmex guatemaltecus 	Wheeler, W.M. 1914e: 149 
20589: hindleyi	Pogonomyrmex californius var. hindleyi 	Forel, 1914d: 270 
20590: hoelldobleri	Pogonomyrmex hoelldobleri 	Johnson, R.A. et al. 2013: 213
20592: huachucanus	Pogonomyrmex huachucanus 	Wheeler, W.M. 1914e: 151 
20595: humerotumidus	Pogonomyrmex humerotumidus 	Vásquez-Bolaños & Mackay, 2004: 284 
20597: incultus	Pogonomyrmex carettei var. incultus 	Santschi, 1925e: 157
20598: inermis	Pogonomyrmex inermis 	Forel, 1914d: 267 
20599: intermedia	Pogonomyrmex (	Ephebomyrmex) bispinosus var. intermedia Menozzi, 1935c: 320 
20600: jorgenseni	Pogonomyrmex vermiculatus var. jorgenseni 	Forel, 1915c: 353 
20601: kusnezovi	Pogonomyrmex kusnezovi 	Cuezzo & Claver, 2009: 105
20602: laevinodis	Pogonomyrmex (	Ephebomyrmex) laevinodis Snelling, R.R. 1982a: 110
20603: laticeps	Pogonomyrmex laticeps 	Santschi, 1922b: 350 
20604: leonis	Pogonomyrmex meridionalis subsp. leonis 	Kusnezov, 1951a: 278 
20605: lobatus	Pogonomyrmex lobatus 	Santschi, 1921g: 96 
20606: longibarbis	Pogonomyrmex longibarbis 	Gallardo, 1931a: 185
20607: longiceps	Pogonomyrmex brevibarbis st. longiceps 	Santschi, 1917f: 277 
20608: longinodis	Pogonomyrmex californicus subsp. longinodis 	Emery, 1895c: 311 
20609: magnacanthus	Pogonomyrmex (	Pogonomyrmex) magnacanthus Cole, 1968: 133
20611: marcusi	Pogonomyrmex marcusi 	Kusnezov, 1951a: 260 
20613: marfensis	Pogonomyrmex barbatus var. marfensis 	Wheeler, W.M. 1902a: 98 
20614: maricopa	Pogonomyrmex californicus subsp. maricopa 	Wheeler, W.M. 1914e: 155 
20616: mayri	Pogonomyrmex (	Janetia) mayri Forel, 1899c: 61 
20617: mendozanus	Pogonomyrmex mendozanus 	Cuezzo & Claver, 2009: 101
20618: meridionalis	Pogonomyrmex meridionalis 	Kusnezov, 1951a: 277 
20619: micans	Pogonomyrmex bruchi r. micans 	Forel, 1914d: 268 
20622: mohavensis	Pogonomyrmex mohavensis 	Johnson, R.A. in Johnson, R.A. & Overson, 2009: 308
20623: molefaciens	Myrmica (	Atta) molefaciens Buckley, 1860b: 445 
20624: montanus	Pogonomyrmex montanus 	Mackay, 1980: 151
20625: naegelii	Pogonomyrmex naegelii 	Emery, 1878a: x 
20627: neuquensis	Pogonomyrmex weiseri var. neuquensis 	Santschi, 1922d: 243 
20628: niger	Pogonomyrmex silvestrii var. niger 	Santschi, 1925e: 156
20629: nigrescens	Pogonomyrmex barbatus var. nigrescens 	Wheeler, W.M. 1902c: 389 
20630: nitratus	Pogonomyrmex californicus subsp. nitratus 	Cook, 1953: 99
20631: occidentalis	Myrmica occidentalis 	Cresson, 1865: 426 
20634: opaciceps	Pogonomyrmex opaciceps 	Mayr, 1870b: 971 
20635: owyheei	Pogonomyrmex occidentalis subsp. owyheei 	Cole, 1938a: 240 
20636: pencosensis	Pogonomyrmex cunicularius r. pencosensis 	Forel, 1914d: 265 
20637: pima	Pogonomyrmex (	Ephebomyrmex) pima Wheeler, W.M. 1909e: 79 
20638: pronotalis	Pogonomyrmex pronotalis 	Santschi, 1922b: 350 
20639: pulchellus	Pogonomyrmex rastratus var. pulchellus 	Santschi, 1925d: 223 
20640: rastratus	Pogonomyrmex rastratus 	Mayr, 1868a: 171 
20641: rugosus	Pogonomyrmex barbatus subsp. rugosus 	Emery, 1895c: 309 
20643: rupununi	Pogonomyrmex (	Ephebomyrmex) venezuelensis var. rupununi Weber, 1943b: 71 
20644: ruthveni	Pogonomyrmex occidentalis subsp. ruthveni 	Gaige, 1914: 93 
20645: salinus	Pogonomyrmex salinus 	Olsen, 1934: 510
20647: sanctihyacinthi	Pogonomyrmex sanctihyacinthi 	Wheeler, W.M. 1902c: 388 
20649: serpens	Pogonomyrmex cunicularis var. serpens 	Santschi, 1922b: 349 
20650: silvestrii	Pogonomyrmex silvestrii 	Emery, 1906c: 159
20651: similis	Pogonomyrmex similis 	Olsen, 1934: 512
20652: sinaloanus	Pogonomyrmex californicus subsp. sinaloanus 	Olsen, 1934: 504 
20653: snellingi	Pogonomyrmex snellingi 	Taber, 1998: 169
20654: spadix	Pogonomyrmex barbatus subsp. spadix 	Cook, 1953: 98
20655: spinolae	Pogonomyrmex bispinosus var. spinolae 	Emery, 1906c: 158 
20656: stefani	Pogonomyrmex stefani 	Lattke, 2006: 53
20657: striaticeps	Pogonomyrmex coarctatus var. striaticeps 	Emery, 1906c: 157 
20658: striatinodus	Pogonomyrmex striatinodus 	Fernández & Palacio, 1998: 1650
20659: subdentatus	Pogonomyrmex subdentatus 	Mayr, 1870b: 971 
20661: sublaevigatus	Pogonomyrmex (	Ephebomyrmex) schmitti var. sublaevigatus Wheeler, W.M. & Mann, 1914: 29 
20662: subnitidus	Pogonomyrmex occidentalis var. subnitidus 	Emery, 1895c: 310 
20664: sylvestris	Pogonomyrmex sylvestris 	Lattke, 1991a: 305
20665: tenuipubens	Pogonomyrmex (	Ephebomyrmex) tenuipubens Santschi, 1936d: 403
20666: tenuispinus	Pogonomyrmex desertorum var. tenuispina 	Forel, 1914d: 269 
20668: texanus	Pogonomyrmex (	Pogonomyrmex) texanus Francke & Merickel, 1982: 375
20669: theresiae	Pogonomyrmex theresiae 	Forel, 1899b: 303 
20670: tinogasta	Pogonomyrmex tinogasta 	Johnson, R.A. 2015: 94
20671: townsendi	Pogonomyrmex (	Ephebomyrmex) townsendi Wheeler, W.M. 1909e: 80 
20672: transversa	Myrmica transversa 	Smith, F. 1858b: 129 
20673: uruguayensis	Pogonomyrmex uruguayensis 	Mayr, 1887: 614 
20674: utahensis	Pogonomyrmex occidentalis var. utahensis 	Olsen, 1934: 509 
20675: variabilis	Pogonomyrmex vermiculatus var. variabilis 	Santschi, 1916b: 511 
20676: venezuelensis	Pogonomyrmex (	Ephebomyrmex) venezuelensis Weber, 1943b: 69
20678: vermiculatus	Pogonomyrmex vermiculatus 	Emery, 1906c: 157 
20679: weiseri	Pogonomyrmex weiseri 	Santschi, 1922b: 348 
20680: wheeleri	Pogonomyrmex wheeleri 	Olsen, 1934: 511
20683: bicolor	Polyergus rufescens subsp. bicolor 	Wasmann, 1901: 369 
20684: breviceps	Polyergus rufescens subsp. breviceps 	Emery, 1893i: 666 
20687: foreli	Polyergus rufescens subsp. bicolor var. foreli 	Wheeler, W.M. 1910g: 571 
20688: fusciventris	Polyergus rufescens subsp. fusciventris 	Wheeler, G.C. & Wheeler, E.W. 1944: 269
20689: laeviceps	Polyergus rufescens subsp. laeviceps 	Wheeler, W.M. 1915b: 420 
20690: longicornis	Polyergus lucidus subsp. longicornis 	Smith, M.R. 1947g: 155 
20691: lucidus	Polyergus lucidus 	Mayr, 1870b: 952 
20694: mandarin	Polyergus samurai subsp. mandarin 	Wheeler, W.M. 1927e: 4 
20695: mexicanus	Polyergus rufescens r. mexicanus 	Forel, 1899c: 129 
20696: montezuma	Polyergus rufescens subsp. breviceps var. montezuma 	Wheeler, W.M. 1914b: 56 
20697: montivagus	Polyergus lucidus subsp. montivagus 	Wheeler, W.M. 1915b: 419 
20698: nigerrimus	Polyergus nigerrimus 	Marikovsky, 1963a: 110
20699: oligergus	Polyergus oligergus 	Trager, 2013: 527
20700: rufescens	Formica rufescens 	Latreille, 1798: 44 
20701: samurai	Polyergus rufescens subsp. samurai 	Yano, 1911: 110
20703: sanwaldi	Polyergus sanwaldi 	Trager, 2013: 530
20704: silvestrii	Polyergus rufescens subsp. breviceps var. silvestrii 	Santschi, 1911d: 7 
20705: testacea	Formica testacea 	Fabricius, 1804: 400 
20706: texana	Polyergus texana 	Buckley, 1866: 170 
20710: abdominalis	Polyrhachis abdominalis 	Smith, F. 1858b: 63 
20711: aberrans	Polyrhachis aberrans 	Kohout, 2008a: 292
20712: abnormis	Polyrhachis (	Myrmothrinax) abnormis Donisthorpe, 1948g: 141
20713: abrupta	Polyrhachis abrupta 	Mayr, 1867a: 62 
20714: abrupta	Polyrhachis (	Chariomyrma) abrupta Karavaiev, 1927e: 19
20715: acantha	Polyrhachis acantha 	Smith, F. 1860b: 98
20716: acasta	Polyrhachis acasta 	Smith, F. 1860b: 100
20717: acheron	Polyrhachis gagates r. indefinita var. acheron 	Arnold, 1924: 746 
20718: achilles	Polyrhachis achilles 	Forel, 1893c: 24 
20719: achterbergi	Polyrhachis achterbergi 	Kohout, 2006b: 110
20721: aciculata	Polyrhachis antennata var. aciculata 	Viehmeyer, 1912: 13
20723: aculeata	Polyrhachis aculeata 	Mayr, 1879: 657 
20724: acuminata	Polyrhachis (	Cyrtomyrma) acuminata Kohout, 2007d: 116
20726: acutinota	Polyrhachis arcuata var. acutinota 	Forel, 1901b: 32 
20727: addax	Polyrhachis (	Myrmhopla) tibialis var. addax Santschi, 1928h: 136 
20730: aenescens	Polyrhachis aenescens 	Stitz, 1910: 151 
20731: aequalis	Polyrhachis textor var. aequalis 	Forel, 1910d: 129 
20733: aerea	Polyrhachis hookeri var. aerea 	Forel, 1902h: 521 
20734: aerope	Polyrhachis aerope 	Wheeler, W.M. 1922a: 265
20736: aeschyle	Polyrhachis (	Hedomyrma) aeschyle Forel, 1915b: 111 
20737: affinis	Formica affinis 	Le Guillou, 1842: 314 
20738: affinis	Polyrhachis affinis 	Smith, F. 1858b: 63 
20739: agesilas	Polyrhachis agesilas 	Forel, 1913k: 137
20740: ajax	Polyrhachis mutata r. ajax 	Forel, 1893c: 32 
20741: alata	Polyrhachis gracilis r. alata 	Forel, 1904d: 177 
20742: alatisquamis	Polyrhachis pubescens var. alatisquamis 	Forel, 1893c: 17 
20743: albertisi	Polyrhachis albertisi 	Emery, 1887a: 240 
20745: alexandri	Polyrhachis alexandri 	Karavaiev, 1906: 375
20746: alexisi	Polyrhachis (	Cyrtomyrma) alexisi Forel, 1916: 455
20747: alluaudi	Polyrhachis alluaudi 	Emery, 1892d: 567
20748: aloseana	Polyrhachis relucens r. litigiosa var. aloseana 	Forel, 1901b: 28 
20749: alphea	Polyrhachis alpheus 	Smith, F. 1863: 14 
20750: alphena	Polyrhachis alphenus 	Smith, F. 1860b: 100
20753: amboinae	Polyrhachis (	Myrmatopa) schang var. amboinae Santschi, 1928h: 139
20755: ammon	Formica ammon 	Fabricius, 1775: 394 
20756: ammonoeides	Polyrhachis ammonoeides 	Roger, 1863a: 157 
20757: anderseni	Polyrhachis (	Hagiomyrma) anderseni Kohout, 2013e: 528
20758: andrei	Polyrhachis (	Myrma) andrei Emery, 1921e: 22
20761: andromeda	Polyrhachis (	Myrma) relucens r. andromache var. andromeda Forel, 1915b: 110 
20762: anguliceps	Polyrhachis (	Hedomyrma) anguliceps Viehmeyer, 1925b: 148 
20763: angusta	Polyrhachis ammon r. angusta 	Forel, 1902h: 524 
20764: angustata	Polyrhachis ammon var. angustata 	Forel, 1902h: 525 
20765: angustior	Polyrhachis similis var. angustior 	Viehmeyer, 1912: 8
20767: annae	Polyrhachis (	Hedomyrma) annae Mann, 1919: 377
20769: antennata	Polyrhachis antennata 	Viehmeyer, 1912: 13 
20770: anteplana	Polyrhachis (	Myrma) alluaudi var. anteplana Forel, 1916: 448 
20771: antinorii	Polyrhachis antinorii 	Emery, 1877b: 365
20772: antoniae	Polyrhachis antoniae 	Stitz, 1911a: 372
20773: aporema	Polyrhachis aporema 	Kohout, 2006b: 121
20774: appendiculata	Polyrhachis appendiculata 	Emery, 1893e: 227
20775: arachne	Polyrhachis arachne 	Emery, 1896f: 249 
20777: arborea	Polyrhachis arborea 	Kohout, 2008a: 303
20779: architecta	Polyrhachis (	Myrma) laboriosa var. architecta Santschi, 1924b: 224 
20781: arcuata	Formica arcuata 	Le Guillou, 1842: 315 
20782: arcuata	Polyrhachis hostilis var. arcuata 	Stitz, 1911a: 378 
20783: arcuata	Polyrhachis (	Myrmatopa) fruhstorferi var. arcuata Karavaiev, 1927e: 9 
20785: arcuspinosa	Polyrhachis (	Myrmhopla) arcuspinosa Donisthorpe, 1941c: 140
20786: argentata	Formica argentata 	Fabricius, 1804: 413 
20787: argentatus	Polyrhachis militaris r. cupreopubescens var. argentatus 	Stitz, 1910: 150 
20788: argentea	Polyrhachis argenteus 	Mayr, 1862: 682 
20789: argenteosignata	Polyrhachis argenteosignata 	Emery, 1900c: 335 
20790: argentosa	Polyrhachis daemeli r. argentosa 	Forel, 1902h: 515 
20792: armata	Formica armata 	Le Guillou, 1842: 313 
20800: arnoldi	Polyrhachis (	Myrma) arnoldi Forel, 1914d: 263 
20801: arthurimuelleri	Polyrhachis arthurimuelleri 	Forel, 1915a: 43 
20802: aruana	Polyrhachis (	Chariomyrma) arcuata var. aruana Karavaiev, 1927e: 16 
20803: aruensis	Polyrhachis levissima var. aruensis 	Viehmeyer, 1912: 9 
20804: asomaningi	Polyrhachis asomaningi 	Bolton, 1973b: 298
20806: aspasia	Polyrhachis aspasia 	Forel, 1911a: 59 
20807: assamensis	Polyrhachis striata r. assamensis 	Forel, 1902d: 289 
20808: atalanta	Polyrhachis atalanta 	Emery, 1898b: 243
20809: atalanta	Polyrhachis (	Myrma) atalanta Wheeler, W.M. 1922a: 263
20810: atossa	Polyrhachis constructor var. atossa 	Forel, 1913k: 134 
20811: atra	Polyrhachis biroi var. atra 	Viehmeyer, 1914b: 50 
20812: atrocastanea	Polyrhachis (	Myrmhopla) bicolor var. atrocastanea Karavaiev, 1927e: 34 
20813: atrociliata	Polyrhachis (	Myrma) schistacea st. atrociliata Santschi, 1913c: 314 
20814: atropos	Polyrhachis atropos 	Smith, F. 1860b: 100
20816: atrovirens	Polyrhachis atrovirens 	Emery, 1900d: 718
20817: aurata	Polyrhachis (	Myrmhopla) bicolor var. aurata Karavaiev, 1935a: 114 
20818: aurea	Polyrhachis guerini var. aurea 	Mayr, 1876: 74 
20819: aureovestita	Polyrhachis (	Myrmhopla) aureovestitus Donisthorpe, 1937c: 274 
20820: aurichalceus	Polyrhachis aurichalceus 	Mayr, 1862: 684 
20821: auriformis	Polyrhachis (	Chariomyrma) auriformis Donisthorpe, 1943d: 462 
20822: aurinasis	Polyrhachis bicolor var. aurinasis 	Forel, 1901h: 77 
20824: aurita	Polyrhachis aurita 	Emery, 1911b: 538 
20825: aurora	Polyrhachis (	Hagiomyrma) aurora Kohout, 2013e: 506
20826: australiae	Polyrhachis connectens var. australiae 	Emery, 1887a: 231 
20827: australis	Polyrhachis australis 	Mayr, 1870b: 945 
20828: baca	Polyrhachis (	Myrma) baca Sorger & Zettel, 2010: 32
20829: baduri	Polyrhachis (	Cyrtomyrma) rastellata var. baduri Donisthorpe, 1941h: 63 
20830: bakana	Polyrhachis bakana 	Xu, 1998b: 244
20831: bakeri	Polyrhachis (	Campomyrma) bakeri Viehmeyer, 1916b: 286
20833: balli	Polyrhachis (	Pseudocyrtomyrma) revoili st. balli Santschi, 1939c: 10 
20834: bamaga	Polyrhachis bamaga 	Kohout, 1990: 500
20835: banghaasi	Polyrhachis (	Myrmhopla) banghaasi Viehmeyer, 1922: 219 
20836: bankensis	Polyrhachis furcata var. bankensis 	Forel, 1911e: 297 
20837: barnardi	Polyrhachis (	Myrmhopla) barnardi Clark, 1928a: 39
20838: barretti	Polyrhachis (	Hedomyrma) barretti Clark, 1928b: 170
20839: barryi	Polyrhachis barryi 	Kohout, 2006b: 122
20840: basirufa	Polyrhachis basirufa 	Emery, 1900d: 715 
20841: batesi	Polyrhachis batesi 	Forel, 1911e: 301 
20842: beauforti	Polyrhachis beauforti 	Emery, 1911b: 538 
20843: beccarii	Polyrhachis beccarii 	Mayr, 1872: 141 
20845: bedeloweryi	Polyrhachis (	Aulacomyrma) bedeloweryi Kohout, 2007a: 217
20846: bedoti	Polyrhachis bedoti 	Forel, 1902h: 518 
20847: bellendenensis	Polyrhachis (	Chariomyrma) hookeri r. obscura var. bellendenensis Forel, 1915b: 109 
20848: belli	Polyrhachis dives subsp. belli 	Forel, 1912n: 74 
20849: bellicosa	Polyrhachis bellicosus 	Smith, F. 1859a: 142 
20850: benguelensis	Polyrhachis (	Myrma) schistacea st. atrociliata var. benguelensis Santschi, 1913c: 314 
20852: bequaerti	Polyrhachis (	Myrma) bequaerti Wheeler, W.M. 1922a: 267
20853: bicolor	Polyrhachis bicolor 	Smith, F. 1858b: 65 
20854: bicolor	Polyrhachis (	Hedomyrma) bicolor Karavaiev, 1927e: 21
20855: bidentata	Polyrhachis biroi var. bidentata 	Stitz, 1912: 512 
20856: bihamata	Formica bihamata 	Fabricius, 1775: 394 
20860: biloba	Polyrhachis biloba 	Forel, 1911a: 58 
20861: binghamii	Polyrhachis binghamii 	Forel, 1893c: 25 
20862: biroi	Polyrhachis biroi 	Forel, 1907a: 40 
20863: bismarckensis	Polyrhachis mucronata var. bismarckensis 	Forel, 1901b: 33 
20864: bismarckensis	Polyrhachis (	Myrma) conops var. bismarckensis Karavaiev, 1927e: 46 
20865: bispinosa	Polyrhachis (	Campomyrma) bispinosa Kohout, 2013d: 95
20866: boettcheri	Polyrhachis (	Myrmhopla) hippomanes r. boettcheri Stitz, 1925: 131 
20867: bohemia	Polyrhachis (	Hagiomyrma) bohemia Kohout, 2013e: 552
20868: boltoni	Polyrhachis (	Hemioptica) boltoni Dorow & Kohout, 1995: 96
20869: bosi	Polyrhachis bosi 	Kohout, 2008a: 265
20870: bouvieri	Polyrhachis (	Myrmatopa) bouvieri Santschi, 1928g: 250
20871: brachyacantha	Polyrhachis bicolor var. brachyacantha 	Karavaiev, 1935a: 114 
20872: brachyspina	Polyrhachis brachyspina 	Kohout, 2008a: 268
20875: brevicorpa	Polyrhachis (	Cyrtomyrma) brevicorpa Xu, 2002b: 528
20876: brevinoda	Polyrhachis brevinoda 	Kohout, 2006b: 94
20877: breviorspinosa	Polyrhachis (	Myrma) relucens var. breviorspinosa Donisthorpe, 1947d: 194 
20878: brevipilosa	Polyrhachis brevipilosa 	Rigato, 2016: 11
20881: brunneipes	Polyrhachis (	Myrma) labella var. brunneipes Wheeler, W.M. 1934a: 179 
20882: brunneogaster	Polyrhachis (	Myrmothrinax) textor var. brunneogaster Donisthorpe, 1937a: 626 
20883: bruta	Polyrhachis militaris st. bruta 	Santschi, 1912b: 166 
20884: brutella	Polyrhachis (	Hagiomyrma) brutella Kohout, 2013e: 509
20885: bryanti	Polyrhachis (	Myrma) bryanti Donisthorpe, 1942e: 707 
20886: bubalus	Polyrhachis (	Myrmhopla) bubalus Stitz, 1925: 129
20887: bubastes	Polyrhachis bubastes 	Smith, F. 1863: 15 
20889: bugnioni	Polyrhachis (	Hemioptica) bugnioni Forel, 1908a: 11
20890: burmanensis	Polyrhachis (	Cyrtomyrma) burmanensis Donisthorpe, 1938c: 257
20891: burwelli	Polyrhachis (	Hagiomyrma) burwelli Kohout, 2013e: 511
20892: busiris	Polyrhachis busiris 	Smith, F. 1860b: 98
20893: caeciliae	Polyrhachis caeciliae 	Forel, 1912n: 76 
20894: cafrorum	Polyrhachis militaris r. cafrorum 	Forel, 1879a: 120 
20895: calabarica	Polyrhachis militaris var. calabarica 	Santschi, 1910c: 400
20896: caligata	Polyrhachis caligata 	Emery, 1895k: 482 
20897: callima	Polyrhachis (	Hagiomyrma) callima Kohout, 2013e: 513
20898: calliope	Polyrhachis calliope 	Emery, 1900c: 335 
20899: calypso	Polyrhachis spinosa subsp. calypso 	Forel, 1911d: 394 
20900: campbelli	Polyrhachis (	Hedomyrma) santschii subsp. campbelli Mann, 1919: 376 
20901: capeyorkensis	Polyrhachis (	Hagiomyrma) capeyorkensis Kohout, 2013e: 554
20902: capra	Polyrhachis (	Myrmhopla) capra Karavaiev, 1927e: 27
20903: captiva	Polyrhachis (	Campomyrma) captiva Kohout, 2013d: 97
20904: carbonaria	Polyrhachis carbonarius 	Smith, F. 1857a: 60 
20905: carinata	Formica carinata 	Fabricius, 1804: 413 
20908: castanea	Polyrhachis (	Myrmothrinax) thrinax var. castanea Stitz, 1925: 136 
20909: castaneiventris	Polyrhachis castaneiventris 	Smith, F. 1858b: 67 
20910: castanella	Polyrhachis (	Myrmothrinax) thrinax var. castanella Santschi, 1928h: 140
20911: cataulacoidea	Polyrhachis cataulacoidea 	Stitz, 1911a: 377
20913: caulomma	Polyrhachis caulomma 	Viehmeyer, 1914b: 57
20914: cedarensis	Polyrhachis (	Campomyrma) leae r. cedarensis Forel, 1915b: 114 
20915: celebensis	Polyrhachis rastellata var. celebensis 	Viehmeyer, 1913: 155 
20916: cephalotes	Polyrhachis cephalotes 	Emery, 1893e: 199
20917: ceramensis	Polyrhachis ceramensis 	Mayr, 1883: 246 
20918: ceylonensis	Polyrhachis hippomanes subsp. ceylonensis 	Emery, 1893f: 254 
20919: ceylonensis	Polyrhachis (	Cyrtomyrma) rastellata var. ceylonensis Donisthorpe, 1938c: 256 
20920: chaita	Polyrhachis chaita 	Kohout, 2008a: 283
20921: chalchas	Polyrhachis chalchas 	Forel, 1907h: 307 
