Subfamily	Genus	Species	Subspecies	Current valid name
Formicinae	Acropyga	trinitatis		Acropyga goeldii
Formicinae	Acropyga	undecemus		Acropyga acutiventris
Formicinae	Acropyga	urichi		Acropyga smithii
Formicinae	Acropyga	wheeleri		Acropyga exsanguis
Formicinae	Acropyga	yunnanensis		Acropyga yaeyamensis
Formicinae	Anoplolepis	berthoudi		Anoplolepis custodiens
Formicinae	Anoplolepis	braunsi		Anoplolepis steingroeveri
Formicinae	Anoplolepis	hendecarthrus		Anoplolepis custodiens
Formicinae	Anoplolepis	longipes		Anoplolepis gracilipes
Formicinae	Anoplolepis	trifasciata		Anoplolepis gracilipes
Formicinae	Aphomomyrmex	muralti		Aphomomyrmex afer
Formicinae	Brachymyrmex	bruchi	rufipes	Brachymyrmex bruchi
Formicinae	Brachymyrmex	cordemoyi	nigricans	Brachymyrmex brevicornoeides
Formicinae	Brachymyrmex	depilis	flavescens	Brachymyrmex depilis
Formicinae	Brachymyrmex	giardi	nitida	Brachymyrmex giardi
Formicinae	Brachymyrmex	heeri	fallax	Brachymyrmex aphidicola
Formicinae	Brachymyrmex	nanellus		Brachymyrmex depilis
Formicinae	Brachymyrmex	patagonicus	atratula	Brachymyrmex patagonicus
Formicinae	Camponotus	abdominalis	costaricensis	Camponotus atriceps
Formicinae	Camponotus	abdominalis	cupiens	Camponotus atriceps
Formicinae	Camponotus	abdominalis	depressidens	Camponotus atriceps
Formicinae	Camponotus	abdominalis	epistomatus	Camponotus atriceps
Formicinae	Camponotus	abdominalis	fuchsae	Camponotus atriceps
Formicinae	Camponotus	abdominalis	fumata	Camponotus atriceps
Formicinae	Camponotus	abdominalis	laevilata	Camponotus atriceps
Formicinae	Camponotus	abdominalis	rabidus	Camponotus atriceps
Formicinae	Camponotus	abdominalis	romani	Camponotus atriceps
Formicinae	Camponotus	abdominalis	transvectus	Camponotus atriceps
Formicinae	Camponotus	abdominalis		Camponotus atriceps
Formicinae	Camponotus	acutirostris	clarigaster	Camponotus acutirostris
Formicinae	Camponotus	acutirostris	primipilaris	Camponotus ocreatus
Formicinae	Camponotus	acwapimensis	poultoni	Camponotus acvapimensis
Formicinae	Camponotus	adlerzii		Camponotus vitreus
Formicinae	Camponotus	adpressisetosus		Camponotus arboreus
Formicinae	Camponotus	aethiops	concava	Camponotus aethiops
Formicinae	Camponotus	aethiops	sylvaticoides	Camponotus aethiops
Formicinae	Camponotus	agilis		Camponotus intrepidus
Formicinae	Camponotus	agnatus		Camponotus irritans
Formicinae	Camponotus	albofasciata		Camponotus sexguttatus
Formicinae	Camponotus	alfaroi		Camponotus striatus
Formicinae	Camponotus	alii	concolor	Camponotus alii dallatorrei
Formicinae	Camponotus	angulata		Camponotus quadriceps
Formicinae	Camponotus	angulatus		Camponotus linnaei
Formicinae	Camponotus	angulicollis		Camponotus linnaei
Formicinae	Camponotus	angustata	siggii	Camponotus vitreus
Formicinae	Camponotus	angustata		Camponotus vitreus angustulus
Formicinae	Camponotus	angustata		Camponotus aethiops
Formicinae	Camponotus	apicalis	filiae	Camponotus apicalis
Formicinae	Camponotus	apicalis	guyanensis	Camponotus apicalis
Formicinae	Camponotus	apicalis	opaciceps	Camponotus apicalis
Formicinae	Camponotus	ardens		Camponotus angusticollis
Formicinae	Camponotus	arnoldi		Camponotus shaqualavensis
Formicinae	Camponotus	atra		Camponotus herculeanus
Formicinae	Camponotus	atriceps	atricipitoesuriens	Camponotus atriceps
Formicinae	Camponotus	atriceps	stercorarius	Camponotus atriceps
Formicinae	Camponotus	atriceps	ustulatus	Camponotus atriceps
Formicinae	Camponotus	atriceps	yankee	Camponotus floridanus
Formicinae	Camponotus	attila		Camponotus turkestanicus
Formicinae	Camponotus	aureopilus	velutinus	Camponotus aureopilus
Formicinae	Camponotus	aurofasciatus		Camponotus inflatus
Formicinae	Camponotus	aurulenta		Camponotus sericeus
Formicinae	Camponotus	axillaris		Camponotus lateralis
Formicinae	Camponotus	babau		Camponotus shaqualavensis
Formicinae	Camponotus	bactrianus		Camponotus oasium
Formicinae	Camponotus	barbatus		Camponotus barbosus
Formicinae	Camponotus	bedoti	motschulskii	Camponotus reticulatus yerburyi
Formicinae	Camponotus	bicolor	Latreille	Camponotus lateralis
Formicinae	Camponotus	bimaculata		Camponotus sexguttatus
Formicinae	Camponotus	birmana		Camponotus singularis
Formicinae	Camponotus	brasiliensis	antennatus	Camponotus brasiliensis costaricanus
Formicinae	Camponotus	bruesi		Camponotus ulcerosus
Formicinae	Camponotus	buxtoni		Camponotus flavolimbatus
Formicinae	Camponotus	cajurensis		Camponotus rufipes
Formicinae	Camponotus	callida		Camponotus compressus
Formicinae	Camponotus	carinata		Camponotus polynesicus
Formicinae	Camponotus	carinata		Camponotus brullei
Formicinae	Camponotus	caryae	teranishii	Camponotus keihitoi
Formicinae	Camponotus	castanea		Camponotus castanicola
Formicinae	Camponotus	castanea		Camponotus herculeanus
Formicinae	Camponotus	castaneus	rufinasis	Camponotus americanus
Formicinae	Camponotus	castanipes		Camponotus sylvaticus
Formicinae	Camponotus	chalaconotus		Camponotus megalonyx
Formicinae	Camponotus	chartifex	felis	Camponotus nidulans
Formicinae	Camponotus	chartifex	mamoreensis	Camponotus nidulans
Formicinae	Camponotus	cingulatus	bambusarum	Camponotus cingulatus
Formicinae	Camponotus	cingulatus	brunneiventris	Camponotus cingulatus
Formicinae	Camponotus	cingulatus	damocles	Camponotus cingulatus
Formicinae	Camponotus	cingulatus	fissa	Camponotus cingulatus
Formicinae	Camponotus	cingulatus	myster	Camponotus cingulatus
Formicinae	Camponotus	claripes	piperatus	Camponotus claripes
Formicinae	Camponotus	clarus		Camponotus castaneus
Formicinae	Camponotus	cognata		Camponotus maculatus
Formicinae	Camponotus	compressus	cosensis	Camponotus sanctus
Formicinae	Camponotus	compressus	irakensis	Camponotus xerxes
Formicinae	Camponotus	compressus	nitens	Camponotus compressus bernardi
Formicinae	Camponotus	conithorax	nautarum	Camponotus flavolimbatus
Formicinae	Camponotus	consobrinus	perthianus	Camponotus nigriceps
Formicinae	Camponotus	crassus	picticornis	Camponotus crassus
Formicinae	Camponotus	cristatus	nagasau	Camponotus cristatus
Formicinae	Camponotus	cruentatus	cruentior	Camponotus cruentatus
Formicinae	Camponotus	cruentatus	lindbergi	Camponotus cruentatus
Formicinae	Camponotus	cuneata		Camponotus sericeiventris
Formicinae	Camponotus	dentatus	humeralis	Camponotus fijianus
Formicinae	Camponotus	denticulatus		Camponotus wiederkehri
Formicinae	Camponotus	dimidiatus		Camponotus consobrinus
Formicinae	Camponotus	distinguendus	boliviana	Camponotus bruchi
Formicinae	Camponotus	distinguendus	denudata	Camponotus distinguendus
Formicinae	Camponotus	distinguendus	santacruziana	Camponotus distinguendus
Formicinae	Camponotus	distinguendus	tenuipubens	Camponotus distinguendus
Formicinae	Camponotus	doriae		Camponotus cylindricus
Formicinae	Camponotus	ebeninus		Camponotus piceus
Formicinae	Camponotus	emeryi		Camponotus emeryodicatus
Formicinae	Camponotus	erythropus		Camponotus mina
Formicinae	Camponotus	erythropus		Camponotus ezotus
Formicinae	Camponotus	escherichi		Camponotus fallatus
Formicinae	Camponotus	esuriens		Camponotus atriceps
Formicinae	Camponotus	exasperata		Camponotus misturus
Formicinae	Camponotus	fabricii	acoma	Camponotus nidulans
Formicinae	Camponotus	fabricii	io	Camponotus nidulans
Formicinae	Camponotus	fabricii	isthmicus	Camponotus nitidior
Formicinae	Camponotus	fabricii	niger	Camponotus nidulans
Formicinae	Camponotus	fabricii	pictus	Camponotus nidulans
Formicinae	Camponotus	fabricii	rufescens	Camponotus nidulans
Formicinae	Camponotus	fabricii		Camponotus nidulans
Formicinae	Camponotus	fallax	barbatus	Camponotus lameerei
Formicinae	Camponotus	fallax	barbiger	Camponotus lameerei
Formicinae	Camponotus	fallax	pageti	Camponotus fallax
Formicinae	Camponotus	fallax	pardus	Camponotus nearcticus
Formicinae	Camponotus	fallax	pavidus	Camponotus snellingi
Formicinae	Camponotus	fallax	rasilis	Camponotus decipiens
Formicinae	Camponotus	fallax	tanquaryi	Camponotus nearcticus
Formicinae	Camponotus	fasciatus		Camponotus fasciatellus
Formicinae	Camponotus	feae	erythropus	Camponotus rufoglaucus feae
Formicinae	Camponotus	feae	excelsus	Camponotus rufoglaucus feae
Formicinae	Camponotus	fedtschenkoi	adi	Camponotus fedtschenkoi
Formicinae	Camponotus	fedtschenkoi	obliquipilosa	Camponotus buddhae
Formicinae	Camponotus	ferruginea		Camponotus chromaiodes
Formicinae	Camponotus	ferruginipes		Camponotus hartogi
Formicinae	Camponotus	fervens		Camponotus fervidus
Formicinae	Camponotus	fictor	augustulus	Camponotus macrocephalus
Formicinae	Camponotus	fictor		Camponotus macrocephalus
Formicinae	Camponotus	flavosetosus		Camponotus acvapimensis
Formicinae	Camponotus	flexus		Camponotus crassus
Formicinae	Camponotus	foleyi	hoggarensis	Camponotus foleyi pseudocompressus
Formicinae	Camponotus	foraminosus	annobonensis	Camponotus perrisii insularis
Formicinae	Camponotus	foraminosus	latinotus	Camponotus galla
Formicinae	Camponotus	foraminosus	mendax	Camponotus grandidieri eumendax
Formicinae	Camponotus	foreli	impolitus	Camponotus mozabensis
Formicinae	Camponotus	foveolata		Camponotus piceus
Formicinae	Camponotus	friedae	amia	Camponotus friedae
Formicinae	Camponotus	fulvacea		Camponotus atriceps
Formicinae	Camponotus	fulvopilosus	detritoides	Camponotus fulvopilosus
Formicinae	Camponotus	fulvopilosus	flavopilosus	Camponotus fulvopilosus
Formicinae	Camponotus	fumidus	pubicornis	Camponotus festinatus
Formicinae	Camponotus	fumidus	spurcus	Camponotus festinatus
Formicinae	Camponotus	fuscipes		Camponotus truncatus
Formicinae	Camponotus	fuscoptera		Camponotus vagus
Formicinae	Camponotus	gallienii		Camponotus concolor
Formicinae	Camponotus	gasseri	caloratus	Camponotus gasseri
Formicinae	Camponotus	gasseri	lysias	Camponotus gasseri
Formicinae	Camponotus	gasseri	obtusitruncatus	Camponotus gasseri
Formicinae	Camponotus	germaini	tacuruensis	Camponotus germaini
Formicinae	Camponotus	gestroi	creticus	Camponotus gestroi
Formicinae	Camponotus	gigas		Camponotus cruentatus
Formicinae	Camponotus	graciliceps		Camponotus traili
Formicinae	Camponotus	granulatus		Camponotus striatus
Formicinae	Camponotus	hannani	willardi	Camponotus hannani
Formicinae	Camponotus	hemipsila		Camponotus lateralis
Formicinae	Camponotus	herculeanus	altaica	Camponotus sachalinensis
Formicinae	Camponotus	herculeanus	caucasicus	Camponotus herculeanus
Formicinae	Camponotus	herculeanus	cruentata	Camponotus atrox
Formicinae	Camponotus	herculeanus	eudokiae	Camponotus herculeanus
Formicinae	Camponotus	herculeanus	herculeanoligniperdus	Camponotus ligniperda
Formicinae	Camponotus	herculeanus	herculeanopennsylvanicus	Camponotus pennsylvanicus
Formicinae	Camponotus	herculeanus	jacuticus	Camponotus sachalinensis
Formicinae	Camponotus	herculeanus	jeholensis	Camponotus atrox
Formicinae	Camponotus	herculeanus	koreanus	Camponotus atrox
Formicinae	Camponotus	herculeanus	mahican	Camponotus pennsylvanicus
Formicinae	Camponotus	herculeanus	manczshuricus	Camponotus japonicus
Formicinae	Camponotus	herculeanus	montanus	Camponotus herculeanus
Formicinae	Camponotus	herculeanus	nadigi	Camponotus herculeanus
Formicinae	Camponotus	herculeanus	rubens	Camponotus novaeboracensis
Formicinae	Camponotus	herculeanus	shitkowi	Camponotus herculeanus
Formicinae	Camponotus	herculeanus	whymperi	Camponotus herculeanus
Formicinae	Camponotus	herrichi		Camponotus rufipes
Formicinae	Camponotus	hoelldobleri		Camponotus khaosokensis
Formicinae	Camponotus	hova	luteolus	Camponotus hova cemeryi
Formicinae	Camponotus	hova	maculatoides	Camponotus strangulatus
Formicinae	Camponotus	iheringi	bajulus	Camponotus iheringi
Formicinae	Camponotus	iheringi	latinota	Camponotus iheringi
Formicinae	Camponotus	impetuosa		Camponotus angusticollis
Formicinae	Camponotus	incursor		Camponotus vitreus
Formicinae	Camponotus	indefessa		Camponotus compressus
Formicinae	Camponotus	intermedia		Camponotus herculeanus
Formicinae	Camponotus	irritans	chlorogaster	Camponotus chloroticus
Formicinae	Camponotus	irritans	puberula	Camponotus irritans sumatranus
Formicinae	Camponotus	itoi	tokioensis	Camponotus vitiosus
Formicinae	Camponotus	jacobsoni		Camponotus korthalsiae concilians
Formicinae	Camponotus	janus		Camponotus polynesicus
Formicinae	Camponotus	janussus		Camponotus polynesicus
Formicinae	Camponotus	japonicus	miltotus	Camponotus japonicus
Formicinae	Camponotus	japonicus	sanguinea	Camponotus japonicus
Formicinae	Camponotus	japonicus	wui	Camponotus japonicus
Formicinae	Camponotus	karawajewi		Camponotus oertzeni
Formicinae	Camponotus	kiesenwetteri	angustatus	Camponotus boghossiani stenoticus
Formicinae	Camponotus	kosswigi		Camponotus lateralis
Formicinae	Camponotus	laboriosa		Camponotus vividus
Formicinae	Camponotus	lacteipennis		Camponotus maculatus
Formicinae	Camponotus	larvigerus	maculifrons	Camponotus ustus
Formicinae	Camponotus	larvigerus		Camponotus ustus
Formicinae	Camponotus	lateralis	armouri	Camponotus lateralis
Formicinae	Camponotus	lateralis	balearis	Camponotus lateralis
Formicinae	Camponotus	lateralis	crassinodis	Camponotus spissinodis
Formicinae	Camponotus	lateralis	ebneri	Camponotus piceus
Formicinae	Camponotus	lateralis	rectus	Camponotus piceus
Formicinae	Camponotus	latrunculus	victoriensis	Camponotus terebrans
Formicinae	Camponotus	latrunculus		Camponotus wiederkehri
Formicinae	Camponotus	lespesi	melancholicus	Camponotus lespesii
Formicinae	Camponotus	libanicus	sahlbergi	Camponotus libanicus
Formicinae	Camponotus	lichtensteini		Camponotus pilicornis
Formicinae	Camponotus	ligniperdus	pictus	Camponotus novaeboracensis
Formicinae	Camponotus	longipes		Camponotus etiolipes
Formicinae	Camponotus	luederwaldti		Camponotus geralensis
Formicinae	Camponotus	macrocephalus		Camponotus geralensis
Formicinae	Camponotus	maculatus	atramentarius	Camponotus maculatus
Formicinae	Camponotus	maculatus	ballioni	Camponotus maculatus
Formicinae	Camponotus	maculatus	boera	Camponotus maculatus
Formicinae	Camponotus	maculatus	bulimosus	Camponotus sansabeanus
Formicinae	Camponotus	maculatus	caeciliae	Camponotus festai
Formicinae	Camponotus	maculatus	carolinus	Camponotus bonariensis luteolus
Formicinae	Camponotus	maculatus	cavallus	Camponotus maculatus
Formicinae	Camponotus	maculatus	cluisoides	Camponotus maculatus
Formicinae	Camponotus	maculatus	conakryensis	Camponotus maculatus
Formicinae	Camponotus	maculatus	erythraea	Camponotus maculatus
Formicinae	Camponotus	maculatus	ferganensis	Camponotus turkestanus
Formicinae	Camponotus	maculatus	flavifemur	Camponotus maculatus
Formicinae	Camponotus	maculatus	flavominor	Camponotus maculatus
Formicinae	Camponotus	maculatus	flavonitidus	Camponotus turkestanus
Formicinae	Camponotus	maculatus	glaber	Camponotus aethiops
Formicinae	Camponotus	maculatus	hannae	Camponotus maculatus
Formicinae	Camponotus	maculatus	hieroglyphicus	Camponotus maculatus
Formicinae	Camponotus	maculatus	infrasquameus	Camponotus aegyptiacus
Formicinae	Camponotus	maculatus	intonsus	Camponotus maculatus
Formicinae	Camponotus	maculatus	junctus	Camponotus arrogans
Formicinae	Camponotus	maculatus	kaschgariensis	Camponotus turkestanicus
Formicinae	Camponotus	maculatus	liocnemis	Camponotus maculatus
Formicinae	Camponotus	maculatus	lividior	Camponotus maculatus
Formicinae	Camponotus	maculatus	lobinieri	Camponotus sylvaticus basalis
Formicinae	Camponotus	maculatus	lohieri	Camponotus maculatus
Formicinae	Camponotus	maculatus	manzer	Camponotus maculatus
Formicinae	Camponotus	maculatus	mathildae	Camponotus maculatus
Formicinae	Camponotus	maculatus	melanocnemis	Camponotus maculatus
Formicinae	Camponotus	maculatus	miserabilis	Camponotus maculatus
Formicinae	Camponotus	maculatus	nubis	Camponotus maculatus
Formicinae	Camponotus	maculatus	proletaria	Camponotus maculatus
Formicinae	Camponotus	maculatus	radamoide	Camponotus maculatus
Formicinae	Camponotus	maculatus	ruzskyellus	Camponotus oasium
Formicinae	Camponotus	maculatus	ruzskyi	Camponotus turkestanus
Formicinae	Camponotus	maculatus	sanctaecrucis	Camponotus chloroticus
Formicinae	Camponotus	maculatus	sarmentus	Camponotus maculatus
Formicinae	Camponotus	maculatus	schereri	Camponotus maculatus
Formicinae	Camponotus	maculatus	schultzei	Camponotus maculatus
Formicinae	Camponotus	maculatus	semispicatus	Camponotus maculatus
Formicinae	Camponotus	maculatus	spagnolinii	Camponotus samius
Formicinae	Camponotus	maculatus	sudanicus	Camponotus maculatus
Formicinae	Camponotus	maculatus	symiensis	Camponotus sanctus
Formicinae	Camponotus	maculatus	thomensis	Camponotus maculatus
Formicinae	Camponotus	maculatus	torrefactus	Camponotus sansabeanus
Formicinae	Camponotus	maculatus	tuckeri	Camponotus maculatus
Formicinae	Camponotus	maculatus	zumpti	Camponotus maculatus
Formicinae	Camponotus	madagascarensis		Camponotus repens
Formicinae	Camponotus	madeirensis	melinoni	Camponotus chartifex
Formicinae	Camponotus	madeirensis	romani	Camponotus traili
Formicinae	Camponotus	madeirensis		Camponotus traili
Formicinae	Camponotus	magnus		Camponotus intrepidus
Formicinae	Camponotus	mamoreensis	vestita	Camponotus nidulans
Formicinae	Camponotus	marginata		Camponotus aethiops
Formicinae	Camponotus	marginatus	hyalinipennis	Camponotus aethiops
Formicinae	Camponotus	marginatus	kamensis	Camponotus fallax
Formicinae	Camponotus	marginatus	minutus	Camponotus nearcticus
Formicinae	Camponotus	marginatus	nigricolor	Camponotus quadrinotatus
Formicinae	Camponotus	marginatus	rubicolor	Camponotus quadrinotatus
Formicinae	Camponotus	marginatus	ruzskyi	Camponotus fallax
Formicinae	Camponotus	maudella	seemanni	Camponotus polynesicus
Formicinae	Camponotus	maudella		Camponotus polynesicus
Formicinae	Camponotus	mayri	ledieui	Camponotus cubangensis dofleini
Formicinae	Camponotus	mayri		Camponotus cameroni
Formicinae	Camponotus	mayriella		Camponotus polynesicus
Formicinae	Camponotus	melanogastes		Camponotus lateralis
Formicinae	Camponotus	melanoticus	multipilis	Camponotus substitutus
Formicinae	Camponotus	melanoticus	nigrescens	Camponotus melanoticus kempfi
Formicinae	Camponotus	mellea		Camponotus castaneus
Formicinae	Camponotus	merdicola		Camponotus rufipes
Formicinae	Camponotus	merula		Camponotus piceus
Formicinae	Camponotus	micans	albisectus	Camponotus flavomarginatus
Formicinae	Camponotus	midas		Camponotus aurocinctus
Formicinae	Camponotus	mina	zuni	Camponotus mina
Formicinae	Camponotus	mombassae		Camponotus acvapimensis
Formicinae	Camponotus	montanus		Camponotus orinus
Formicinae	Camponotus	mutilatus	luteiventris	Camponotus mutilatus stitzi
Formicinae	Camponotus	myoporus		Camponotus terebrans
Formicinae	Camponotus	nana		Camponotus nywet
Formicinae	Camponotus	nevadensis		Camponotus essigi
Formicinae	Camponotus	nidulans	nigripes	Camponotus nidulans
Formicinae	Camponotus	nigrata		Camponotus aethiops
Formicinae	Camponotus	nigricans	nitidiceps	Camponotus nigricans enganensis
Formicinae	Camponotus	nigriceps	obniger	Camponotus consobrinus
Formicinae	Camponotus	nigroaeneus	divus	Camponotus nigroaeneus
Formicinae	Camponotus	nitida		Camponotus rectithorax
Formicinae	Camponotus	nitida		Camponotus lownei
Formicinae	Camponotus	nitida		Camponotus quadriceps
Formicinae	Camponotus	nitida		Camponotus perneser
Formicinae	Camponotus	nitidiceps		Camponotus peseshus
Formicinae	Camponotus	nitidus	nuperus	Camponotus montivagus
Formicinae	Camponotus	nobilis		Camponotus leydigi
Formicinae	Camponotus	oblongus	opaca	Camponotus oblongus binominatus
Formicinae	Camponotus	obsoleta		Camponotus ligniperda
Formicinae	Camponotus	obtusa		Camponotus sericeus
Formicinae	Camponotus	ogloblini		Camponotus mus
Formicinae	Camponotus	olivieri	nitidior	Camponotus olivieri zaireicus
Formicinae	Camponotus	opaca		Camponotus cruentatus
Formicinae	Camponotus	orinodromus		Camponotus orites
Formicinae	Camponotus	ornatus		Camponotus bellus
Formicinae	Camponotus	pallens		Camponotus nylanderi
Formicinae	Camponotus	pallidinervis		Camponotus lateralis
Formicinae	Camponotus	paradoxus	janitor	Camponotus paradoxus
Formicinae	Camponotus	paris		Camponotus propinquus
Formicinae	Camponotus	pellitus	scintillans	Camponotus pellitus
Formicinae	Camponotus	pennsylvanicus	aterrimus	Camponotus japonicus
Formicinae	Camponotus	personatus	aloysii	Camponotus personatus
Formicinae	Camponotus	pertusus		Camponotus essigi
Formicinae	Camponotus	pilosa		Camponotus fulvopilosus
Formicinae	Camponotus	pilosa		Camponotus leonardi
Formicinae	Camponotus	prismaticus		Camponotus angusticollis
Formicinae	Camponotus	pseudolus		Camponotus mendax
Formicinae	Camponotus	pubescens		Camponotus leonardi
Formicinae	Camponotus	pubescens		Camponotus rufoglaucus feae
Formicinae	Camponotus	pubescens		Camponotus vagus
Formicinae	Camponotus	punctulatus	ruficornis	Camponotus punctulatus pergandei
Formicinae	Camponotus	pyrrhocephala		Camponotus sericeus
Formicinae	Camponotus	quadriceps	nana	Camponotus quadriceps nanulus
Formicinae	Camponotus	quadrilaterus		Camponotus sanctaefidei
Formicinae	Camponotus	quadrilaterus		Camponotus compressus
Formicinae	Camponotus	quadrimaculatus	opaca	Camponotus quadrimaculatus opacatus
Formicinae	Camponotus	redtenbacheri		Camponotus rufoglaucus
Formicinae	Camponotus	reticulatus		Camponotus spenceri
Formicinae	Camponotus	rottnesti		Camponotus darlingtoni
Formicinae	Camponotus	rudigenis		Camponotus integellus
Formicinae	Camponotus	ruficeps		Camponotus sexguttatus
Formicinae	Camponotus	ruficeps		Camponotus gilviceps
Formicinae	Camponotus	rufifrons	semicarinata	Camponotus macrocephalus
Formicinae	Camponotus	rufipes	alpina	Camponotus rufipes
Formicinae	Camponotus	rufipes	lessonai	Camponotus cingulatus
Formicinae	Camponotus	rufipes	magnifica	Camponotus rufipes
Formicinae	Camponotus	rufipes	subrufescens	Camponotus rufipes
Formicinae	Camponotus	rufiventris		Camponotus fulvopilosus
Formicinae	Camponotus	rufoglaucus	flavopilosus	Camponotus rufoglaucus controversus
Formicinae	Camponotus	sanctaefidei	darlingtoni	Camponotus sanctaefidei weberi
Formicinae	Camponotus	sanguinea		Camponotus macareaveyi
Formicinae	Camponotus	sanguinea		Camponotus johnclarki
Formicinae	Camponotus	sayi	bicolor	Camponotus hyatti
Formicinae	Camponotus	sayi	californica	Camponotus hyatti
Formicinae	Camponotus	schencki		Camponotus suffusus
Formicinae	Camponotus	schmeltzi	loloma	Camponotus schmeltzi
Formicinae	Camponotus	schmeltzi	trotteri	Camponotus kadi
Formicinae	Camponotus	scrobifer		Camponotus coriolanus
Formicinae	Camponotus	scutellus		Camponotus whitei
Formicinae	Camponotus	semipunctata		Camponotus pennsylvanicus
Formicinae	Camponotus	senilis		Camponotus camelinus
Formicinae	Camponotus	sericeiventris	imperator	Camponotus sericeiventris pontifex
Formicinae	Camponotus	sexguttatus	fusciceps	Camponotus sexguttatus
Formicinae	Camponotus	sexguttatus	grenadensis	Camponotus sexguttatus biguttatus
Formicinae	Camponotus	sexpunctatus	liengmei	Camponotus maculatus
Formicinae	Camponotus	similis		Camponotus sklarus
Formicinae	Camponotus	smithi		Camponotus gilviceps
Formicinae	Camponotus	socius	osceola	Camponotus socius
Formicinae	Camponotus	sylvaticus	dichrous	Camponotus thoracicus
Formicinae	Camponotus	sylvaticus	sylvaticoaethiops	Camponotus aethiops
Formicinae	Camponotus	taeniatus		Camponotus atriceps
Formicinae	Camponotus	testacea		Camponotus ceylonicus
Formicinae	Camponotus	testaceipes		Camponotus terebrans
Formicinae	Camponotus	thoracicus	ninivae	Camponotus oasium
Formicinae	Camponotus	tichomirovi		Camponotus fedtschenkoi
Formicinae	Camponotus	tokioensis	atrigenatus	Camponotus vitiosus
Formicinae	Camponotus	tokioensis	inconstans	Camponotus vitiosus
Formicinae	Camponotus	tokyoensis		Camponotus keihitoi
Formicinae	Camponotus	tomentosa		Camponotus senex
Formicinae	Camponotus	traili	rufogaster	Camponotus traili
Formicinae	Camponotus	transvaalensis	arnoldi	Camponotus transvaalensis prinsi
Formicinae	Camponotus	tricolor	Weber	Camponotus tameri
Formicinae	Camponotus	tripartitus	collegianus	Camponotus tripartitus
Formicinae	Camponotus	ustulatus	mediopallidus	Camponotus atriceps
Formicinae	Camponotus	ustus	depolitus	Camponotus ustus
Formicinae	Camponotus	ustus	furnissi	Camponotus ustus
Formicinae	Camponotus	ustus	sublautus	Camponotus ustus
Formicinae	Camponotus	ustus	ulysses	Camponotus ustus
Formicinae	Camponotus	vagus	kodorica	Camponotus vagus
Formicinae	Camponotus	variegatus	hawaiensis	Camponotus variegatus
Formicinae	Camponotus	ventralis		Camponotus variegatus bacchus
Formicinae	Camponotus	venustus		Camponotus cinctellus
Formicinae	Camponotus	vezenyii		Camponotus crassus
Formicinae	Camponotus	villosus		Camponotus novaehollandiae
Formicinae	Camponotus	vividus	laevithorax	Camponotus vividus cato
Formicinae	Camponotus	vulpinus		Camponotus atriceps
Formicinae	Camponotus	wheeleri		Camponotus apicalis
Formicinae	Camponotus	wiederkehri	lucidior	Camponotus wiederkehri
Formicinae	Cataglyphis	aenescens	aterrima	Cataglyphis aenescens
Formicinae	Cataglyphis	aenescens	chatkalensis	Cataglyphis aenescens
Formicinae	Cataglyphis	aenescens	georgica	Cataglyphis aenescens
Formicinae	Cataglyphis	albicans	armena	Cataglyphis albicans
Formicinae	Cataglyphis	albicans	mixtus	Cataglyphis livida
Formicinae	Cataglyphis	albicans	rotundinodis	Cataglyphis bicolor
Formicinae	Cataglyphis	altisquamis	jakobsoni	Cataglyphis aenescens
Formicinae	Cataglyphis	bicolor	protuberata	Cataglyphis isis
Formicinae	Cataglyphis	bicolor	rufiventris	Cataglyphis nodus
Formicinae	Cataglyphis	cephalotes	europaea	Cataglyphis viatica
Formicinae	Cataglyphis	cursor	caspius	Cataglyphis aenescens
Formicinae	Cataglyphis	cursor	cretica	Cataglyphis aenescens
Formicinae	Cataglyphis	cursor	rockingeri	Cataglyphis aenescens
Formicinae	Cataglyphis	cursor	tancrei	Cataglyphis aenescens
Formicinae	Cataglyphis	deserta		Cataglyphis emeryi
Formicinae	Cataglyphis	emeryi	abdominalis	Cataglyphis emeryi
Formicinae	Cataglyphis	fairmairei		Cataglyphis bicolor
Formicinae	Cataglyphis	foreli	murgabica	Cataglyphis piligera
Formicinae	Cataglyphis	halophila		Cataglyphis fortis
Formicinae	Cataglyphis	hellenica		Cataglyphis aenescens
Formicinae	Cataglyphis	hispanica	nigroides	Cataglyphis hispanica
Formicinae	Cataglyphis	karakalensis		Cataglyphis bergiana
Formicinae	Cataglyphis	karavaiewi		Cataglyphis emeryi
Formicinae	Cataglyphis	lameerei		Cataglyphis bombycina
Formicinae	Cataglyphis	livida	bulgarica	Cataglyphis livida
Formicinae	Cataglyphis	livida	lutea	Cataglyphis livida
Formicinae	Cataglyphis	lucasi		Cataglyphis bombycina
Formicinae	Cataglyphis	megalocola		Cataglyphis bicolor
Formicinae	Cataglyphis	nodus	caucasicola	Cataglyphis nodus
Formicinae	Cataglyphis	nodus	mesasiatica	Cataglyphis nodus
Formicinae	Cataglyphis	phaeogaster		Cataglyphis bombycina
Formicinae	Cataglyphis	pilosulus		Cataglyphis emeryi
Formicinae	Cataglyphis	setipes	dschambulica	Cataglyphis longipedem
Formicinae	Cataglyphis	tibialis		Cataglyphis piliscapa
Formicinae	Cataglyphis	viaticus	desertorum	Cataglyphis savignyi
Formicinae	Cataglyphis	viaticus	orientalis	Cataglyphis nodus
