Subfamily	Genus	Species	Subspecies	Current valid name
Ponerinae	Neoponera	lydiae		Neoponera goeldii
Ponerinae	Neoponera	mesonotalis		Neoponera moesta
Ponerinae	Neoponera	obscuricornis	latocciput	Neoponera apicalis
Ponerinae	Neoponera	pallipes		Neoponera crenata
Ponerinae	Neoponera	pedunculata		Neoponera villosa
Ponerinae	Neoponera	pilosa		Neoponera villosa
Ponerinae	Neoponera	rugosinodis		Neoponera striatinodis
Ponerinae	Neoponera	stipitum		Neoponera moesta
Ponerinae	Neoponera	unidentata	eburneipes	Neoponera unidentata
Ponerinae	Neoponera	unidentata	maya	Neoponera unidentata
Ponerinae	Neoponera	unidentata	sulcatula	Neoponera moesta
Ponerinae	Neoponera	unidentata	trinidadensis	Neoponera unidentata
Ponerinae	Odontomachus	aeneus		Odontomachus aciculatus
Ponerinae	Odontomachus	angulatus	praefectus	Odontomachus nigriceps
Ponerinae	Odontomachus	assiniensis	aterrimus	Odontomachus assiniensis
Ponerinae	Odontomachus	assiniensis	caffrorum	Odontomachus assiniensis
Ponerinae	Odontomachus	assiniensis	fauconneti	Odontomachus assiniensis
Ponerinae	Odontomachus	assiniensis	flavescens	Odontomachus assiniensis
Ponerinae	Odontomachus	assiniensis	furvior	Odontomachus assiniensis
Ponerinae	Odontomachus	assiniensis	fuscus	Odontomachus assiniensis
Ponerinae	Odontomachus	assiniensis	tropicalis	Odontomachus assiniensis
Ponerinae	Odontomachus	chelifer	emacerata	Odontomachus chelifer
Ponerinae	Odontomachus	chelifer	leptocephalus	Odontomachus chelifer
Ponerinae	Odontomachus	coquereli	minor	Odontomachus coquereli
Ponerinae	Odontomachus	coriarius	magnus	Odontomachus ruficeps
Ponerinae	Odontomachus	coriarius	obscura	Odontomachus ruficeps
Ponerinae	Odontomachus	coriarius	semicircularis	Odontomachus ruficeps
Ponerinae	Odontomachus	coriarius		Odontomachus ruficeps
Ponerinae	Odontomachus	gressitti		Odontomachus rufithorax
Ponerinae	Odontomachus	gulosus	nubila	Odontomachus testaceus
Ponerinae	Odontomachus	gulosus		Odontomachus testaceus
Ponerinae	Odontomachus	haematoda	breviceps	Odontomachus simillimus
Ponerinae	Odontomachus	haematoda	clarionensis	Odontomachus clarus
Ponerinae	Odontomachus	haematoda	dulcis	Odontomachus meinerti
Ponerinae	Odontomachus	haematoda	minuta	Odontomachus meinerti
Ponerinae	Odontomachus	haematoda	notata	Odontomachus bauri
Ponerinae	Odontomachus	haematoda	pallipes	Odontomachus haematodus
Ponerinae	Odontomachus	haematodes	fuscipennis	Odontomachus simillimus
Ponerinae	Odontomachus	haematodes	fuscus	Odontomachus brunneus
Ponerinae	Odontomachus	haematodes	microcephalus	Odontomachus bauri
Ponerinae	Odontomachus	haematodes	rugisquama	Odontomachus bauri
Ponerinae	Odontomachus	haematodes	striativentris	Odontomachus laticeps
Ponerinae	Odontomachus	haematodes	theresiae	Odontomachus chelifer
Ponerinae	Odontomachus	haematodus	coninodis	Odontomachus clarus
Ponerinae	Odontomachus	haematodus	paucidens	Odontomachus bauri
Ponerinae	Odontomachus	haematodus	pubescens	Odontomachus bauri
Ponerinae	Odontomachus	haematodus	stanleyi	Odontomachus troglodytes
Ponerinae	Odontomachus	hirsutiusculus		Odontomachus haematodus
Ponerinae	Odontomachus	imperator	emeryi	Odontomachus rufithorax
Ponerinae	Odontomachus	imperator	tauerni	Odontomachus saevissimus
Ponerinae	Odontomachus	infandus	striaticeps	Odontomachus infandus
Ponerinae	Odontomachus	intermedius		Odontomachus assiniensis
Ponerinae	Odontomachus	latidens	procerus	Odontomachus latidens
Ponerinae	Odontomachus	latidens	sumatranus	Odontomachus latidens
Ponerinae	Odontomachus	maxillaris		Odontomachus hastatus
Ponerinae	Odontomachus	maxillosa		Odontomachus haematodus
Ponerinae	Odontomachus	monticola	formosae	Odontomachus monticola
Ponerinae	Odontomachus	monticola	hainanensis	Odontomachus monticola
Ponerinae	Odontomachus	monticola	longi	Odontomachus monticola
Ponerinae	Odontomachus	monticola	major	Odontomachus monticola
Ponerinae	Odontomachus	monticola	pauperculus	Odontomachus monticola
Ponerinae	Odontomachus	monticola	punctulatus	Odontomachus monticola
Ponerinae	Odontomachus	nigrifrons		Odontomachus testaceus
Ponerinae	Odontomachus	pallidicornis		Odontomachus simillimus
Ponerinae	Odontomachus	papuanus	concentrica	Odontomachus papuanus
Ponerinae	Odontomachus	politus		Odontomachus angulatus
Ponerinae	Odontomachus	retrolatior		Odontomachus malignus
Ponerinae	Odontomachus	rixosus	conifera	Odontomachus rixosus
Ponerinae	Odontomachus	rixosus	obscurior	Odontomachus rixosus
Ponerinae	Odontomachus	ruficeps	acutidens	Odontomachus ruficeps
Ponerinae	Odontomachus	ruficeps	ajax	Odontomachus cephalotes
Ponerinae	Odontomachus	ruficeps	aruanus	Odontomachus cephalotes
Ponerinae	Odontomachus	ruficeps	rubriceps	Odontomachus ruficeps
Ponerinae	Odontomachus	ruficeps	rufescens	Odontomachus ruficeps
Ponerinae	Odontomachus	saevissimus	linae	Odontomachus saevissimus
Ponerinae	Odontomachus	septentrionalis		Odontomachus ruficeps
Ponerinae	Odontomachus	sericeus		Odontomachus bauri
Ponerinae	Odontomachus	sharpei		Odontomachus ruficeps
Ponerinae	Odontomachus	silvestrii	substriatus	Odontomachus silvestrii
Ponerinae	Odontomachus	striata		Odontomachus monticola
Ponerinae	Odontomachus	texana		Odontomachus clarus
Ponerinae	Odontomachus	transversostriatus		Odontomachus saevissimus
Ponerinae	Odontomachus	tuberculatus		Odontomachus malignus
Ponerinae	Odontomachus	tyrannicus	obsolescens	Odontomachus tyrannicus
Ponerinae	Odontoponera	reticulata		Odontoponera transversa
Ponerinae	Odontoponera	transversa	nitens	Odontoponera transversa
Ponerinae	Ophthalmopone	lanceolata		Ophthalmopone hottentota
Ponerinae	Pachycondyla	amplinoda		Pachycondyla harpax
Ponerinae	Pachycondyla	dahlii		Ectomomyrmex acutus
Ponerinae	Pachycondyla	fuscoatra	andicola	Pachycondyla impressa
Ponerinae	Pachycondyla	fuscoatra	cearensis	Pachycondyla inca
Ponerinae	Pachycondyla	fuscoatra	montana	Pachycondyla impressa
Ponerinae	Pachycondyla	fuscoatra	transversa	Pachycondyla impressa
Ponerinae	Pachycondyla	harpax	concinna	Pachycondyla harpax
Ponerinae	Pachycondyla	harpax	dibullana	Pachycondyla harpax
Ponerinae	Pachycondyla	harpax	irina	Pachycondyla harpax
Ponerinae	Pachycondyla	montezumia		Pachycondyla harpax
Ponerinae	Pachycondyla	orizabana		Pachycondyla harpax
Ponerinae	Pachycondyla	striata	nitidiventris	Pachycondyla striata
Ponerinae	Paltothyreus	gagates		Paltothyreus tarsatus
Ponerinae	Paltothyreus	pestilentia		Paltothyreus tarsatus
Ponerinae	Paltothyreus	simillima		Paltothyreus tarsatus
Ponerinae	Paltothyreus	spiniventris		Paltothyreus tarsatus
Ponerinae	Paltothyreus	tarsata	kaya	Paltothyreus tarsatus striatus
Ponerinae	Parvaponera	darwinii	indica	Parvaponera darwinii indica
Ponerinae	Parvaponera	lamarki		Parvaponera darwinii
Ponerinae	Parvaponera	rufotestaceus		Parvaponera darwinii
Ponerinae	Phrynoponera	armata		Phrynoponera gabonensis
Ponerinae	Phrynoponera	gabonensis	esta	Phrynoponera gabonensis
Ponerinae	Phrynoponera	gabonensis	fecunda	Phrynoponera gabonensis
Ponerinae	Phrynoponera	gabonensis	robustior	Phrynoponera gabonensis
Ponerinae	Phrynoponera	gabonensis	striatidens	Phrynoponera gabonensis
Ponerinae	Phrynoponera	gabonensis	umbrosa	Phrynoponera gabonensis
Ponerinae	Phrynoponera	heterodus		Phrynoponera gabonensis
Ponerinae	Platythyrea	aethiops	grisea	Platythyrea lamellosa
Ponerinae	Platythyrea	bicolor		Platythyrea turneri
Ponerinae	Platythyrea	cephalotes		Platythyrea parallela
Ponerinae	Platythyrea	ceylonensis		Platythyrea parallela
Ponerinae	Platythyrea	cineracea		Platythyrea punctata
Ponerinae	Platythyrea	coxalis	annamita	Platythyrea parallela
Ponerinae	Platythyrea	coxalis	cylindrica	Platythyrea parallela
Ponerinae	Platythyrea	coxalis	javana	Platythyrea parallela
Ponerinae	Platythyrea	coxalis	philippinensis	Platythyrea parallela
Ponerinae	Platythyrea	coxalis	tritschleri	Platythyrea parallela
Ponerinae	Platythyrea	coxalis		Platythyrea parallela
Ponerinae	Platythyrea	cribrinodis	brevidentata	Platythyrea cribrinodis
Ponerinae	Platythyrea	cribrinodis	brevinodis	Platythyrea cribrinodis
Ponerinae	Platythyrea	cribrinodis	punctata	Platythyrea cribrinodis
Ponerinae	Platythyrea	cyriluli		Platythyrea schultzei
Ponerinae	Platythyrea	incerta		Platythyrea pilosula
Ponerinae	Platythyrea	inconspicua		Platythyrea parallela
Ponerinae	Platythyrea	lamellosa	apicalis	Platythyrea arnoldi
Ponerinae	Platythyrea	lamellosa	longinoda	Platythyrea lamellosa
Ponerinae	Platythyrea	lamellosa	rhodesiana	Platythyrea lamellosa
Ponerinae	Platythyrea	lamellosa	suturalis	Platythyrea lamellosa
Ponerinae	Platythyrea	maquilingi		Platythyrea inermis
Ponerinae	Platythyrea	meinerti	boliviana	Platythyrea sinuata
Ponerinae	Platythyrea	meinerti		Platythyrea sinuata
Ponerinae	Platythyrea	melancholica	aruana	Platythyrea parallela
Ponerinae	Platythyrea	mocquerysi	debilior	Platythyrea mocquerysi
Ponerinae	Platythyrea	monodi		Platythyrea conradti
Ponerinae	Platythyrea	parva		Platythyrea parallela
Ponerinae	Platythyrea	pruinosa		Platythyrea punctata
Ponerinae	Platythyrea	pulchella		Platythyrea parallela
Ponerinae	Platythyrea	pusilla	australis	Platythyrea parallela
Ponerinae	Platythyrea	pusilla	egena	Platythyrea parallela
Ponerinae	Platythyrea	pusilla	pacifica	Platythyrea parallela
Ponerinae	Platythyrea	pusilla		Platythyrea parallela
Ponerinae	Platythyrea	reticulata		Platythyrea turneri
Ponerinae	Platythyrea	schultzei	bequaerti	Platythyrea schultzei
Ponerinae	Platythyrea	schultzei	lata	Platythyrea schultzei
Ponerinae	Platythyrea	septentrionalis		Platythyrea turneri
Ponerinae	Platythyrea	subtilis		Platythyrea parallela
Ponerinae	Platythyrea	tasmaniensis		Platythyrea turneri
Ponerinae	Platythyrea	thwaitesi		Platythyrea clypeata
Ponerinae	Platythyrea	tricuspidata	penangensis	Platythyrea tricuspidata
Ponerinae	Platythyrea	wroughtoni	sechellensis	Platythyrea parallela
Ponerinae	Platythyrea	wroughtoni	victoriae	Platythyrea parallela
Ponerinae	Platythyrea	wroughtonii		Platythyrea parallela
Ponerinae	Plectroctena	caffra	major	Plectroctena mandibularis
Ponerinae	Plectroctena	cristata	semileavis	Plectroctena cristata
Ponerinae	Plectroctena	emeryi		Plectroctena dentata
Ponerinae	Plectroctena	gabonensis		Plectroctena minor
Ponerinae	Plectroctena	mandibularis	integra	Plectroctena mandibularis
Ponerinae	Plectroctena	minor	conjugata	Plectroctena mandibularis
Ponerinae	Plectroctena	minor	insularis	Plectroctena minor
Ponerinae	Plectroctena	minor	liberiana	Plectroctena minor
Ponerinae	Plectroctena	minor	perusta	Plectroctena minor
Ponerinae	Plectroctena	punctatus		Plectroctena subterranea
Ponerinae	Ponera	caledonica		Ponera leae
Ponerinae	Ponera	coarctata	atlantis	Ponera coarctata
Ponerinae	Ponera	coarctata	crassisquama	Ponera testacea
Ponerinae	Ponera	coarctata	lucida	Ponera coarctata
Ponerinae	Ponera	contracta		Ponera coarctata
Ponerinae	Ponera	excedra		Ponera leae
Ponerinae	Ponera	huonica		Ponera tenuis
Ponerinae	Ponera	japonica	crocea	Ponera japonica
Ponerinae	Ponera	leae	norfolkensis	Ponera leae
Ponerinae	Ponera	leae	oculata	Ponera leae
Ponerinae	Ponera	mocsaryi		Ponera szaboi
Ponerinae	Ponera	ratardorum		Ponera incerta
Ponerinae	Ponera	yakushimensis		Ponera scabra
Ponerinae	Promyopias	asili		Promyopias silvestrii
Ponerinae	Psalidomyrmex	feae	impressa	Psalidomyrmex feae
Ponerinae	Psalidomyrmex	longiscapus		Psalidomyrmex procerus
Ponerinae	Psalidomyrmex	mandibularis	mabirensis	Psalidomyrmex reichenspergeri
Ponerinae	Psalidomyrmex	obesus		Psalidomyrmex procerus
Ponerinae	Psalidomyrmex	procerus	collarti	Psalidomyrmex procerus
Ponerinae	Pseudoponera	americana		Pseudoponera stigma
Ponerinae	Pseudoponera	brunneus		Pseudoponera stigma
Ponerinae	Pseudoponera	cauta		Pseudoponera succedanea
Ponerinae	Pseudoponera	myopa		Pseudoponera stigma
Ponerinae	Pseudoponera	nixoni		Pseudoponera stigma
Ponerinae	Pseudoponera	quadridentata		Pseudoponera stigma
