Subfamily	Genus	Species	subspecies
Formicinae	Camponotus	simillimus	atratior
Formicinae	Camponotus	simillimus	impatibilis
Formicinae	Camponotus	simillimus	indianus
Formicinae	Camponotus	simillimus	riograndensis
Formicinae	Camponotus	simoni	
Formicinae	Camponotus	simpsoni	
Formicinae	Camponotus	simulans	
Formicinae	Camponotus	simulator	
Formicinae	Camponotus	simus	
Formicinae	Camponotus	simus	manidis
Formicinae	Camponotus	sinaiticus	
Formicinae	Camponotus	singularis	
Formicinae	Camponotus	singularis	rufomaculatus
Formicinae	Camponotus	sklarus	
Formicinae	Camponotus	smithianus	
Formicinae	Camponotus	snellingi	
Formicinae	Camponotus	socius	
Formicinae	Camponotus	socorroensis	
Formicinae	Camponotus	socrates	
Formicinae	Camponotus	solenobius	
Formicinae	Camponotus	solon	
Formicinae	Camponotus	solon	chiton
Formicinae	Camponotus	solon	jugurtha
Formicinae	Camponotus	somalinus	
Formicinae	Camponotus	somalinus	curtior
Formicinae	Camponotus	somalinus	pattensis
Formicinae	Camponotus	sommeri	
Formicinae	Camponotus	spanis	
Formicinae	Camponotus	spenceri	
Formicinae	Camponotus	sphaericus	
Formicinae	Camponotus	sphaericus	cardini
Formicinae	Camponotus	sphaericus	rufipilis
Formicinae	Camponotus	sphaericus	sphaeralis
Formicinae	Camponotus	sphenocephalus	
Formicinae	Camponotus	sphenoidalis	
Formicinae	Camponotus	spinitarsus	
Formicinae	Camponotus	spinolae	
Formicinae	Camponotus	spissinodis	
Formicinae	Camponotus	sponsorum	
Formicinae	Camponotus	staryi	
Formicinae	Camponotus	stefani	
Formicinae	Camponotus	storeatus	
Formicinae	Camponotus	strangulatus	
Formicinae	Camponotus	striatipes	
Formicinae	Camponotus	striatus	
Formicinae	Camponotus	strictus	
Formicinae	Camponotus	subbarbatus	
Formicinae	Camponotus	subcircularis	
Formicinae	Camponotus	subnitidus	
Formicinae	Camponotus	subnitidus	famelicus
Formicinae	Camponotus	subnitidus	longinodis
Formicinae	Camponotus	subpilus	
Formicinae	Camponotus	substitutus	
Formicinae	Camponotus	substitutus	clarus
Formicinae	Camponotus	substitutus	pullulus
Formicinae	Camponotus	subtilis	
Formicinae	Camponotus	subtruncatus	
Formicinae	Camponotus	sucki	
Formicinae	Camponotus	suffusus	
Formicinae	Camponotus	suffusus	bendigensis
Formicinae	Camponotus	sylvaticus	
Formicinae	Camponotus	sylvaticus	basalis
Formicinae	Camponotus	sylvaticus	paradichrous
Formicinae	Camponotus	tahatensis	
Formicinae	Camponotus	taino	
Formicinae	Camponotus	taipingensis	
Formicinae	Camponotus	tameri	
Formicinae	Camponotus	taniae	
Formicinae	Camponotus	tashcumiri	
Formicinae	Camponotus	tasmani	
Formicinae	Camponotus	tauricollis	
Formicinae	Camponotus	tejonia	
Formicinae	Camponotus	tenuipes	
Formicinae	Camponotus	tenuiscapus	
Formicinae	Camponotus	tepicanus	
Formicinae	Camponotus	terbimaculatus	
Formicinae	Camponotus	terebrans	
Formicinae	Camponotus	tergestinus	
Formicinae	Camponotus	termitarius	
Formicinae	Camponotus	terricola	
Formicinae	Camponotus	territus	
Formicinae	Camponotus	testaceus	
Formicinae	Camponotus	texanus	
Formicinae	Camponotus	texens	
Formicinae	Camponotus	textor	
Formicinae	Camponotus	thadeus	
Formicinae	Camponotus	thales	
Formicinae	Camponotus	thomasseti	
Formicinae	Camponotus	thoracicus	
Formicinae	Camponotus	thraso	
Formicinae	Camponotus	thraso	agricola
Formicinae	Camponotus	thraso	assabensis
Formicinae	Camponotus	thraso	diogenes
Formicinae	Camponotus	thraso	montinanus
Formicinae	Camponotus	thraso	nefasitensis
Formicinae	Camponotus	thraso	negus
Formicinae	Camponotus	thysanopus	
Formicinae	Camponotus	tilhoi	
Formicinae	Camponotus	timidus	
Formicinae	Camponotus	tonduzi	
Formicinae	Camponotus	tonkinus	
Formicinae	Camponotus	torrei	
Formicinae	Camponotus	tortuganus	
Formicinae	Camponotus	toussainti	
Formicinae	Camponotus	traegaordhi	
Formicinae	Camponotus	traegaordhi	fumeus
Formicinae	Camponotus	traili	
Formicinae	Camponotus	trajanus	
Formicinae	Camponotus	transvaalensis	
Formicinae	Camponotus	transvaalensis	griqua
Formicinae	Camponotus	transvaalensis	prinsi
Formicinae	Camponotus	trapeziceps	
Formicinae	Camponotus	trapeziceps	prosaicus
Formicinae	Camponotus	trapezoideus	
Formicinae	Camponotus	trepidulus	
Formicinae	Camponotus	triangulatus	
Formicinae	Camponotus	tricolor	
Formicinae	Camponotus	tricoloratus	
Formicinae	Camponotus	trietericus	
Formicinae	Camponotus	trifasciatus	
Formicinae	Camponotus	triodiae	
Formicinae	Camponotus	tripartitus	
Formicinae	Camponotus	tristis	
Formicinae	Camponotus	triton	
Formicinae	Camponotus	tritschleri	
Formicinae	Camponotus	truebi	
Formicinae	Camponotus	truebi	arnoldi
Formicinae	Camponotus	truebi	genaiai
Formicinae	Camponotus	truncatus	
Formicinae	Camponotus	tumidus	
Formicinae	Camponotus	turkestanicus	
Formicinae	Camponotus	turkestanus	
Formicinae	Camponotus	ulcerosus	
Formicinae	Camponotus	ulei	
Formicinae	Camponotus	ulvarum	
Formicinae	Camponotus	umbratilis	
Formicinae	Camponotus	universitatis	
Formicinae	Camponotus	urichi	
Formicinae	Camponotus	urichi	folicola
Formicinae	Camponotus	urichi	sculnus
Formicinae	Camponotus	ursus	
Formicinae	Camponotus	ustus	
Formicinae	Camponotus	vafer	
Formicinae	Camponotus	vagulus	
Formicinae	Camponotus	vagus	
Formicinae	Camponotus	vagus	ifranensis
Formicinae	Camponotus	valdeziae	
Formicinae	Camponotus	vanispinus	
Formicinae	Camponotus	varians	
Formicinae	Camponotus	variegatus	
Formicinae	Camponotus	variegatus	ambonensis
Formicinae	Camponotus	variegatus	bacchus
Formicinae	Camponotus	variegatus	batta
Formicinae	Camponotus	variegatus	cleon
Formicinae	Camponotus	variegatus	comottoi
Formicinae	Camponotus	variegatus	crassinodis
Formicinae	Camponotus	variegatus	dulcis
Formicinae	Camponotus	variegatus	flavotestaceus
Formicinae	Camponotus	variegatus	fuscithorax
Formicinae	Camponotus	variegatus	infuscus
Formicinae	Camponotus	variegatus	intrans
Formicinae	Camponotus	variegatus	proles
Formicinae	Camponotus	variegatus	somnificus
Formicinae	Camponotus	variegatus	stenonotus
Formicinae	Camponotus	varius	
Formicinae	Camponotus	varus	
Formicinae	Camponotus	velox	
Formicinae	Camponotus	versicolor	
Formicinae	Camponotus	vespertinus	
Formicinae	Camponotus	vestitus	
Formicinae	Camponotus	vestitus	anthracinus
Formicinae	Camponotus	vestitus	bombycinus
Formicinae	Camponotus	vestitus	comptus
Formicinae	Camponotus	vestitus	intuens
Formicinae	Camponotus	vestitus	lujai
Formicinae	Camponotus	vestitus	pectitus
Formicinae	Camponotus	vestitus	perpectitus
Formicinae	Camponotus	vestitus	strophiatus
Formicinae	Camponotus	vicinus	
Formicinae	Camponotus	victoriae	
Formicinae	Camponotus	viehmeyeri	
Formicinae	Camponotus	vigilans	
Formicinae	Camponotus	vinosus	
Formicinae	Camponotus	viri	
Formicinae	Camponotus	virulens	
Formicinae	Camponotus	vitiensis	
Formicinae	Camponotus	vitiosus	
Formicinae	Camponotus	vitreus	
Formicinae	Camponotus	vitreus	angustulus
Formicinae	Camponotus	vitreus	carinatus
Formicinae	Camponotus	vitreus	latinotus
Formicinae	Camponotus	vitreus	oebalis
Formicinae	Camponotus	vitreus	praeluteus
Formicinae	Camponotus	vitreus	praerufus
Formicinae	Camponotus	vitreus	vittatulus
Formicinae	Camponotus	vittatus	
Formicinae	Camponotus	vividus	
Formicinae	Camponotus	vividus	cato
Formicinae	Camponotus	vividus	meinerti
Formicinae	Camponotus	vividus	reginae
Formicinae	Camponotus	vividus	semidepilis
Formicinae	Camponotus	voeltzkowii	
Formicinae	Camponotus	vogti	
Formicinae	Camponotus	vulpus	
Formicinae	Camponotus	walkeri	
Formicinae	Camponotus	walkeri	bardus
Formicinae	Camponotus	wanangus	
Formicinae	Camponotus	wasmanni	
Formicinae	Camponotus	wasmanni	mutilarius
Formicinae	Camponotus	wedda	
Formicinae	Camponotus	weismanni	
Formicinae	Camponotus	weissflogi	
Formicinae	Camponotus	wellmani	
Formicinae	Camponotus	wellmani	gamma
Formicinae	Camponotus	wellmani	rufipartis
Formicinae	Camponotus	werthi	
Formicinae	Camponotus	werthi	skaifei
Formicinae	Camponotus	westermanni	
Formicinae	Camponotus	westermanni	fulvicornis
Formicinae	Camponotus	wheeleri	
Formicinae	Camponotus	whitei	
Formicinae	Camponotus	wiederkehri	
Formicinae	Camponotus	wildae	
Formicinae	Camponotus	woodroffeensis	
Formicinae	Camponotus	wroughtonii	
Formicinae	Camponotus	wytsmani	
Formicinae	Camponotus	xanthogaster	
Formicinae	Camponotus	xanthopilus	
Formicinae	Camponotus	xerxes	
Formicinae	Camponotus	xingdoushanensis	
Formicinae	Camponotus	xuthus	
Formicinae	Camponotus	yala	
Formicinae	Camponotus	yamaokai	
Formicinae	Camponotus	yambaru	
Formicinae	Camponotus	yessensis	
Formicinae	Camponotus	yiningensis	
Formicinae	Camponotus	yogi	
Formicinae	Camponotus	zenon	
Formicinae	Camponotus	zenon	criton
Formicinae	Camponotus	zimmermanni	
Formicinae	Camponotus	zimmermanni	pansus
Formicinae	Camponotus	zoc	
Myrmicinae	Cardiocondyla	atalanta	
Myrmicinae	Cardiocondyla	batesii	
Myrmicinae	Cardiocondyla	bicoronata	
Myrmicinae	Cardiocondyla	brachyceps	
Myrmicinae	Cardiocondyla	breviscapa	
Myrmicinae	Cardiocondyla	britteni	
Myrmicinae	Cardiocondyla	bulgarica	
Myrmicinae	Cardiocondyla	carbonaria	
Myrmicinae	Cardiocondyla	cristata	
Myrmicinae	Cardiocondyla	elegans	
Myrmicinae	Cardiocondyla	emeryi	
Myrmicinae	Cardiocondyla	emeryi	fezzanensis
Myrmicinae	Cardiocondyla	fajumensis	
Myrmicinae	Cardiocondyla	gallagheri	
Myrmicinae	Cardiocondyla	gallilaeica	
Myrmicinae	Cardiocondyla	gibbosa	
Myrmicinae	Cardiocondyla	goa	
Myrmicinae	Cardiocondyla	humilis	
Myrmicinae	Cardiocondyla	insutura	
Myrmicinae	Cardiocondyla	israelica	
Myrmicinae	Cardiocondyla	jacquemini	
Myrmicinae	Cardiocondyla	kagutsuchi	
Myrmicinae	Cardiocondyla	kazanensis	
Myrmicinae	Cardiocondyla	koshewnikovi	
Myrmicinae	Cardiocondyla	kushanica	
Myrmicinae	Cardiocondyla	littoralis	
Myrmicinae	Cardiocondyla	longiceps	
Myrmicinae	Cardiocondyla	longinoda	
Myrmicinae	Cardiocondyla	luciae	
Myrmicinae	Cardiocondyla	mauritanica	
Myrmicinae	Cardiocondyla	melana	
Myrmicinae	Cardiocondyla	minutior	
Myrmicinae	Cardiocondyla	monardi	
Myrmicinae	Cardiocondyla	nana	
Myrmicinae	Cardiocondyla	neferka	
Myrmicinae	Cardiocondyla	nigra	
Myrmicinae	Cardiocondyla	nigrocerea	
Myrmicinae	Cardiocondyla	nivalis	
Myrmicinae	Cardiocondyla	nuda	
Myrmicinae	Cardiocondyla	nuda	sculptinodis
Myrmicinae	Cardiocondyla	obscurior	
Myrmicinae	Cardiocondyla	opaca	
Myrmicinae	Cardiocondyla	opistopsis	
Myrmicinae	Cardiocondyla	papuana	
Myrmicinae	Cardiocondyla	paradoxa	
Myrmicinae	Cardiocondyla	paranuda	
Myrmicinae	Cardiocondyla	parvinoda	
Myrmicinae	Cardiocondyla	persiana	
Myrmicinae	Cardiocondyla	pirata	
Myrmicinae	Cardiocondyla	rugulosa	
Myrmicinae	Cardiocondyla	sahlbergi	
Myrmicinae	Cardiocondyla	sekhemka	
Myrmicinae	Cardiocondyla	semirubra	
Myrmicinae	Cardiocondyla	shagrinata	
Myrmicinae	Cardiocondyla	shuckardi	
Myrmicinae	Cardiocondyla	sima	
Myrmicinae	Cardiocondyla	stambuloffii	
Myrmicinae	Cardiocondyla	strigifrons	
Myrmicinae	Cardiocondyla	tenuifrons	
Myrmicinae	Cardiocondyla	thoracica	
Myrmicinae	Cardiocondyla	tibetana	
Myrmicinae	Cardiocondyla	tiwarii	
Myrmicinae	Cardiocondyla	tjibodana	
Myrmicinae	Cardiocondyla	ulianini	
Myrmicinae	Cardiocondyla	unicalis	
Myrmicinae	Cardiocondyla	venustula	
Myrmicinae	Cardiocondyla	weserka	
Myrmicinae	Cardiocondyla	wheeleri	
Myrmicinae	Cardiocondyla	wroughtonii	
Myrmicinae	Cardiocondyla	yemeni	
Myrmicinae	Cardiocondyla	yoruba	
Myrmicinae	Cardiocondyla	zoserka	
Myrmicinae	Carebara	aberrans	
Myrmicinae	Carebara	aborensis	
Myrmicinae	Carebara	acuta	
Myrmicinae	Carebara	acutispina	
Myrmicinae	Carebara	affinis	
Myrmicinae	Carebara	affinis	javana
Myrmicinae	Carebara	affinis	minor
Myrmicinae	Carebara	affinis	spinosior
Myrmicinae	Carebara	affinis	sumatrensis
Myrmicinae	Carebara	afghana	
Myrmicinae	Carebara	africana	
Myrmicinae	Carebara	alluaudi	
Myrmicinae	Carebara	alluaudi	cataractae
Myrmicinae	Carebara	alperti	
Myrmicinae	Carebara	alpha	
Myrmicinae	Carebara	altinoda	
Myrmicinae	Carebara	amia	
Myrmicinae	Carebara	ampla	
Myrmicinae	Carebara	ampla	cincta
Myrmicinae	Carebara	ampla	obscurithorax
Myrmicinae	Carebara	ampla	rugosa
Myrmicinae	Carebara	angolensis	
Myrmicinae	Carebara	angolensis	congolensis
Myrmicinae	Carebara	angulata	
Myrmicinae	Carebara	anophthalma	
Myrmicinae	Carebara	arabara	
Myrmicinae	Carebara	arabica	
Myrmicinae	Carebara	armata	
Myrmicinae	Carebara	arnoldi	
Myrmicinae	Carebara	arnoldiella	
Myrmicinae	Carebara	asina	
Myrmicinae	Carebara	atoma	
Myrmicinae	Carebara	audita	
Myrmicinae	Carebara	bartrumi	
Myrmicinae	Carebara	bengalensis	
Myrmicinae	Carebara	beta	
Myrmicinae	Carebara	bicarinata	
Myrmicinae	Carebara	bihornata	
Myrmicinae	Carebara	borealis	
Myrmicinae	Carebara	bouvardi	
Myrmicinae	Carebara	brasiliana	
Myrmicinae	Carebara	brevipilosa	
Myrmicinae	Carebara	bruchi	
Myrmicinae	Carebara	bruni	
Myrmicinae	Carebara	butteli	
Myrmicinae	Carebara	capreola	
Myrmicinae	Carebara	capreola	laeviceps
Myrmicinae	Carebara	carinata	
Myrmicinae	Carebara	castanea	
Myrmicinae	Carebara	castanea	augustata
Myrmicinae	Carebara	ceylonensis	
Myrmicinae	Carebara	coeca	
Myrmicinae	Carebara	concinna	
Myrmicinae	Carebara	convexa	
Myrmicinae	Carebara	coqueta	
Myrmicinae	Carebara	cornigera	
Myrmicinae	Carebara	crassiuscula	
Myrmicinae	Carebara	cribriceps	
Myrmicinae	Carebara	crigensis	
Myrmicinae	Carebara	curvispina	
Myrmicinae	Carebara	debilis	
Myrmicinae	Carebara	dentata	
Myrmicinae	Carebara	dentiviris	
Myrmicinae	Carebara	deponens	
Myrmicinae	Carebara	diabola	
Myrmicinae	Carebara	diabolica	
Myrmicinae	Carebara	distincta	
Myrmicinae	Carebara	diversa	
Myrmicinae	Carebara	diversa	draco
Myrmicinae	Carebara	diversa	ficta
Myrmicinae	Carebara	diversa	laotina
Myrmicinae	Carebara	diversa	macgregori
Myrmicinae	Carebara	diversa	philippinuas
Myrmicinae	Carebara	diversa	standfussi
Myrmicinae	Carebara	diversa	taprobanae
Myrmicinae	Carebara	diversa	tenuirugosa
Myrmicinae	Carebara	diversa	williamsi
Myrmicinae	Carebara	donisthorpei	
Myrmicinae	Carebara	elmenteitae	
Myrmicinae	Carebara	elongata	
Myrmicinae	Carebara	erythraea	
Myrmicinae	Carebara	escherichi	
Myrmicinae	Carebara	fayrouzae	
Myrmicinae	Carebara	frontalis	
Myrmicinae	Carebara	globularia	
Myrmicinae	Carebara	grandidieri	
Myrmicinae	Carebara	guineana	
Myrmicinae	Carebara	gustavmayri	
Myrmicinae	Carebara	hammoniae	
Myrmicinae	Carebara	hannya	
Myrmicinae	Carebara	hornata	
Myrmicinae	Carebara	hostilis	
Myrmicinae	Carebara	hunanensis	
Myrmicinae	Carebara	inca	
Myrmicinae	Carebara	incerta	
Myrmicinae	Carebara	incierta	
Myrmicinae	Carebara	infima	
Myrmicinae	Carebara	intermedia	
Myrmicinae	Carebara	jacobsoni	
Myrmicinae	Carebara	jeanneli	
Myrmicinae	Carebara	jiangxiensis	
Myrmicinae	Carebara	junodi	
Myrmicinae	Carebara	khamiensis	
Myrmicinae	Carebara	kofana	
Myrmicinae	Carebara	kunensis	
Myrmicinae	Carebara	lamellifrons	
Myrmicinae	Carebara	langi	
Myrmicinae	Carebara	latinoda	
Myrmicinae	Carebara	latro	
Myrmicinae	Carebara	leei	
Myrmicinae	Carebara	lignata	
Myrmicinae	Carebara	longiceps	
Myrmicinae	Carebara	longii	
Myrmicinae	Carebara	lucida	
Myrmicinae	Carebara	lusciosa	
Myrmicinae	Carebara	silvestrii	
Myrmicinae	Carebara	maccus	
Myrmicinae	Carebara	madibai	
Myrmicinae	Carebara	majeri	
Myrmicinae	Carebara	manni	
Myrmicinae	Carebara	mayri	
Myrmicinae	Carebara	melanocephala	
Myrmicinae	Carebara	melasolena	
Myrmicinae	Carebara	menozzii	
Myrmicinae	Carebara	minima	
Myrmicinae	Carebara	minuta	
Myrmicinae	Carebara	mjobergi	
Myrmicinae	Carebara	mukkaliensis	
Myrmicinae	Carebara	nanua	
Myrmicinae	Carebara	nanningensis	
Myrmicinae	Carebara	nayana	
Myrmicinae	Carebara	nicotianae	
Myrmicinae	Carebara	norfolkensis	
Myrmicinae	Carebara	nosindambo	
Myrmicinae	Carebara	nuda	
Myrmicinae	Carebara	obscura	
Myrmicinae	Carebara	obtusidenta	
Myrmicinae	Carebara	octata	
Myrmicinae	Carebara	oertzeni	
Myrmicinae	Carebara	oertzeni	aeolia
Myrmicinae	Carebara	oni	
Myrmicinae	Carebara	osborni	
Myrmicinae	Carebara	overbecki	
Myrmicinae	Carebara	paeta	
Myrmicinae	Carebara	panamensis	
Myrmicinae	Carebara	patrizii	
Myrmicinae	Carebara	paya	
Myrmicinae	Carebara	perpusilla	
Myrmicinae	Carebara	peruviana	
Myrmicinae	Carebara	petulca	
Myrmicinae	Carebara	petulens	
Myrmicinae	Carebara	pilosa	
Myrmicinae	Carebara	pisinna	
Myrmicinae	Carebara	polita	
Myrmicinae	Carebara	polyphemus	
Myrmicinae	Carebara	propomegata	
Myrmicinae	Carebara	pseudolusciosa	
Myrmicinae	Carebara	pullata	
Myrmicinae	Carebara	pumilia	
Myrmicinae	Carebara	pungens	
Myrmicinae	Carebara	pygmaea	
Myrmicinae	Carebara	pygmaea	densistriata
Myrmicinae	Carebara	qianliyan	
Myrmicinae	Carebara	raja	
Myrmicinae	Carebara	rara	
Myrmicinae	Carebara	rectangulata	
Myrmicinae	Carebara	rectidorsa	
Myrmicinae	Carebara	reina	
Myrmicinae	Carebara	reticapita	
Myrmicinae	Carebara	reticulata	
Myrmicinae	Carebara	robertsoni	
Myrmicinae	Carebara	rothneyi	
Myrmicinae	Carebara	rubra	
Myrmicinae	Carebara	rugata	
Myrmicinae	Carebara	rugoflabella	
Myrmicinae	Carebara	sakamotoi	
Myrmicinae	Carebara	sangi	
Myrmicinae	Carebara	santschii	
Myrmicinae	Carebara	sarasinorum	
Myrmicinae	Carebara	sarita	
Myrmicinae	Carebara	satana	
Myrmicinae	Carebara	sauteri	
Myrmicinae	Carebara	semilaevis	
Myrmicinae	Carebara	sicheli	
Myrmicinae	Carebara	silena	
Myrmicinae	Carebara	silvestrii	
Myrmicinae	Carebara	similis	
Myrmicinae	Carebara	sinhala	
Myrmicinae	Carebara	sodalis	
Myrmicinae	Carebara	solitaria	
Myrmicinae	Carebara	spinata	
Myrmicinae	Carebara	stenoptera	
Myrmicinae	Carebara	striata	
Myrmicinae	Carebara	sublatro	
Myrmicinae	Carebara	subreptor	
Myrmicinae	Carebara	sudanensis	
Myrmicinae	Carebara	sudanica	
Myrmicinae	Carebara	sundaica	
Myrmicinae	Carebara	tahitiensis	
Myrmicinae	Carebara	taiponica	
Myrmicinae	Carebara	tenua	
Myrmicinae	Carebara	terayamai	
Myrmicinae	Carebara	termitolestes	
Myrmicinae	Carebara	thoracica	
Myrmicinae	Carebara	traegaordhi	
Myrmicinae	Carebara	transversalis	
Myrmicinae	Carebara	trechideros	
Myrmicinae	Carebara	ugandana	
Myrmicinae	Carebara	urichi	
Myrmicinae	Carebara	varia	
Myrmicinae	Carebara	vespillo	
Myrmicinae	Carebara	vidua	
Myrmicinae	Carebara	vidua	fur
Myrmicinae	Carebara	viehmeyeri	
Myrmicinae	Carebara	villiersi	
Myrmicinae	Carebara	voeltzkowi	
Myrmicinae	Carebara	volsellata	
Myrmicinae	Carebara	vorax	
Myrmicinae	Carebara	weyeri	
Myrmicinae	Carebara	wheeleri	
Myrmicinae	Carebara	wroughtonii	
Myrmicinae	Carebara	yamatonis	
Myrmicinae	Carebara	yanoi	
Myrmicinae	Carebara	zengchengensis	
Formicinae	Cataglyphis	abyssinica	
Formicinae	Cataglyphis	acutinodis	
Formicinae	Cataglyphis	adenensis	
Formicinae	Cataglyphis	adenensis	bugnioni
Formicinae	Cataglyphis	aenescens	
Formicinae	Cataglyphis	agostii	
Formicinae	Cataglyphis	albicans	
Formicinae	Cataglyphis	albicans	cubica
Formicinae	Cataglyphis	albicans	fezzanensis
Formicinae	Cataglyphis	albicans	franchettii
Formicinae	Cataglyphis	albicans	kairuana
Formicinae	Cataglyphis	albicans	opaca
Formicinae	Cataglyphis	albicans	targuia
Formicinae	Cataglyphis	alibabae	
Formicinae	Cataglyphis	altisquamis	
Formicinae	Cataglyphis	arenaria	
Formicinae	Cataglyphis	argentata	
Formicinae	Cataglyphis	asiriensis	
Formicinae	Cataglyphis	aurata	
Formicinae	Cataglyphis	bellicosa	
Formicinae	Cataglyphis	bergiana	
Formicinae	Cataglyphis	bicolor	
Formicinae	Cataglyphis	bicolor	adusta
Formicinae	Cataglyphis	bicolor	basalis
Formicinae	Cataglyphis	bicolor	congolensis
Formicinae	Cataglyphis	bicolor	pubens
Formicinae	Cataglyphis	bicolor	seticornis
Formicinae	Cataglyphis	bicolor	sudanica
Formicinae	Cataglyphis	bicoloripes	
Formicinae	Cataglyphis	bombycina	
Formicinae	Cataglyphis	bombycina	bruneipes
Formicinae	Cataglyphis	bombycina	sinaitica
Formicinae	Cataglyphis	bucharica	
Formicinae	Cataglyphis	cana	
Formicinae	Cataglyphis	cinnamomea	
Formicinae	Cataglyphis	cugiai	
Formicinae	Cataglyphis	cuneinodis	
Formicinae	Cataglyphis	cursor	
Formicinae	Cataglyphis	diehlii	
Formicinae	Cataglyphis	douwesi	
Formicinae	Cataglyphis	elegantissima	
Formicinae	Cataglyphis	emeryi	
Formicinae	Cataglyphis	emmae	
Formicinae	Cataglyphis	emmae	hoggarensis
Formicinae	Cataglyphis	espadaleri	
Formicinae	Cataglyphis	flavitibia	
Formicinae	Cataglyphis	flavobrunnea	
Formicinae	Cataglyphis	floricola	
Formicinae	Cataglyphis	foreli	
Formicinae	Cataglyphis	fortis	
Formicinae	Cataglyphis	fossilis	
Formicinae	Cataglyphis	frigida	
Formicinae	Cataglyphis	frigida	persica
Formicinae	Cataglyphis	gadeai	
Formicinae	Cataglyphis	gaetula	
Formicinae	Cataglyphis	glabilabia	
Formicinae	Cataglyphis	gracilens	
Formicinae	Cataglyphis	hannae	
Formicinae	Cataglyphis	harteni	
Formicinae	Cataglyphis	helanensis	
Formicinae	Cataglyphis	hispanica	
Formicinae	Cataglyphis	holgerseni	
Formicinae	Cataglyphis	humeya	
Formicinae	Cataglyphis	iberica	
Formicinae	Cataglyphis	indica	
Formicinae	Cataglyphis	isis	
Formicinae	Cataglyphis	italica	
Formicinae	Cataglyphis	kurdistanica	
Formicinae	Cataglyphis	laevior	
Formicinae	Cataglyphis	laylae	
Formicinae	Cataglyphis	livida	
Formicinae	Cataglyphis	longipedem	
Formicinae	Cataglyphis	lunatica	
Formicinae	Cataglyphis	machmal	
Formicinae	Cataglyphis	marroui	
Formicinae	Cataglyphis	mauritanica	
Formicinae	Cataglyphis	mauritanica	occidentalis
Formicinae	Cataglyphis	mauritanica	tonsilis
Formicinae	Cataglyphis	minima	
Formicinae	Cataglyphis	nigra	
Formicinae	Cataglyphis	nigripes	
Formicinae	Cataglyphis	nodus	
Formicinae	Cataglyphis	oasium	
Formicinae	Cataglyphis	opacior	
Formicinae	Cataglyphis	otini	
Formicinae	Cataglyphis	oxiana	
Formicinae	Cataglyphis	pallida	
Formicinae	Cataglyphis	piligera	
Formicinae	Cataglyphis	piliscapa	
Formicinae	Cataglyphis	pilisquamis	
Formicinae	Cataglyphis	pubescens	
Formicinae	Cataglyphis	rosenhaueri	
Formicinae	Cataglyphis	rubra	
Formicinae	Cataglyphis	sabulosa	
Formicinae	Cataglyphis	saharae	
Formicinae	Cataglyphis	savignyi	
Formicinae	Cataglyphis	semitonsa	
Formicinae	Cataglyphis	shuaibensis	
Formicinae	Cataglyphis	stigmata	
Formicinae	Cataglyphis	takyrica	
Formicinae	Cataglyphis	tartessica	
Formicinae	Cataglyphis	theryi	
Formicinae	Cataglyphis	urens	
Formicinae	Cataglyphis	vaucheri	
Formicinae	Cataglyphis	velox	
Formicinae	Cataglyphis	viatica	
Formicinae	Cataglyphis	viaticoides	
Formicinae	Cataglyphis	zakharovi	
Myrmicinae	Cataulacus	adpressus	
Myrmicinae	Cataulacus	bequaerti	
Myrmicinae	Cataulacus	boltoni	
Myrmicinae	Cataulacus	brevisetosus	
Myrmicinae	Cataulacus	catuvolcus	
Myrmicinae	Cataulacus	centrurus	
Myrmicinae	Cataulacus	cestus	
Myrmicinae	Cataulacus	chapmani	
Myrmicinae	Cataulacus	difficilis	
Myrmicinae	Cataulacus	ebrardi	
Myrmicinae	Cataulacus	egenus	
Myrmicinae	Cataulacus	elongatus	
Myrmicinae	Cataulacus	erinaceus	
Myrmicinae	Cataulacus	flagitiosus	
Myrmicinae	Cataulacus	fricatidorsus	
Myrmicinae	Cataulacus	granulatus	
Myrmicinae	Cataulacus	greggi	
Myrmicinae	Cataulacus	guineensis	
Myrmicinae	Cataulacus	hispidulus	
Myrmicinae	Cataulacus	horridus	
Myrmicinae	Cataulacus	huberi	
Myrmicinae	Cataulacus	impressus	
Myrmicinae	Cataulacus	inermis	
Myrmicinae	Cataulacus	intrudens	
Myrmicinae	Cataulacus	jacksoni	
Myrmicinae	Cataulacus	jeanneli	
Myrmicinae	Cataulacus	kenyensis	
Myrmicinae	Cataulacus	kohli	
Myrmicinae	Cataulacus	latissimus	
Myrmicinae	Cataulacus	latus	
Myrmicinae	Cataulacus	lobatus	
Myrmicinae	Cataulacus	longinodus	
Myrmicinae	Cataulacus	lujae	
Myrmicinae	Cataulacus	marginatus	
Myrmicinae	Cataulacus	mckeyi	
Myrmicinae	Cataulacus	micans	
Myrmicinae	Cataulacus	mocquerysi	
Myrmicinae	Cataulacus	moloch	
Myrmicinae	Cataulacus	muticus	
Myrmicinae	Cataulacus	nenassus	
Myrmicinae	Cataulacus	oberthueri	
Myrmicinae	Cataulacus	pilosus	
Myrmicinae	Cataulacus	pompom	
Myrmicinae	Cataulacus	porcatus	
Myrmicinae	Cataulacus	praetextus	
Myrmicinae	Cataulacus	pullus	
Myrmicinae	Cataulacus	pygmaeus	
Myrmicinae	Cataulacus	regularis	
Myrmicinae	Cataulacus	resinosus	
Myrmicinae	Cataulacus	reticulatus	
Myrmicinae	Cataulacus	satrap	
