Count	SpecimenCode	Subfamily	Genus	SpeciesGroup	Species	LifeStageSex	Medium	SpecimenNotes	DNANotes	LocatedAt	OwnedBy	TypeStatus	DeterminedBy	DateDetermined	CollectionCode	CollectedBy	DateCollectedStart	DateCollectedEnd	Method	Habitat	Microhabitat	CollectionNotes	LocalityName	Adm2	Adm1	Adm1check	ISO_3166	Country	Elevation	LatDeg	LatMin	NS	LonDeg	LonMin	EW	LocLatitude	LocLongitude	LatLonMaxError	BiogeographicRegion	LocalityNotes	ElevationMaxError	Blank
1	CASENT0106322	Myrmicinae	Gauromyrmex		MY01	1aq	pin	Ant AToL voucher		UCDC	UCDC		Ward, P. S.	2013-09-01	PSW16444-07	Ward, P. S.	2010-08-20		at light	rainforest edge	at light		Danum Valley Field Centre		Sabah	1	MY	Malaysia	190 m							4.96478	117.80465	3 m	Indomalaya	From PSW field notes: Edge of dipterocarp lowland rainforest, by the field centre lab. GPS reading: 4.96478Â°N 117.80465Â°E. Extent: Â±3m (measurement error).		
2	CASENT0106323	Myrmicinae	Monomorium		PG02	1w	pin	Ant AToL voucher; formerly identified as "Myrmicine_genus30 PG01"		UCDC	UCDC		Ward, P. S.	2014-06-06	ML10442	Leponce, M.	2012-10-30		canopy bait				28 km E Mt. Wilhelm		Madang	1	PG	Papua New Guinea	1200 m							-5.72102	145.27030		Australasia			
3	CASENT0106324	Formicinae	Camponotus		philippinensis_cf	1w	pin	Ant AToL voucher. Formerly Forelophilus philippinensis_cf.		UCDC	UCDC		Ward, P. S.	2013-09-01	ANTC11135	General, D. M.	2013-05-15			mangrove forest			Puerto Princesa, Iwahig River		Palawan	1	PH	Philippines		9	44.052	N	118	40.967	E	9.73420	118.68278		Indomalaya			
4	CASENT0220594	Myrmicinae	Vollenhovia		PG01	1w	pin	Formerly identified as "Myrmicine_genus31 PG01"		UCDC	UCDC		Ward, P. S.	2014-06-06	PSW04469	Ward, P. S.	1980-06-16			montane rainforest	on low vegetation		7 km SW Bundi		Madang	1	PG	Papua New Guinea	2000 m	5	47	S	145	11	E	-5.78333	145.18333	1 minute	Australasia	From PSW field notes: Just below Bononi, 2000m, in (mostly) second-growth montane rainforest, with areas of kunai.		
5	CASENT0220595	Pseudomyrmecinae	Pseudomyrmex		psw159	1w	pin			PSWC	PSWC		Ward, P. S.	2013-10-06	Go-D-06-2-03	LLAMA	2011-05-30		beating vegetation	oak cloud forest	on vegetation		9 km NW Jalapa		Nueva Segovia	1	NI	Nicaragua	1410 m							13.97707	-86.18907	100 m	Neotropical			
6	CASENT0220596	Pseudomyrmecinae	Pseudomyrmex		psw159	1w	pin			PSWC	PSWC		Ward, P. S.	2013-10-06	Go-D-06-2-03	LLAMA	2011-05-30		beating vegetation	oak cloud forest	on vegetation		9 km NW Jalapa		Nueva Segovia	1	NI	Nicaragua	1410 m							13.97707	-86.18907	100 m	Neotropical			
7	CASENT0220597	Pseudomyrmecinae	Pseudomyrmex		psw169	1w	pin	Formerly identified as Pseudomyrmex psw053		PSWC	PSWC		Ward, P. S.	2016-00-00	Go-D-01-1-02	LLAMA	2011-05-03		beating vegetation	montane wet forest edge and interior	on vegetation		RN Cerro MusÃºn		Matagalpa	1	NI	Nicaragua	1090 m							12.96966	-85.23341	150 m	Neotropical			
8	CASENT0220598	Pseudomyrmecinae	Pseudomyrmex		psw169	1w	pin	Formerly identified as Pseudomyrmex psw053	DNA voucher; Ward extraction #D1348	UCDC	UCDC		Ward, P. S.	2016-00-00	Go-D-01-1-02	LLAMA	2011-05-03		beating vegetation	montane wet forest edge and interior	on vegetation		RN Cerro MusÃºn		Matagalpa	1	NI	Nicaragua	1090 m							12.96966	-85.23341	150 m	Neotropical			
9	CASENT0220599	Pseudomyrmecinae	Pseudomyrmex		gracilis	1w	pin	unicolored black		PSWC	PSWC		Ward, P. S.	2013-10-06	Ma-D-07-1-01	LLAMA	2011-06-06		Malaise trap	secondary rainforest edge	Malaise trap		RN Kahka Creek		Costa Caribe Sur	1	NI	Nicaragua	40 m							12.66765	-83.72199	20 m	Neotropical			
10	CASENT0220600	Pseudomyrmecinae	Pseudomyrmex		gracilis	1w	pin	bicolored		PSWC	PSWC		Ward, P. S.	2013-10-06	Ma-D-07-1-01	LLAMA	2011-06-06		Malaise trap	secondary rainforest edge	Malaise trap		RN Kahka Creek		Costa Caribe Sur	1	NI	Nicaragua	40 m							12.66765	-83.72199	20 m	Neotropical			
11	CASENT0220601	Pseudomyrmecinae	Pseudomyrmex		gracilis	1w	pin	bicolored		PSWC	PSWC		Ward, P. S.	2013-10-06	Ma-D-07-1-01	LLAMA	2011-06-06		Malaise trap	secondary rainforest edge	Malaise trap		RN Kahka Creek		Costa Caribe Sur	1	NI	Nicaragua	40 m							12.66765	-83.72199	20 m	Neotropical			
12	CASENT0220602	Pseudomyrmecinae	Pseudomyrmex		psw043	1w	pin	HW 0.785, EL 0.452, HL 0.975		PSWC	PSWC		Ward, P. S.	2013-10-06	Ma-D-01-1-01	LLAMA	2011-05-01		Malaise trap	pasture near edge of tropical wet forest	Malaise trap		RN Cerro MusÃºn		Matagalpa	1	NI	Nicaragua	780 m							12.96074	-85.23340	5 m	Neotropical			
13	CASENT0220547	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11113	Menke, A. S.; Stange, L. A.	1959-08-13						Rio Guayalejo at Hwy. 85		Tamaulipas	1	MX	Mexico		23	19	N	99	0	W	23.31667	-99.00000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
14	CASENT0220548	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11114	Stange, L. A.	1962-04-29						Veracruz		Veracruz	1	MX	Mexico		19	12	N	96	8	W	19.20000	-96.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
15	CASENT0220549	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11115	Parker, F. D.; Stange, L. A.	1963-07-17						La Tinaja, Hwy. 150 [as "Tinajas"]		Veracruz	1	MX	Mexico		18	46	N	96	28	W	18.76667	-96.46667	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Labeled "Tinajas, Mex/Vera Cruz". Assumed to be La Tinaja on Hwy. 150 since the collectors were 18 mi. S of Chilpancingo (Guerrero) one day later.		
16	CASENT0220550	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11116	Parker, F. D.	1962-04-21						30 mi S Acayucan		Veracruz	1	MX	Mexico		17	34	N	95	6	W	17.56667	-95.10000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Labeled "Tinajas, Mex/Vera Cruz". Assumed to be La Tinaja on Hwy. 150 since the collectors were 18 mi. S of Chilpancingo (Guerrero) one day later.		
17	CASENT0220551	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11117	Parker, F. D.	1963-07-19						18 mi S Chilpancingo		Guerrero	1	MX	Mexico		17	22	N	99	29	W	17.36667	-99.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth and the 2007 edition of "Guia Roji por las carreteras de MÃ©xico". Site estimated to be on old Hwy. 95, about 8 km south of MazatlÃ¡n, Guerrero (not to be confused with MazatlÃ¡n, Sinaloa).		
18	CASENT0220552	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11118	Parker, F. D.	1963-07-19						18 mi S Chilpancingo		Guerrero	1	MX	Mexico		17	22	N	99	29	W	17.36667	-99.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth and the 2007 edition of "Guia Roji por las carreteras de MÃ©xico". Site estimated to be on old Hwy. 95, about 8 km south of MazatlÃ¡n, Guerrero (not to be confused with MazatlÃ¡n, Sinaloa).		
19	CASENT0220553	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11119	Parker, F. D.; Stange, L. A.	1963-07-19						18 mi S Chilpancingo		Guerrero	1	MX	Mexico		17	22	N	99	29	W	17.36667	-99.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth and the 2007 edition of "Guia Roji por las carreteras de MÃ©xico". Site estimated to be on old Hwy. 95, about 8 km south of MazatlÃ¡n, Guerrero (not to be confused with MazatlÃ¡n, Sinaloa).		
20	CASENT0220554	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11120	Parker, F. D.; Stange, L. A.	1963-07-18						18 mi S Chilpancingo		Guerrero	1	MX	Mexico		17	22	N	99	29	W	17.36667	-99.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth and the 2007 edition of "Guia Roji por las carreteras de MÃ©xico". Site estimated to be on old Hwy. 95, about 8 km south of MazatlÃ¡n, Guerrero (not to be confused with MazatlÃ¡n, Sinaloa).		
21	CASENT0220555	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	2w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	PSW15575	Ward, P. S.	2006-03-23			tropical dry forest	ex swollen-thorn Acacia		Cerro Largo, 6 km W Puerto Angel		Oaxaca	1	MX	Mexico	20 m							15.66513	-96.54955	30 m	Neotropical	From PSW field notes: La Terraza Hotel. Tropical dry forest on hill next to ocean, between San Augustinillo and Mazunte. GPS reading: N 15Â°39.908' W 96Â°32.973'. Extent: Â±30m (estimated retrospectively using Google Earth). Specimen label uses more approximate coordinates: 15Â°40'N 96Â°33'W.		
22	CASENT0220556	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	3w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11121	Wheeler, W. M.	1911-12-27				Acacia spines		Escuintla		Escuintla	1	GT	Guatemala		14	18	N	90	47	W	14.30000	-90.78333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
23	CASENT0220557	Pseudomyrmecinae	Pseudomyrmex		ferrugineus	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	WPM20017	Mackay, W.; Mackay, E.	2003-07-01				swollem-thorn Acacia		Lamanai		Orange Walk	1	BZ	Belize	10 m	17	45.12	N	88	39.2	W	17.75200	-88.65333	0.1 minute	Neotropical			
24	CASENT0220558	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11122	Cavagnaro, D.; Irwin, M. E.	1963-06-20						Los Chorros		La Libertad	1	SV	El Salvador		13	42	N	89	19	W	13.70000	-89.31667	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth. Labeled "Los Chorros/El Salvador". Interpreted as referring to Los Chorros (Parque AcuÃ¡tico) on Carretera Panamericana, west of Santa Tecla.		
25	CASENT0220559	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11123	Cavagnaro, D.; Irwin, M. E.	1963-06-20						Los Chorros		La Libertad	1	SV	El Salvador		13	42	N	89	19	W	13.70000	-89.31667	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth. Labeled "Los Chorros/El Salvador". Interpreted as referring to Los Chorros (Parque AcuÃ¡tico) on Carretera Panamericana, west of Santa Tecla.		
26	CASENT0220560	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11124	Irwin, M. E.	1961-07-16						Los Chorros National Park		La Libertad	1	SV	El Salvador		13	42	N	89	19	W	13.70000	-89.31667	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees), using Google Earth. Labeled "Los Chorros/El Salvador". Interpreted as referring to Los Chorros (Parque AcuÃ¡tico) on Carretera Panamericana, west of Santa Tecla.		
27	CASENT0220561	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11125	Cavagnaro, D.; Irwin, M. E.	1963-07-03						Quezaltepeque		La Libertad	1	SV	El Salvador		13	50	N	89	17	W	13.83333	-89.28333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
28	CASENT0220562	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11126	Cavagnaro, D.; Irwin, M. E.	1963-07-16						Quezaltepeque		La Libertad	1	SV	El Salvador		13	50	N	89	17	W	13.83333	-89.28333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
29	CASENT0220563	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11127	Bohart, R. M.	1976-03-08						Rio Corobici, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica		10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Mislabeled as "Rio Corbici, nr. Canas".		
30	CASENT0220564	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11128	Bohart, R. M.	1976-03-08						Rio Corobici, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica		10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Mislabeled as "Rio Corbici, nr. Canas".		
31	CASENT0220565	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11129	Buchman, S.	1972-02-10						unknown		Guanacaste	1	CR	Costa Rica		10	28	N	85	25	W	10.46667	-85.41667	85 km	Neotropical	Label without coordinates and without precise locality. Labeled "Costa Rica/Guanacaste/Prov." and possible collection code "72-32". Collector might be Stephen L. Buchmann, but is spelled "S. Buchman". Latlong is that of center of Guanacaste Province, with estimated LatLonMaxError of Â±85 km.		
32	CASENT0220566	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11130	Buchman, S.	1972-02-10						unknown		Guanacaste	1	CR	Costa Rica		10	28	N	85	25	W	10.46667	-85.41667	85 km	Neotropical	Label without coordinates and without precise locality. Labeled "Costa Rica/Guanacaste/Prov." and possible collection code "72-32". Collector might be Stephen L. Buchmann, but is spelled "S. Buchman". Latlong is that of center of Guanacaste Province, with estimated LatLonMaxError of Â±85 km.		
33	CASENT0220567	Pseudomyrmecinae	Pseudomyrmex		flavicornis	2w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11131	Whitacre, D.	1985-12-00				ex swollen-thorn Acacia		Palo Verde		Guanacaste	1	CR	Costa Rica		10	21	N	85	21	W	10.35000	-85.35000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
34	CASENT0220568	Pseudomyrmecinae	Pseudomyrmex		flavicornis	2dq	pin	Specimen labeled with date range (28-30 May 1979), but collected on 28 May 1979		UCDC	UCDC		Ward, P. S.	2012-01-16	PSW03562	Ward, P. S.	1979-05-28			second-growth dry scrub	ex swollen-thorn Acacia		Hacienda La Pacifica, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica	50 m	10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Original specimen label without coordinates. Georeferenced to the nearest minute, based on P. S. Ward field notes. Site is along the track north of the cabinas, through second-growth dry scrub.		
35	CASENT0220569	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1dq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	PSW06430	Ward, P. S.	1983-12-14			tropical dry forest	Acacia collinsii		Santa Rosa Natl. Park		Guanacaste	1	CR	Costa Rica	300 m	10	51	N	85	37	W	10.85000	-85.61667	1 minute	Neotropical	From PSW field notes: Tropical dry forest ca. 1.2 km south of Santa Elena lookout.		
36	CASENT0220570	Pseudomyrmecinae	Pseudomyrmex		flavicornis	2w	pin	Elevation given on label as "<5m"		UCDC	UCDC		Ward, P. S.	2012-01-16	PSW06451	Ward, P. S.	1983-12-15			low coastal forest	Acacia collinsii		Santa Rosa Natl. Park		Guanacaste	1	CR	Costa Rica	5 m	10	47	N	85	40	W	10.78333	-85.66667	1 minute	Neotropical	From PSW field notes: Playa Naranjo; low coastal forest.		
37	CASENT0220571	Pseudomyrmecinae	Pseudomyrmex		flavicornis	2w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	PSW07741	Ward, P. S.	1985-07-29			edge of second-growth rainforest	ex swollen-thorn Acacia		1 km NE TÃ¡rcoles		Puntarenas	1	CR	Costa Rica	20 m	9	46	N	84	37	W	9.76667	-84.61667	1 minute	Neotropical	From PSW field notes: Around recently felled trees and adjacent, disturbed second-growth rainforest.		
38	CASENT0220572	Pseudomyrmecinae	Pseudomyrmex		flavicornis	1aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11132	Parker, F. D.	1992-08-19		Malaise trap		Malaise trap		nr. CaÃ±as		Guanacaste	1	CR	Costa Rica		10	26	N	85	6	W	10.43333	-85.10000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
39	CASENT0220573	Pseudomyrmecinae	Pseudomyrmex		flavicornis	3w	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	PSW15043	Ward, P. S.	2003-11-14			roadside edge	ex swollen-thorn Acacia		5 km SW Cuilapa		Santa Rosa	1	GT	Guatemala	575 m							14.23892	-90.32578	50 m	Neotropical	From PSW field notes: Roadside, next to secondary forest fragments and pasture. On Ruta Nacional 16 between Cuilapa and Chiquimulilla, near km. 72, and near junction of RÃ­o Utapa with RÃ­o Los Esclavos. GPS reading: N 14Â°14.335' W 90Â°19.547'. Extent: Â±50m (estimated retrospectively using Google Earth). Specimen label uses more approximate coordinates: 14Â°14'N 90Â°20'W.		
40	CASENT0220574	Pseudomyrmecinae	Pseudomyrmex		flavicornis	2aq	pin			UCDC	UCDC		Ward, P. S.	2012-01-16	ANTC11133	Clark, J.	1998-04-15		Malaise trap		Malaise trap		San Juan del Sur		Rivas	1	NI	Nicaragua		11	29	N	85	39	W	11.48333	-85.65000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
41	CASENT0220603	Pseudomyrmecinae	Pseudomyrmex		janzeni	1w	pin			UCDC	UCDC	janzeni paratype	Ward, P. S.	2013-10-30	ANTC11136	Janzen, D. H.	1963-09-15				ex Acacia hindsii		60 mi SE Acaponeta, Hwy. 15		Nayarit	1	MX	Mexico		21	51	N	105	8	W	21.85000	-105.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Latlong taken along Hwy 15 (libre) at 96 road km south of Acaponeta.		
42	CASENT0220604	Pseudomyrmecinae	Pseudomyrmex		janzeni	1aq	pin			UCDC	UCDC	janzeni paratype	Ward, P. S.	2013-10-30	ANTC11137	Janzen, D. H.	1963-09-15				ex Acacia hindsii		60 mi SE Acaponeta, Hwy. 15		Nayarit	1	MX	Mexico		21	51	N	105	8	W	21.85000	-105.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Latlong taken along Hwy 15 (libre) at 96 road km south of Acaponeta.		
43	CASENT0220605	Pseudomyrmecinae	Pseudomyrmex		mixtecus	1w	pin	Janzen M007810966		UCDC	UCDC	mixtecus paratype	Ward, P. S.	2013-10-30		Janzen, D. H.	1966-08-10						25.4 mi S Chilpancingo		Guerrero	1	MX	Mexico		17	17	N	99	29	W	17.28333	-99.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
44	CASENT0220606	Pseudomyrmecinae	Pseudomyrmex		mixtecus	1w	pin	Janzen M009810966		UCDC	UCDC	mixtecus paratype	Ward, P. S.	2013-10-30		Janzen, D. H.	1966-08-10						25.4 mi S Chilpancingo		Guerrero	1	MX	Mexico		17	17	N	99	29	W	17.28333	-99.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
45	CASENT0220607	Pseudomyrmecinae	Pseudomyrmex		mixtecus	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	WPM11455	MacKay, W.	1989-05-26						74 km N Acapulco		Guerrero	1	MX	Mexico		17	10	N	99	30	W	17.16667	-99.50000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
46	CASENT0220608	Pseudomyrmecinae	Pseudomyrmex		mixtecus	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW15565	Ward, P. S.	2006-03-21			tropical dry forest	ex swollen-thorn Acacia		Acapulco		Guerrero	1	MX	Mexico	10 m							16.82992	-99.90655	15 m	Neotropical	From PSW field notes: Remant patch of tropical dry forest in undeveloped lot opposite Hotel Boca Chica. Location and extent (Â±15m) estimated retrospectively using Google Earth. Specimen label uses more approximate coordinates: 16Â°50'N 99Â°54'W.		
47	CASENT0220609	Pseudomyrmecinae	Pseudomyrmex		mixtecus	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW15570	Ward, P. S.	2006-03-21			littoral vegetation	ex swollen-thorn Acacia		3 km E Playa Ventura		Guerrero	1	MX	Mexico	5 m							16.53633	-98.88815	60 m	Neotropical	From PSW field notes: Littoral vegetation and pasture. GPS reading: N 16Â°32.180' W 98Â°53.289'. Extent (Â±60m) estimated retrospectively using Google Earth. Specimen label uses more approximate coordinates: 16Â°32'N 98Â°53'W.		
48	CASENT0220610	Pseudomyrmecinae	Pseudomyrmex		mixtecus	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW15581	Ward, P. S.	2006-03-24			tropical dry forest	ex swollen-thorn Acacia		Cerro Largo, 6 km W Puerto Angel		Oaxaca	1	MX	Mexico	20 m							15.66513	-96.54955	30 m	Neotropical	From PSW field notes: La Terraza Hotel. Tropical dry forest on hill next to ocean, between San Augustinillo and Mazunte. GPS reading: N 15Â°39.908' W 96Â°32.973'. Extent: Â±30m (estimated retrospectively using Google Earth). Specimen label uses more approximate coordinates: 15Â°40'N 96Â°33'W.		
49	CASENT0220611	Pseudomyrmecinae	Pseudomyrmex		nigrocinctus	3w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11138	Olson, D. M.	1987-02-00						Palo Verde		Guanacaste	1	CR	Costa Rica	50 m	10	20	N	85	20	W	10.33333	-85.33333		Neotropical			
50	CASENT0220612	Pseudomyrmecinae	Pseudomyrmex		nigrocinctus	2aq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW06458-05	Ward, P. S.	1983-12-16			beach	alates on wet beach sand, ca. 7:00 am		Santa Rosa Nat. Pk.		Guanacaste	1	CR	Costa Rica	5 m	10	47	N	85	40	W	10.78333	-85.66667	1 minute	Neotropical	From PSW field notes: Playa Naranjo; along the beach, foreshore vegetation (beach pea, morning glory, Gliricidia, Prosopis, grasses, etc.).		
51	CASENT0220613	Pseudomyrmecinae	Pseudomyrmex		nigrocinctus	1aq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11139	Kimsey, L. S.	1995-01-12						Guanacaste N.P., Maritza Sta.		Guanacaste	1	CR	Costa Rica		10	59	N	85	30	W	10.98333	-85.50000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
52	CASENT0220614	Pseudomyrmecinae	Pseudomyrmex		nigrocinctus	2aq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11140	Clark, J.	1998-04-15		Malaise trap				San Juan del Sur		Rivas	1	NI	Nicaragua		11	29	N	85	39	W	11.48333	-85.65000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
53	CASENT0220615	Pseudomyrmecinae	Pseudomyrmex		nigrocinctus	3m	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11141	Clark, J.	1998-04-15		Malaise trap				San Juan del Sur		Rivas	1	NI	Nicaragua		11	29	N	85	39	W	11.48333	-85.65000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
54	CASENT0220616	Pseudomyrmecinae	Pseudomyrmex		particeps	1w	pin	3.iii.1965 III		UCDC	UCDC	particeps paratype	Ward, P. S.	2013-10-30	ANTC11142	Janzen, D. H.	1965-03-03				ex Acacia		Rincon, Penin. Osa		Puntarenas	1	CR	Costa Rica		8	42	N	83	29	W	8.70000	-83.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
55	CASENT0220617	Pseudomyrmecinae	Pseudomyrmex		particeps	1w	pin	3.iii.1965 III		UCDC	UCDC	particeps paratype	Ward, P. S.	2013-10-30	ANTC11143	Janzen, D. H.	1965-03-03				ex Acacia		Rincon, Penin. Osa		Puntarenas	1	CR	Costa Rica		8	42	N	83	29	W	8.70000	-83.48333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
56	CASENT0220618	Pseudomyrmecinae	Pseudomyrmex		particeps	3w	pin	Elevation given on label as "<50m"		UCDC	UCDC		Ward, P. S.	2013-10-30	JTL04205	Longino, J. T.	2000-03-04			tropical wet forest	ex Acacia alleni		Corcovado NP, Sirena		Puntarenas	1	CR	Costa Rica	50 m	8	29	N	83	36	W	8.48333	-83.60000		Neotropical			
57	CASENT0220619	Pseudomyrmecinae	Pseudomyrmex		peperi	3w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW11572	Ward, P. S.	1991-12-23			roadside	ex swollen-thorn Acacia		3 km ENE Chiapa de Corzo		Chiapas	1	MX	Mexico	500 m	16	43	N	92	59	W	16.71667	-92.98333	1 minute	Neotropical	From PSW field notes: 2.1 road km east of the intersection on the outskirts of Chiapa de Corzo; on Hwy 190, 0.8 road km southwest of intersection between Hwy 190 and Hwy 101. Roadside, at edge of pasture and gardens.		
58	CASENT0220620	Pseudomyrmecinae	Pseudomyrmex		peperi	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11144	Irwin, M. E.	1961-08-23						5 mi N Quezaltepeque		La Libertad	1	SV	El Salvador		13	54	N	89	19	W	13.90000	-89.31667		Neotropical	Coordinates not given on locality label, estimated approximately.		
59	CASENT0220621	Pseudomyrmecinae	Pseudomyrmex		peperi	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11145	Irwin, M. E.	1961-08-23						5 mi N Quezaltepeque		La Libertad	1	SV	El Salvador		13	54	N	89	19	W	13.90000	-89.31667		Neotropical	Coordinates not given on locality label, estimated approximately.		
60	CASENT0220622	Pseudomyrmecinae	Pseudomyrmex		peperi	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11146	Irwin, M. E.	1961-06-21						Quezaltepeque		La Libertad	1	SV	El Salvador		13	50	N	89	17	W	13.83333	-89.28333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
